comment_id,verdict,corrected_category,reason,_cat,_text,_m_vulgar,_m_miso,_m_threat,_m_sexual
C002672,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,mallareddy antadabbu revant reddiki icchaaru ante mallareddy enni vela kotla dabbu avineetigaa sampaadinchi untadusakramamga sampadiste evvariki ivvanavasaram undadugarevant okkadike kaaduprajalandarikii nee avineeti dabbu panchaaliappudu evvadu block mell cheyadu,,,,
C002673,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Cup పాకిస్థాన్ దే అదృష్టం కలిసి వచ్చింది All the best పాకిస్థాన్,,,,
C002674,Wrong,Safe,"mild/neutral comment, no insult",Offensive,தலைவர் அரசியலுக்கு வருவது உறுதி என்று கூறிய நாள் 31/12/2017. அதற்கு முன்பு அவர் சொல்லவே இல்லடா.,,,,
C002678,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,First Ganesh anna chesina appulu and bounce iyna check lu clear cheyi,,,,
C002679,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Veedu am pikaledu ani telusu,,,,
C002684,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,entainaa mega family great family vaallani evarainaa gowravinchaalsinde,,,,
C002685,Wrong,Safe,"mild/neutral comment, no insult",Offensive,26k Dislikes Till Now....Engada irundhu Varinga ...Neenga ellam...,,,,
C002686,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Tending no 1 soorarai potru No 2 pattasu No 3 psycho,,,,
C002692,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,areyy choy ammina modhi bharat desamnni adhaniki ambaaneeki elaa ammutunnado alaane edigaadu,,,,
C002698,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Ajith fans if dont like our vijay dont watch teaser da deyh kore kandupidicka vanthutanunge gundu pusnika fans u are actually supporting us more kakakakak kode payalugala,,,,
C002701,Wrong,Safe,"mild/neutral comment, no insult",Offensive,73 dislike raatham vaathi eduthu savaaaaa.,,,,
C002704,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Enna appa rangasthalam remake ha irukum pola,,,,
C002706,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Pudichavan mattum like-ah podu..... pudikadhavan apdiye poidu!!! tha...aamai badungala!!,,,,
C002708,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Anjali Devi ಊಟ,,,,
C002709,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ఏ హీరో అయినా పాటలో dance చెయ్యొచ్చు kani NTR నటిస్తాడు కాదు..... జీవిస్తాడు అని రుజువు అయింది,,,,
C002710,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Nag garu chaitanya so beautiful చాలా బాగున్నారు మా అభిమాన హీరోలు,,,,
C002726,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,Movie matram modda gudisi potadhiii pakkaa,\bmodda,,,
C002731,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,dei ithu amma nu sonna... appa(Karuns) kooda namba maatar... Biopic nu solli pei padam eduthurathenga da... erkanave edapady dead body ah than irukan... neenga en first namma sasi ku oru biopic eduthutu amma ku eduka koodathu..,,,,
C002733,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Enna da padam சாதி பு..ட படம்,,,,
C002734,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Yenthadu Sir... Northnalli promotion yavaga maadthiri ??? Namge eh film gellalebeku ...damayya marre,,,,
C002737,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Joaquin Phoenix:: dei!! Ennada panni vachiirukinga!!,,,,
C002739,Wrong,Safe,"mild/neutral comment, no insult",Offensive,petta is just 652 k likes but viswasam is 1.2 m likes,,,,
C002740,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,RIP Sunaayesena Maranam chaala Goppa vyakthi and even Abdul Kalam Died in the same way,,,,
C002744,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Manoj okkade odd man out in manchi family,,,,
C002747,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,படம் ஓடாது னு Trailer பாக்கும்போதே தெரியுது.... இருந்தாலும் வாழ்த்துக்கள்,,,,
C002750,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Thalaaa !!!!!!.....yuvan poramboku ena da bgm potu vechirka,,,,
C002751,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,thalapathy trailer pakka masss...... Asith fans maruntha kudichutu saavunga da.. THERI,,,,
C002753,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Telugu pada trailer paatha maariye iruku🤦...,,,,
C002754,Wrong,Safe,"mild/neutral comment, no insult",Offensive,#0.32 that moment Kottaisami thalaikeela dhan kuthipen,,,,
C002755,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Babhu నువ్వు movie rilease కాకుండా చెప్పే అబద్ధం కన్నా అతను చేసే సాయం గొప్పది. Nuv పెద్ద prad,,,,
C002756,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,dye hard phone frum kerala neenu chusina pedha actor uh tollywood loo pawan garu,,,,
C002758,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Suriya, ajith, karthi fans like here....",,,,
C002762,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,it is like a bull sit,,,,
C002766,Wrong,Safe,"mild/neutral comment, no insult",Offensive,10m viewsla 1m kooda thodala thooooo,,,,
C002767,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,desanni janabha bharinumdi raximchamdi mahaprebhoyidimodigarike sadhyapadutumdi,,,,
C002768,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Summa summa sola mada dislike podika avalautha,,,,
C002775,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Ennada trailer fullah mass ah irukku ithula naa yethada 30 sec status ku edit pannuven,,,,
C002783,Correct,,vulgar/rude insult present,Offensive,Kelatu thevidiya paiya pulla tha poratanu punda mavane,\bpunda,,,
C002786,Wrong,Safe,"mild/neutral comment, no insult",Offensive,BoLi Maklu ee tara videos nu dislike maadtare,,,,
C002792,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,Inga jathi per comment panni padam vetri pera valthukalnu comment pannavan ellam Oru appanuku porranthavan thana Neega laam innum Innum thirruntha evvlo nallda ahum pundaihala.,\bpunda,,,
C002794,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ii patta loo jr nter nataniki deshame daasoham ayyindi,,,,
C002799,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Parthasarathi ಉಮ್ಮ್ ನಿನ್ ತುಲ್ಲುಗೆ ನನ್ ರಸ,,,,
C002804,Wrong,Safe,"mild/neutral comment, no insult",Offensive,ennathu paakurathuku chinnapayana dai ungaluke konjam overa theriyalayada🤔🤔,,,,
C002807,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,bangladesh prajala kuu vunna ghnaanam palakulaku ledhu bangladesh pakistan lanu nammi mosaporadu chesina telivitakkuva paniki phalitam anubhavistunnaaru,,,,
C002809,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,பொள்ளாச்சில 100 மேல பொன்னுங்கள வச்சு செஞ்ச போது இந்த சாதி பாசம் எங்க போச்சு. கண்டிப்பா எல்லா சாதி பொண்ணுகளையும் வச்சு செஞ்சிருப்பானுக.போங்கடா டம்மி சாதிவெறி நாயிங்களா.செஞ்சவன் எவனும் திருமா குரூப் இல்லை .,,,,
C002811,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,0:13 Pakistan mattum illaina ivanugaluku yeppadi thaan polappu oodumo.... china va vachuthaan politics pannipaarungale da,,,,
C002814,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,బండ్ల గణేష్ గారు మీ మాటల్లో మీ వాగ్ధాటిలో పరిణితి కనిపిస్తోంది బాగా చాలా చక్కగాస్పష్టముగా ఉన్నది ఉన్నట్టు మాట్లాడారు సూపర్ సార్ మీరు,,,,
C002816,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,Periyaa veetu ponnu gethu.. APPO NEEYAE OTHUKIRA NEE KEELTHANAMANA NAAYEE NU..,\bkeeltha,,,
C002817,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Ee sari Nennu ne boss ni chayputho kodataru plz hold til 2024,,,,
C002822,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,rhea dabbu kosam mosali mahesh bhatt modda chickindhi,\bmodda,,,
C002836,Correct,,vulgar/rude insult present,Offensive,E jana thav sathru kuda Tiktok na mathra uninstall madola ansuthe 🤦 kelsa ildhe showoff goskara tiktok madi china davrna belstisdre jothege tham mana maryade na halmadkotidare thu en jananappa ige roast madi bro tiktok madorgella.,\bthu+\b,,,
C002838,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Yenga Da All the best from Vj , Ajith, Sika,vjs fans nu like Pichai yedukura kootatha kaanom🤣🤣",,,,
C002839,Wrong,Safe,"mild/neutral comment, no insult",Offensive,ஏன்டா மூதேவி நீ உருப்படியா எதையுமே செய்யமாட்டியா?இதுல வெளங்காத நாயி G v prakash music வேற நீ கடைசியா டைரெக்ஷன் பண்ற கடைசி படம் இதுவாகத்தான் இருக்கும் ....இப்போதான் புரியுது அமலாபால் உன்னைவிட்டுட்டு ஏன் போணான்னு,,,,
C002846,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,naa friend walla papa kii operation ite aravind gaari foundation help chesindi hay is real doing aaa commendable job,,,,
C002848,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Veyasu annna kalathula edhuku entha vela,,,,
C002853,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,Edo bajaru lanja edi di ni action,\blanja,,,
C002856,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,அசுரன் படத்தை பார்த்துட்டு ரூம் போட்டு அழுததெல்லாம் மறந்துபோச்சாடா பேண்ட சாதி பசங்களா,,,,
C002857,Wrong,Safe,"mild/neutral comment, no insult",Offensive,first time trailer skip panni pakka vachutingalgada,,,,
C002864,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,நீ வந்து சென்றனை எனை கொன்று சென்றனை arr,,,,
C002871,Wrong,Safe,"mild/neutral comment, no insult",Offensive,உதயநிதி ஸ்டாலின் எல்லாரும் மறந்துடிங்க.. கமெண்டல உதயநிதி ஸ்டாலின் பத்தியும் கொஞ்சம் சொல்லுங்கப்பா,,,,
C002873,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,rgv gadu canipovali vadi chettabandi ayina chestha,,,,
C002879,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Ennada dislike stuck aguthu.. Kette kalvi nalarukkaaa!,,,,
C002889,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"பொதுவாக மிஷ்கின sir, நல்ல நடிகர்களுக்கு மட்டுமே வாய்ப்பு கொடுப்பார்... udhanidhi,, அதை நிறைவேற்றுவாரா ?????",,,,
C002891,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Thevitiya pasankalaa ethaa kasukututhuu pathuu nankaa sandapotanum,,,,
C002894,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Teaser vanthathukea vaithearichala peasuranunga.. Trailer vantha onnuku poiduvanga.. Kelatu rasigargal...,,,,
C002895,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Kcr katham inka,,,,
C002900,Wrong,Safe,"mild/neutral comment, no insult",Offensive,athenna likes koranjikite varuthu like panunavangalam thirumba vanthu dislike pandringala,,,,
C002904,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Kosu adikara machine... padam pathavangaluku mattun than puriyum,,,,
C002912,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Rk గాడు బాధ పడుతున్నాడు. లోపల ఎందుకంటే దాసరి కమ్మ కాదు గా,,,,
C002916,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Same like kashmora going to be flop,,,,
C002917,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Mavane! Kola Kandula iruken! Petta parak,,,,
C002918,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"பரியேறும் பெருமாள், அசுரன் போன்ற திரைப்படங்கள் வந்தபோது யாரும் ஜாதி படமாக பார்க்கவில்லை (இன்று பார்க்க வைத்து விட்டார்கள் என்பது வேறு விஷயம்) அதில் படைப்பாளிகள் திறமையை மட்டுமே பார்த்தோம்...அதேபோல் பா.ரஞ்சித்தின் திரைப்படங்களிலும் பெரிதாக குறை ஒன்றும் இல்லை ஆனால் அவர் மேடைகளிலும், பேட்டிகளிலும் பேசுவது அநாகரீகத்தின் உச்சம்...இப்போது திரெளபதி திரைப்படத்தின் 2 நிமிட டிரைலர் மட்டுமே வெளியாகி உள்ளது...அதற்கு ஏன் இவ்வளவு எதிர்ப்பு? உங்களுக்கு உங்கள் ஜாதியின் பிரச்சினைகளை பேச இருக்கும் உரிமை மோகன் அவர்களுக்கு அவர் ஜாதியின் பிரச்சினைகளை பேச உரிமை இல்லையா?",,,,
C002926,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Bairavaa padam enna flop ahh Therla apdithaan pesikuraNga,,,,
C002933,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ggajuwaka pilla memu gajulollam kadasuper performance all they best,,,,
C002934,Wrong,Safe,"mild/neutral comment, no insult",Offensive,intha movie la uthaiya ku kannu theriyathu nu nenaikren,,,,
C002940,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Who say in thumbnail Surya looks like Petta Rajini,,,,
C002943,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Amma pai joke enty raaa..... Avulagallraa,,,,
C002944,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Record pannirle appadi pannirlane sonna mattu pattathe adhe senje kattuvom for our Thalaivar Suriya pls guys ippadiye poona namakke pinnadi vanthave yella 1M likes eh asult ah adhichitte poirevanungge,,,,
C002954,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Bayama irukku I except more but I feel sad :(,,,,
C002958,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ఇష్టం లేని జాబ్ చేస్తునట్టు ఉంది ప్రభాస్ ఫేస్,,,,
C002962,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,moorthi garu meeku unnabaadha andarikee ardhamayyethe baagundunu,,,,
C002965,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Akka jagarthaa aaa pawala gadi tho room Loki lakkoni veltaduuu,,,,
C002967,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Adhu eppdi surya,vikram lam getup change panna wig vecha paravalayan... Vijay vecha bald head ah..... Grow up guys.....",,,,
C002970,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Idhuku munnadi vandha teaser evalvo paravala idhu romba mokkaya irukku,,,,
C002971,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,venaka vesindi kaadu gaani entha kharch chestunnado cheppu amma,,,,
C002972,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"Konjam #Krrish, Konjam #Gentleman appuram Mazhai saarala #DarkKnightRises Appuram kothamalli karuveppilai (Comedy & Songs)",,,,
C002976,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,ஒத்தா குருமா தம்பிங்க வாயில வச்சுக்கங்க ஆம்பளையா பொறந்திருந்தா ஒரு பறையன் ஒரு சக்கிலி பொண்ணு கல்யாணம் பண்ணுடா பார்க்கலாம் அப்ப மட்டும் ஏன் உங்க சமத்துவம் இருக்குதா என்ன,ஒத்த,,,
C002977,Wrong,Safe,"mild/neutral comment, no insult",Offensive,La video ako su.....।,,,,
C002978,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,idhi maatram correct brow aayana gelavadam maki avasaram simple gaa cheppalantenismga aayana dabbulu sampadinchalante yearly 100 crores cinemallone eejeega earn cheyagaladuyevadiki dabbulu longaalsina avasaram ledhu,,,,
C002981,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,em lanjakodukulu rs meeru,\blanja,,,
C002983,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Bigil kuda motha thayar pola alu,,,,
C002987,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,உடனே பாடத்தை நிர்த்து அந்த முகம் இல்லைஇந்த 🤦 முகம்,,,,
C002999,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Ree babu Nani GA neku eaduku Ra avasaram vajaya Sai chappali ha visayam nevu eaduku neku avasaram eamiti,,,,
C003002,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"theater ku poraven ellathukum readya pongada, kandipa first AID box kondu ponga kathu kilinji retham vandalum varum",,,,
C003003,Wrong,Safe,"mild/neutral comment, no insult",Offensive,S SHETTY yak uribeku.,,,,
C003014,Wrong,Safe,"mild/neutral comment, no insult",Offensive,ಸೂಪರ್ tune,,,,
C003016,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,mahesh anna comedy timing super jai mahesh annaiah,,,,
C003018,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,పేద బిడ్డల కోసం చేస్తున్న మీరు చేస్తున్న కృషి అభనందనీయం,,,,
C003020,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Al Vijay in சரியான பழி வாங்கல்,,,,
C003023,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"Idhumadhiri Padam yedunga Da, engal veetu pillia ungal veetu Pillai nu aaraicha, aaraicha Maavey araikadhinga",,,,
C003030,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Disliked road to 100 k dislike🤙🤣,,,,
C003031,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ఆహా సూపర్ mr khan హిందూ దేవతలను అన్న వారితో కూడా క్షమాపణ చెప్పించండి అప్పుడే మీ నిజాయితీ ని నమ్ముతా,,,,
C003033,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Yes agreed first time keldaga 🤦‍🤦‍🤦‍ ansituu but 4-5 keldaga agoitu,,,,
C003036,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Roja garu ituvanti baddu, biraagilanu interview , mee dignity thagguthadi, ituvanti vaaru samaajaniki cheeda purugulu",,,,
C003038,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,veli metro station lo padeyandi,,,,
C003042,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,anna nuvva chaalaa baagaa chesavu,,,,
C003044,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Can't wait to see Feeling #Thalapathy64....Lokesh uuu Nee vaaya vaaya.....Ithey fire oda vaa....,,,,
C003050,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,gorantla madav issues said chyadaniki genasena nee kelikaaru eppatu lane,,,,
C003052,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Hahahahaha... Thalaivaaaaaa... Ipo enna panna porom... Theatera kilichi thonga vida porom,,,,
C003057,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,అడగాలే కానీ ఏదైనా ఇచ్చే అన్నయ్య అవుతా లైన్ ఎంతమందికి ఇష్టం,,,,
C003079,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Edhukum nadodigal 1 ku ennada sambandam,,,,
C003088,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Ali double meaning gadu..cheppu debba padali,,,,
C003091,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,sadhi sadhi nu enda ippadi padam yedukkuringa,,,,
C003094,Wrong,Safe,"mild/neutral comment, no insult",Offensive,1:22 inga oru kuthu 2:29 anga oru kuthu Adei aadhi,,,,
C003098,Wrong,Safe,"mild/neutral comment, no insult",Offensive,bro unga padam bigila vita nalla hittakanum. ....sangatamilan,,,,
C003100,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ANIL KUJAY FANSS KE SERUPADI HAHAHA,,,,
C003109,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,mea vaadu maa vaadu mana andarivaadaina power pawan kalyan garki janmadina subhaakaankshalu,,,,
C003112,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,இங்க வீரம் பேசிட்டு திமுக கூட்டனிக்கு ஓட்டு போடுங்க . அந்த செல்வாக்கில் சுடலை சரக்கு மிடுக்கு கும்பளை mp ஆக்கி டெல்லி வரை வளர்த்து விடுவார்கள் . நாடக காதலை வளர்ப்பது திராவிட கும்பல் தான் . அவர்களுக்கு குடுக்கும் அதரவு மறைமுகமாக நாடக காதலுக்கு அதரவு .. அசுரனுக்கு அதரவு சொன்ன சுடலை இந்த படத்தை பற்றி சொல்லும் கருத்தை பொருத்து பாருங்கள் .,,,,
C003117,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,Bidda evaroo erripuka la unnadu,\berri,,,
C003119,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Thumbnail marchuko bro ayana CI,SI kaadhu me veiws kosam edhanna pedtharu",,,,
C003121,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"High voltage naadi, narambu, rathathile ooripona oru veriyanukkuthan thalaivare ippadi azhagupakkamudiyum..",,,,
C003122,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Manchi cinema ni prathi okkaru aadaristaruall the best nikhil have a bright future,,,,
C003124,Wrong,Safe,"mild/neutral comment, no insult",Offensive,1:20 Ena Da Panni Vachirukinga Dai,,,,
C003125,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ఇలా వాగే ఛీ అని పరిశ్రమ పెద్దలు దూరంగా పెట్ట రు మహేష్ మళ్ళీ దరిద్రని మళ్ళీ స్టేజీ మీదకు తెచ్చాడు 20సం చిరు చాలా నష్టపోయారు,,,,
C003135,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Koriya du kanappa pubg 🤣🤣 thilko first,,,,
C003137,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,evvarem anukunna nijaanni nirbhayam gaa cheppadam loo meeru taggedele guruvu garu,,,,
C003139,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"Shankar , thappu pannitinga Akshay Kumar Ku bathila Sivakumar a villain a choose pannirntha innum Nalla irundhurukkum",,,,
C003143,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Intha teasera pathu mokkanu sonnavellam mokkapasangada,,,,
C003145,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,Idhu maari Eththana Padam vandhalum naadu apdiye dha irukkum one and only reason is Kevalamaana Sattam mattum dha,\bkevalama,,,
C003155,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,గురువు గారి అవేదనలో అర్థం ఉందిమీకు నేను మనస్పూర్తిగా పాదాభివందనం చేస్తున్న,,,,
C003161,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Ilayaraja anmai enga pochu nu theriyala,,,,
C003169,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"Yenna Valava, pudhu item ah adichirukaanuva pola :-p",,,,
C003170,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"அப்படியே நீங்க பேண்ட மலத்தை நீங்களே அள்ளுங்கடா,",,,,
C003171,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,nakenti bhaiyya nazria matladutunte manchu akka matladtunattundi,,,,
C003176,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Anna nv janasena lo join antha AP lo Next level untad,,,,
C003180,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,devi Anni adugu bed room lo evaru first,,,,
C003182,Correct,,vulgar/rude insult present,Offensive,Pottai Ajith Fans Vanthamaa Dislikes Pothama Pothikithu Ponama Irunga Ilana NExt Unga Toppa Padam Teaser Varum Pothu Dislikes Therikkum Pathukugada... Dislikes Poda Vaaku Illa Neegalam Ethuku Da Uyiroda Irukinga Konjam Urine Yeh Vangi Kudingada Vijay Fans Kitta.,\bpottai\b,,,
C003191,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,boothu ki care of address ayina anasuya garu boothu gurinchi maatlaaduthundhi... wah wah!,,,,
C003192,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,pavithratho pavitrabhandam praarambhinchina pavitra naresh,,,,
C003193,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,నీటి యువతను పాడు చేసేవి ఇలాంటివే,,,,
C003198,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Ellaam nalla irukku... intha punch dialoges ninachaa thaan pakkunu irukku.....,,,,
C003203,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Adarsh Sagar suppre,,,,
C003205,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Padam oothapoguthu... Niraya padam intha maari vanthu poiduchu,,,,
C003210,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Yakandre sariyagi promotion madilla,,,,
C003214,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Shankar oru scientist nasa la work panna vendiya varu cinimala work pandraru.,,,,
C003217,Wrong,Safe,"mild/neutral comment, no insult",Offensive,JEYAM RAVI ya hero va potrundha nalla irukum nu nenaikiravanga....like pannunga...,,,,
C003219,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Rashmika urkoo rashmika haters like herenRakshith sheety,,,,
C003223,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Mokkakola pasi paavam ethachu kudunga sethura poran,,,,
C003227,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Eppadiyum Padam Oothikka Thaan Poguthu,,,,
C003234,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Unlikers Ella chinos appang huttid sulemaklu irbek,,,,
C003236,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Vijay fans manasatchiye illama dislike panringaleyy da,,,,
C003239,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Telugu tamil industry la ki break dance nerpindhe prabhudevameru evergreen dancer sir,,,,
C003246,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,NTR గారి జీవిత చరిత్ర రాస్తా అని చెప్పి ఆయన జీవితాన్నే మార్చేసావ్ కదే తల్లి Bad చాప్టర్ ఇన్ NTR లైఫ్.,,,,
C003250,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,block saarii loo baagundi,,,,
C003256,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"Thala fans laam , Podraa like aaa.....",,,,
C003263,Wrong,Safe,"mild/neutral comment, no insult",Offensive,thalaivar voice mattum konjam avaroda age kaatikodukuthungravanga like podunga,,,,
C003275,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Dislikes Poda Epdi Da Ungalukku Kai Varuthu Dislike Poatta Yellaroda Amma Silukku Da Silukku Da Silukku Da............,,,,
C003278,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Sotta thala rajini kili kili kili,,,,
C003279,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,Adhella right dha aana eandha thappum pannama True ah caste mari love pannu na apdiye sethuvachiruvingala Appo vum jadhi veripidichu aduthavan sunniyadhana da oombuvinga ...,\boombu,,,
C003283,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,bere language comment madbedro huligala,,,,
C003285,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Akshay kumar get uP looks like sakthimaan villan..,,,,
C003287,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Disappointing.... Kangana doesn't suit for our Amma,,,,
C003290,Wrong,Safe,"mild/neutral comment, no insult",Offensive,ethu satha petta ella marna petta,,,,
C003292,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Are u virgin ngrathu mass dialogue ahm...ennada unga akkaporukku alave illa...,,,,
