comment_id,language,category,comment,english_translation,rule_verdict
C019065,Tanglish,Offensive,0.43 nee yaaruda komaali fame Jainth,,Offensive
C019066,Tanglish,Offensive,Colors Tamil serial set mari irruku,,Safe
C019067,Kanglish,Hate Speech,Nanige thumba esta aytu chitrakate diya du love mocktail kinta tq keep it up,,Safe
C019069,Tanglish,Offensive,Dislike pannavangalam enda cinema pakka vareenga,,Safe
C019071,Tanglish,Offensive,Apppapa mudiala pa... extended teaser ...Shankar big flop,,Safe
C019073,Tanglish,Offensive,#THALA movie na bike race scenum ...#Visay movie na kundi thadavura scenum irukkum,,Safe
C019077,Kanglish,Offensive,Rasmika ge urskadru sapport madi,,Safe
C019080,Roman Telugu,Hate Speech,Shekhar gadu endi na ninnu pilchedi..,,Safe
C019081,Kanglish,Offensive,Nikal lowde osmmm dialogue bro.....,,Offensive
C019084,Tanglish,Offensive,Kolla massss . . Namaku thevaiyanadhu namba dhan adichu vaganum Vera level thalivaa,,Safe
C019089,Kannada,Offensive,Parthasarathi ನಿನ್ ತುಲ್ಲ್ ನೋಡ್ಬೇಕ್ ನಾನು plz send ur address,,Sexual Harassment
C019092,Tanglish,Offensive,2:01 ( sound missing ) ennada ivlo kodi potu padam eduthurukeenga..itha kooda gavanika maatingala...!,,Safe
C019093,Roman Telugu,Hate Speech,Annnaaaaa Ekkadikellav anna innirojulu Pandemic time lo ni postmortem videos tho na stress antha pogattav especially with Saleem review,,Safe
C019094,Tanglish,Hate Speech,Semma pa unexpected ...confirm movie poganum,,Safe
C019098,Tanglish,Hate Speech,scens la patha thandavam padam mari irukum nu thonuthu..enadhan hi fi ah edthalum story one line mokkaya tha irukum.pakalam...,,Offensive
C019099,Tanglish,Offensive,Vfx paiyithiyangal kadharinga dawww!!! Thala is back,,Safe
C019102,Roman Telugu,Hate Speech,Arey evadi ucha tagutav ra eppudu chethila oka modda pattukunoi untav,,Offensive
C019103,Roman Telugu,Hate Speech,Movie superb Malli malli chudalanipstundhiiii super super super,,Safe
C019107,Tanglish,Offensive,Kanithan padam maari thaan irukum pola,,Safe
C019110,Roman Telugu,Hate Speech,Balayya oka vedhava anukune vallu oka like veskondi,,Offensive
C019113,Roman Telugu,Hate Speech,Ee ammai chala bagundhipade pade chudaalinipistundhi,,Safe
C019118,Tamil,Offensive,பொராமை பிடித்து இப்படி Dislikes பன்ராங்க,,Safe
C019138,Tanglish,Hate Speech,Latest trend in tamil cinema.1)padam arasiyala kalaaikanum or 2)sex scenes niraya irukanum.thuu.,,Safe
C019139,Tanglish,Offensive,Ena ba release agi one day Achu inum trending la varala,,Safe
C019140,Roman Telugu,Hate Speech,hogg ivvataaniki ravali,,Safe
C019143,Tamil,Hate Speech,என்னடா இது 🤦‍... சிங்கம் போல இருப்பாங்க அவங்க..,,Safe
C019148,Tanglish,Offensive,Villain: Nee dha periya vasol Mannan uh?Thalaivar: Therila eppadi dha peasikuranga#Thalaivaaa,,Safe
C019161,Roman Telugu,Hate Speech,Sadist gadu ruling,,Safe
C019164,Roman Telugu,Hate Speech,janmadina subhaakaankshalu nagarjuna garu meeru marinni puttinaroju jarupukovalani manasphuurtigaa korukuntunnanu,,Safe
C019170,Roman Telugu,Hate Speech,Nee matalu thappa em chesedhi lefhu,,Safe
C019171,Tamil,Hate Speech,அடேய் முழு படத்த இங்க போட்டா தியேட்டர்ல யாரு இருப்ப...??,,Safe
C019175,Tanglish,Offensive,Pakistani movi na indian movi ka record tor dia salman khan b hairan open link,,Safe
C019180,Tanglish,Hate Speech,Enna da dubbing padam Mari irruku,,Safe
C019185,Roman Telugu,Hate Speech,sara ali khan barre gontu besukoni ariste barre dengunatu sound vastahdhi,,Offensive
C019186,Tanglish,Offensive,Ennada Rekka Second part eduthu vachirkenka ....,,Safe
C019192,Telugu,Hate Speech,ఈ పాట చూశాక ఈ సినిమా రిలీజ్ ఎప్పుడైద్దా అని ఎదురుచూసే ఆసక్తి పెరిగింది,,Safe
C019195,Tanglish,Hate Speech,Poratam poratam nu pona Nadu sudugadu ahgidum🤭🤭🤭,,Safe
C019196,Roman Telugu,Hate Speech,mottam chusa nijayati gaa vunnayi prasnalu javabulusupar bye reddy siddarth reddy,,Safe
C019198,Tanglish,Hate Speech,Enaku sotta aytu iruku.. Née gavanchiya,,Safe
C019200,Telugu,Hate Speech,సిగుండాలి కూసింత.. ఛీ ఛీ ఏం బతుకులే మీయి,,Safe
C019202,Roman Telugu,Hate Speech,comparison baagundi kaani result maatuki bigbass result avvakudadu blockbuster hit kottali,,Safe
C019203,Tamil,Hate Speech,டேய் சாதி வெறிபிடித்த களுக்கு நான் கேட்கிறேன் எங்கடா நாடக காதல் டியூஷன் எடுக்கிறாங்க சொல்லுங்கடா நாய்களே பிரச்சினைகளை வளர்க்கிறிங்க ஆபத்து சாதிவெறி பிடித்த நாய்களுக்கு தான்,,Hate Speech
C019208,Roman Telugu,Hate Speech,manchi cinema nee prati okkaru authoristarual they best nikhil have aaa brait future,,Safe
C019210,Tanglish,Offensive,Adutha swaaaga ready 10days kuuda ooda kuudathu..........,,Safe
C019215,Roman Telugu,Hate Speech,trivikram rachana eppudu super,,Safe
C019221,Tanglish,Hate Speech,Thu solavarthaye ila idalam oru trailer ah thu padamm floppp,,Safe
C019223,Roman Telugu,Hate Speech,ennisaarlu chusina chudalanipinche great seen idhi,,Safe
C019224,Telugu,Hate Speech,ఓం జై బోలో గణేష్ మహారాజు కే జైఓం నమో బ్రహ్మా నమో విష్ణు నమో నమః Jai Hind జై శ్రీ రామ్,,Safe
C019225,Roman Telugu,Hate Speech,modi oka mordern day hitler,,Safe
C019229,Tamil,Offensive,#தென்மாவட்ட யாதவர்கள் சார்பாக வெற்றி பெற வாழ்த்துக்கள். #திரௌபதி அடித்தால் திருப்பி அடி.....,,Safe
C019238,Tanglish,Hate Speech,Thalapathi fansinidayilum thanthayillathavanmaar dislike maatram target cheythu varunnavanmaar,,Safe
C019240,Telugu,Hate Speech,జనాలు లేరు బోచ్చు లేరు అంతా అంబక్,,Safe
C019252,Roman Telugu,Hate Speech,Tammi Nuvvu benz car kone stage ki asthavneelo a kasi n talent rendu unnayi All d best,,Safe
C019254,Tanglish,Offensive,"Sankar sir, padam trailer mathiri illama irunthaa sari....",,Safe
C019263,Tanglish,Offensive,Idha pathutu road la students kathi vaichi kitu sanda poduvanunga 🤦,,Safe
C019267,Telugu,Hate Speech,నీ ప్రభుత్వం చేత నువ్వు చేత రోజా అక్కా,,Safe
C019280,Tanglish,Offensive,indha murai harris koren movie la iru dhu apdiyai theme yadhuthu poturukaru avanuku kasu kudukathinga producer.... yanna oru puthisalithanam,,Safe
C019282,Roman Telugu,Hate Speech,150 kii paiga sinimaalu teesina mega kuudaa orey ani fance nee eppudu analedu,,Safe
C019285,Telugu,Hate Speech,పవన్కళ్యాణ్ గారి నవ్వు లో నీతి నిజాయితీ ఉంటుంది,,Safe
C019288,Roman Telugu,Hate Speech,"Arey Ntv, meeku hindi, English rakunte musukoni undu. Kohli manchiga cheppadu rohit manchi friend ani, idhi 2yrs nuchi cheppi cheppi alisipoya ani. mee news kosam godava pettakandi",,Safe
C019293,Tamil,Hate Speech,2019 ரஜினி நான் அரசியலுக்கு வருவது உறுதி. யார யாமாத்த பாக்குறீங்க இது 1996...,,Safe
C019300,Tanglish,Offensive,"Ethu 1996 yara yamatharinga,,, 🤣🤣🤣marana bangam to Rajini sir ,,,",,Safe
C019301,Kannada,Offensive,ನಮ್ಮದೇಶ ದ ಕತೆ ಇಷ್ಟೆ ಕಣೋಪ್ಪ,,Safe
C019302,Tanglish,Offensive,Dai evan dislike potalum ellarukum pudicha trailor adu marathu da manga madainungala.... NKP AWESOME...,,Safe
C019306,Tanglish,Offensive,jayalalitha nu sollitu sasikala va kami kuringa,,Safe
C019308,Roman Telugu,Hate Speech,Niku yevadu ra cheyyamannadu,,Safe
C019313,Tanglish,Hate Speech,Adei jayalaitha biopic edhukku sonna deepa va eduthu vachirukinga...,,Safe
C019314,Tanglish,Hate Speech,LOOSU PUNDAINGALAAA JAAATHI KOOOTHINU PADA PUNDA YEDUKURANUNGA,,Offensive
C019317,Tanglish,Hate Speech,Marano massu marano tough tharanu adhukku thalaivandhanda varanu,,Safe
C019321,Tanglish,Offensive,Otha tharamana sampavam diwali ku iruku ...bigil valakqm pola oo ooothan🤣🤣🤣🤣🤣🤣,,Safe
C019323,Roman Telugu,Hate Speech,Telugu lo sesh chala intelligent screenplay writer Chala talent vundhi manodiki,,Safe
C019331,Tanglish,Hate Speech,Poradrathu thappuna poradra nilai uravakrathum thappu thaana,,Safe
C019342,Tanglish,Offensive,Pundai mathiri iruka. Watha iven handsomah,,Offensive
C019351,Tanglish,Hate Speech,Jaathi vendamnu thanda padame varuthu... Appavum avavan jaathiya vachu thanada vaalthu solringa.. Karumam...poi nalla Aani pudungunga ponga...,,Safe
C019366,Roman Telugu,Hate Speech,"Maatalu jagratha rooja .alaga janam ,kodukulu antunnavv mari antha gb voddu",,Safe
C019378,Tanglish,Offensive,Rangraj Pandey Ennaya Pandra Court la ?! Over aah Pesuna Court aah Vittu Kuda Thorathida Poranga 🤭 ..,,Safe
C019379,Tanglish,Offensive,Intha madiri Oru trailer 269 viewers unlike panrangale... Avangalukku ennava irukkum...???🤔🤔🤔,,Safe
C019385,Tamil,Hate Speech,இப்படியே இன்னும் 20 வருடம் சாதி கொண்டு வாங்க??????? அப்புறம் என்னடா நடக்கும் உலகம் அழிச்சுடும்,,Safe
C019390,Kanglish,Offensive,Ajaneesh lokanatha sir nodiyo kaliyo arujuna janya,,Safe
C019392,Tanglish,Hate Speech,Dislike podanum nu oru paradise kottam suthuthu,,Safe
C019396,Tanglish,Offensive,Enga da Vidya Balan ah kaanom!,,Safe
C019397,Tanglish,Offensive,intha mokka hero ku. action king ah..... ayyo enna kodumai sir........... hero nu title vere,,Offensive
C019400,Tanglish,Offensive,odi othuginru varathu Thalaivaru petta parakkk.....,,Safe
C019412,Tanglish,Offensive,"HATER Innum Nalla Kadharunga , Orama Poi Utkarnthu Yosinga Next Etha VFX nu Sollalam Nu ... Aprm antha Vadai ah marakka kudathu Innum Nalla Vada Sudunga",,Safe
C019414,Tanglish,Offensive,"Dislike pota pasanga ellam, vayir yerinja pasanga Pola!!??",,Safe
C019419,Roman Telugu,Hate Speech,seemasimham ante ilah undaali great mlaa garu dharmavaram prajalu adrushtavantulu,,Safe
C019423,Tanglish,Offensive,Marana mass ah irukke...song um trailer um...saavadi,,Safe
C019424,Tanglish,Hate Speech,Padam flop nu solaravnga attendance podunga..,,Safe
C019425,Tanglish,Hate Speech,End scene is epic.. Namba PM eh bangama kalaikra ooru ithula Rajini eh kalaika kudatha.. Athu unma thaneh. Ithuku en ponguranganu nu therila,,Safe
C019427,Roman Telugu,Hate Speech,pawan kalyan gaari naayakatvam vardillaali jai power star,,Safe
C019428,Roman Telugu,Hate Speech,Ranku mundalu meru antha,,Offensive
C019429,Tanglish,Offensive,Thappu panita jayam ravi ranji sir enna thappu pannaru da yen neum ipid innoruthara hurt panni famous aga pakura idiot,,Offensive
C019434,Roman Telugu,Hate Speech,Jetla​INDIA ni developed cheyadam evarivalla kadani thelisipoindi prajalakiunnodi inka unnntha lenodiki inka lenanthalife tho brathakali thappadu,,Safe
C019436,Tanglish,Offensive,therikattum therikattum therikattum .................... Enemies payaluka nadunkattum nadukattum therri'..................................................................................TERROR.................................DA DA DA..........,,Safe
C019441,Tanglish,Offensive,Cinema oda niruthiru pa rajini arasiyal pakam vandhu asinga patradha.,,Safe
C019442,Roman Telugu,Hate Speech,Evala takkuva theatres se Repu chudu double avtay mamuluga ledu movienext level Gopichand sahasam movie reference undi,,Safe
C019443,Kanglish,Hate Speech,Yavdu nodtidira adar bagge aste Madi adu bittu avara fan ivara fan ninda all the best anta bogalbedi,,Safe
C019444,Kannada,Offensive,MONSTER_KANNADA ಲೋ ಬೀದಿ ಸೂಳೆ ಮಗನೆ..... ನಿಂಗೆ ಅಷ್ಟು ತಾಕತ್ ಇದ್ರೆ.... ನೀನು ಒಬ್ನೆ ಅಪ್ಪನಿಗೆ ಹುಟ್ಟಿದ್ರೆ..... ನೀನ್ ಹೇಳೋ ನಿನ್ ತುಣ್ಣೆ ನಿಂಗೆ ಗಟ್ಟಿಗೆ ನಿಂತಿದ್ರೆ.... ನನ್ ಅಡ್ರೆಸ್ ಕೊಡ್ತೀನಿ ಬಾರೋ.... ಪಾರ್ಥಸಾರಥಿ,,Offensive
C019459,Roman Telugu,Hate Speech,natasimham nandamuri balaiah kuu tiruguledu blockbuster pakka jai balaiah jaijai balaiah,,Safe
C019463,Tanglish,Offensive,"Dai iron man konnavana ,un padam atta flop aganum daa.",,Safe
C019466,Tanglish,Offensive,Antha alauku illa.... padam varatum tamil rackers la pathutu soluren....,,Safe
C019472,Roman Telugu,Hate Speech,nagaraju dhoola teerchina ganesh gaariki naa hridayapurvaka dhanyavaadaalu,,Safe
C019473,Roman Telugu,Hate Speech,Modda gudisipotav bollywood content lamti movies tistey,,Offensive
C019478,Roman Telugu,Hate Speech,andaru mlaa lu elaage undaali thank mlaa garu,,Safe
C019482,Kanglish,Offensive,Powerful music irbekittu annoru like madi,,Safe
C019484,Roman Telugu,Hate Speech,getup sheenu vaav super maan megastar body language yass eat iss dinchesavu super,,Safe
C019485,Roman Telugu,Hate Speech,naaku chaalaa ishtam anasuya,,Safe
C019487,Tanglish,Offensive,Entha naaaida VSP ananuku dis like pannathu kaila kedachinga mavana kollama vidamataaa (i will prey god for blockbuster sangatamizhan,,Safe
C019491,Kanglish,Offensive,kannadigaru dislike madbardu...,,Safe
C019497,Roman Telugu,Hate Speech,jai congress jai congress winn pakka jai revta red,,Safe
C019502,Roman Telugu,Hate Speech,poeyi central appulu chuudu hunger index inflation poverty anamployment etc telamgaana loo least anamployment and development is peaking up rapidly,,Safe
C019506,Tanglish,Offensive,Oruththar Mela katra viswasaththukku maththavangala yen asinga paduththuruinge ungala thanda soldraru amai pundaingala,,Offensive
C019515,Roman Telugu,Hate Speech,ur too intelligent sir may interviews anni chuustaanu edho oka message istaaru sir,,Safe
C019518,Roman Telugu,Hate Speech,mallanna fighting fore every thing witch is relevant too trurth,,Safe
C019520,Kanglish,Offensive,YouTube subscriber at list 5lack kooda Ella yelli reach agutte T series nalli bittidre 10m agirodu avraddu tappu,,Safe
C019524,Tanglish,Hate Speech,True... Poor kaadhalicha kootitu poraaan....... Rich kaaadhalicha kooti kodukuran,,Safe
C019526,Telugu,Hate Speech,మా విజయ్ అన్న గురించి తప్పుగా చెప్తే reaction ఇలానే ఉంటుంది అనసూయ aunty,,Safe
C019529,Kanglish,Offensive,Shree lo gaandu nan magne nam boss fans yavattu support madtare kano gubaald sule magane,,Offensive
C019531,Telugu,Hate Speech,ముందు అరెస్ట్ చేయండి.. మీడియా ముద్దు తీసుకురండి రా...,,Safe
C019534,Tanglish,Offensive,thumbnail la prabudeva va patta sam maari irukku,,Safe
C019536,Roman Telugu,Hate Speech,Anchor be like: pichi na kdklni andharu ikkade unnaru,,Offensive
C019547,Telugu,Hate Speech,ఛార్మి నీకు తెలుగు వచ్చు కదా తెలుగు లో మాట్లాడు,,Safe
C019550,Tanglish,Offensive,"Enna da innum, 1million like kuda varala",,Safe
C019559,Tanglish,Hate Speech,Kavalam mulamaha siruthaya adithu oda viitar athupola kaithi bigil mulamaha oda vida pohirar illaya thalapathy vijay,,Safe
C019564,Roman Telugu,Hate Speech,saarii brow maaku anta adrushtam ledhu,,Safe
C019566,Tanglish,Offensive,Anybody notice kutti moonji and ayaz,,Safe
C019567,Roman Telugu,Hate Speech,kalyan raam anna ee movie hindeeloo kuudaa release chesuntebagundedi songs annikuda adbhutah,,Safe
C019574,Roman Telugu,Hate Speech,manam ekkada nunchi vachamo thanni marchipoyye vaallu unnaa eerojullo entha ediginaa vodige undaali anna my simply city kii naa,,Safe
C019576,Roman Telugu,Hate Speech,Veedi maatalaku yentha mandi kodathaaru veeni,,Safe
C019578,Telugu,Hate Speech,Madam miku first ga miku మా హృదయ పూర్వక వందనములుమీకు లాగా అందరూ IAS and I PS officers ఉంటే ఈ సమాజం కొంచెం అంటే కొంచం ఐనా బాగుపడుతుంది మేడం గారు,,Safe
C019579,Kannada,Offensive,MONSTER_KANNADA ಲೋ ಗಾಂಡುಗೆ ಹುಟ್ಟಿದ ರಂಡಿ ಮಗನೇ,,Offensive
C019586,Roman Telugu,Hate Speech,mea nannagarini congress party kaapadutuu vachindi,,Safe
C019589,Roman Telugu,Hate Speech,nduk brow holidays manam teeskuntam kaa elaago,,Safe
C019590,Tanglish,Offensive,low caste pasangala pathina padama Avlova hit agathu,,Hate Speech
C019591,Tanglish,Offensive,Summa trailer pakaruda vidha silla mutal ku comment poduradhu nalla iruku,,Safe
C019593,Roman Telugu,Hate Speech,E vedio chusi nenu chesukovaalsi vastundi inkaa chaalu,,Safe
C019594,Tanglish,Offensive,Cycle gap la thalaivar ah senjiteengaley da,,Safe
C019597,Tanglish,Offensive,Padathula VFX errukalam ana padamea VFX ha erruka koodadhu,,Safe
C019601,Tanglish,Offensive,intha voice a kettale ore kaduppahudhu,,Safe
C019604,Tamil,Offensive,எங்கள் நடிப்பு புயல் உதய்னா . சிறய சுடலை ..,,Safe
C019606,Tanglish,Hate Speech,Cast paakakudaathunu soldringha aana intha arasaanghame cast vachi thaan. Education tharaangha een tnpsc la kooda cast vachithaan vellai tharaangha ithu kalaiyanum thiramai irukravangha munnaadi varanum athukku mohan sur movie veliyaa varanum,,Safe
C019607,Telugu,Hate Speech,నీ పని అయిపోయినట్టే రాసి పెట్టుకో,,Safe
C019609,Tanglish,Offensive,Kole gandle irke mavane Kollame vidamate🤓,,Safe
C019615,Tamil,Offensive,டேய்... என்னடா பொசுக்குன்னு ஒரு பெரிய மனுசன அசிங்கப்படுத்திட்டீங்க ?,,Safe
C019625,Kannada,Offensive,Gaming ನಂಗೆ ಎಲ್ಲೋ ಕಾಣಿಸ್ತಾ ಇಲ್ವೇ ಇಲ್ಲ,,Safe
C019634,Kanglish,Offensive,Anna nim ella videos nodide....ella video super....innu chennagi videos maadtha iri...Sonu srinivas gowda mobile touch maadoku bhaya padabek aa tara maadi,,Safe
C019638,Tanglish,Hate Speech,Erkanave cinema industry padu mosama poituruku adhuku pootu poda oru padam eduthirukanga velangidum..... Jaadhi Veri piditha naigal,,Hate Speech
C019641,Tamil,Hate Speech,உங்கள் மண தையரித்திற்கும் ஒரு வீர வணக்கம். உண்மைய சொன்னா சில இடஞ்சல்கள் வரும் . அதை பற்றி கவலை படமால் இதை போல கிருஸ்த்துவ மிஷனரிகள் செய்யும் அயோக்கிய தனத்தை உலகிற்கு வெளிக்காட்டவும்,,Safe
C019648,Tanglish,Offensive,Trailer mokkaya irukku but bgm sema U1 anna,,Offensive
C019656,Roman Telugu,Hate Speech,sakshi antene abaddalaku care of address,,Safe
C019663,Telugu,Hate Speech,హోమ్ మినిస్టర్ 2000% UNFIT... ఆమెకి ఉన్న తెలివి కి Village member కే ఎక్కువ,,Safe
C019664,Roman Telugu,Hate Speech,naa life loo anna utae naenuu vutha,,Safe
C019669,Telugu,Hate Speech,మీరు కూల్ గా వీడియోస్ చెసుకొండి ఇ టెంక్సన్స్ వదిలేయండి,,Safe
C019670,Roman Telugu,Hate Speech,dabbu pothe tirugu sampadinchukovachhu conny pranam pothe tirigi sampaadinchindi konchem jagrattagaa drive cheyandi,,Safe
C019680,Roman Telugu,Hate Speech,doralu antene chathagalu west doralu siguledhu kkr and kcr,,Safe
C019684,Kanglish,Hate Speech,2019 utter flop in sandlewood,,Safe
C019699,Roman Telugu,Hate Speech,edhe meeru ruling party vaalani target chesunte ani media channels vachhe vaalu,,Safe
C019700,Tanglish,Hate Speech,l like surya but not singam series,,Safe
C019701,Kanglish,Hate Speech,Vitthal papa bidu guru amele athbitre kashta attar flop ago movie ge support madtavre,,Safe
C019703,Tanglish,Offensive,Atli mathiri muttalukal kandu padikkattum eppadi padam pudikkanam entrath,,Offensive
C019712,Roman Telugu,Hate Speech,nehru amman denga ni valla india pakistan godava inka vundhi,,Offensive
C019716,Tanglish,Hate Speech,#Bgm ketta #nerkonda #paarvai #bgm maari iruku🤔🤔🤔🤫🤫🤫🤫🤫🤫🤫🤫🤫,,Safe
C019718,Tanglish,Offensive,Unga ponnungale Olunga valangada potta Thevidiya payalugala,,Offensive
C019723,Tanglish,Offensive,Thayolinga yethuku ipdi like pichaya kekaranunganey therila,,Offensive
C019735,Kanglish,Hate Speech,Ondondu maathu shalege chappali suthkondu hodeda hagide bro nnNkn chaina apps ban maadsi avar arthikathage hodetha bilali nnTq so much,,Safe
C019754,Tanglish,Offensive,Thalaaaaaaaaa sema mass..*tha anil kunji katharal arambam..,,Safe
C019755,Kanglish,Offensive,Papu lo childu dheera dheera appata kannada song salam rocky bhai hindi song modhlu adana tilko,,Safe
C019756,Tanglish,Offensive,I don't like rajini...but trailer weightuu..,,Safe
C019762,Kannada,Offensive,ಪ್ರಚಾರದ ಕೊರತೆಯಿಂದ ಈ ಸಿನಿಮಾ ಸೊತಿದೆ......,,Safe
C019767,Kanglish,Offensive,Nanu e video nodtha Ellan Thumbline nodi e msg madtha edhinin Alla ri Karnataka dhali kannda movie 100 r.s ticket etre ege ri nododhun Adhe,,Safe
C019770,Roman Telugu,Hate Speech,nduku puttav ra Babu nuv Andhra Pradesh lo.. maa karma,,Safe
C019774,Tamil,Offensive,திருவண்ணாமலை வாணிய செட்டியார்கள்​ சார்பாக படம் வெற்றி பெற வாழ்த்துகிறோம்,,Safe
C019775,Tanglish,Offensive,Kelapyana pathu chennapyan soldringa ye paa,,Safe
C019777,Tanglish,Offensive,Vj naalu nalla movie kku naduvula oru commercial mokka padam pannuvaaru...athu than idhu,,Offensive
C019778,Telugu,Hate Speech,ఏదో పెట్టేదని లేక అడిగింది,,Safe
C019785,Tanglish,Offensive,NE ELLAM VIJAY ACTING KU SIKIRIYA. UNAKU ANDHA ACTING ELLAM VARUMA? NE ELLAM SIRIKARA,,Safe
C019787,Roman Telugu,Hate Speech,botsa oka pichodu,,Offensive
C019789,Kanglish,Offensive,est movie li ede tara ede same scenes.,,Safe
C019790,Tamil,Hate Speech,தலித் அல்லா அனைத்து சாதிகார தேவிடியா பசங்கலுக்கும் வாழ்த்துகள்,,Hate Speech
C019792,Telugu,Hate Speech,నిజాన్ని నిజాయితీగా నిరూపించడం చాలా కష్టం అది నిజాయితీగా ఉన్నవాడికే సాధ్యం నీలో ఆ సత్తా ఉంది నిజాయితీ ఉంది,,Safe
C019804,Tanglish,Offensive,Dei arivu kettavana naan 5 class da en venru,,Offensive
C019807,Tanglish,Offensive,"Ajith solra Last line, idha yavadhu pathu thirundunga da dai",,Safe
C019809,Tamil,Offensive,இப்புடி படிச்ச பசங்க எல்லாம் வேனா_னு ஓடி ஓடி தான்யா நாடே நாசமா போயிருச்சு.......,,Safe
C019815,Roman Telugu,Hate Speech,madam meeru good quessions adugutunnaru,,Safe
C019817,Roman Telugu,Hate Speech,Atlunttadhi palanadu thitlantte sarrigga deggutam,,Safe
C019825,Tanglish,Hate Speech,Ennada bjp karan mathiri pakisthana ilukuringa,,Safe
C019838,Roman Telugu,Hate Speech,Anchor ki questions adagatam reledhu ......,,Safe
C019842,Tamil,Hate Speech,நல்லாவே இல்ல நான் விஜய் பேணும் இல்ல... கொஞ்சம் ஓவர்தான் edit பண்ணி இருகாங்க :P,,Safe
C019849,Telugu,Hate Speech,ఏంది bro ఇది నేను భూతులు తిడితే... Serious అవుతున్నారు.... దీంట్లో బూతులు enjoy చేస్తున్నారు.. lawda gala,,Offensive
C019859,Telugu,Hate Speech,పాత్రల కథనం స్పష్టంగా వివరించబడింది కాబట్టి నేను ps1 సినిమా చూస్తాను,,Safe
C019868,Kanglish,Hate Speech,Shaata daagar fans,,Safe
C019870,Tanglish,Offensive,Saavanumna santta pottu savanum Aduthavan kalla pudichu savakudathu semma dilogue,,Offensive
C019876,Telugu,Hate Speech,ఆదర్శమైన పొలిటికల్ లీడర్ అయితే రాజకీయ సన్యాసం తీసుకుంటనని చెప్పారు ఏమైంది,,Safe
C019878,Roman Telugu,Hate Speech,ee promo chusinanta sepu naa mohamlo chirunavvu aagaledu,,Safe
C019889,Tanglish,Offensive,"pandey idhu aayudha yeluthu ilaaa , yedhukyaa katharaaa!!!",,Safe
C019891,Roman Telugu,Hate Speech,great sir may behaviour kuu naa police vaallu andaru may laga unte friendly policing,,Safe
C019904,Tanglish,Offensive,definitely telungu fans tha first pidikum sollirukan intha lusu.....ivan padatha theatrela pakama tamilrockersla papomnu solravanga ellam LIKE podungoooo,,Safe
C019910,Roman Telugu,Hate Speech,very funny tirupati language yaasa dimpaadu hay haas very good natural making sense of humour hope too see himm soon inn jabardast,,Safe
C019914,Tanglish,Hate Speech,Indha padam commercial ah flop aagum paarunga... Rajini sir avamanapaduthana endha padamum oodadhu....,,Safe
C019915,Tanglish,Offensive,thala teaser la song padunaru apuram vijai epo neyapa copy vename konjam nengala yosinga.....,,Safe
C019916,Tamil,Hate Speech,ஜாதி கூதி னு வரவனுங்களை வெட்டனும் முதல்ல..,,Safe
C019917,Roman Telugu,Hate Speech,Ni batuku yente,,Safe
C019920,Tamil,Hate Speech,"நாடக காதலுக்கு ஆதரவாக புரட்சியே வெடித்தாலும் எதிர் கொள்ளவும், எதிராக புரட்சி செய்யவும் நம் அணைவரும் நம்மை தயார் படுத்திக் கொள்ள வேண்டும்... ஒன்றுகூடி திரௌபதியை வரவேற்போம்...",,Safe
C019926,Roman Telugu,Hate Speech,corian cinema heroine,,Safe
C019931,Telugu,Hate Speech,అన్నామనం కూడా ఒక మెషినీ కొనుక్కుందాం మనమే గుద్దుకుందాం,,Safe
C019934,Tanglish,Hate Speech,Ithula vara visual mattumey full aa film pannirunthaaley movie hit aayirukum,,Safe
C019935,Tanglish,Offensive,dai ithu pink remake nu enga elarukum therium......ithu oru comment nu podathengada,,Safe
C019937,Kanglish,Hate Speech,Song Kelade Like Kodoru Like Madi,,Safe
C019942,Kanglish,Offensive,noh Ravindra Lowdre.... naanu space nalli idini.... hudukikond baroke rocket beku.... nin yogyate ge adella illa bidu🤣,,Offensive
C019944,Kanglish,Hate Speech,Rashmika & vijay deverkonda haters like here,,Safe
C019949,Roman Telugu,Hate Speech,ramana garu super gaa paaderu malli malli vinali anipistundi meeku aaa devudu inka manchi staayilo vunchaali ani korukuntanu,,Safe
C019962,Telugu,Hate Speech,నీకు భయం పట్టుకున్నదని స్పష్టంగా తెలుస్తోంది.,,Safe
C019963,Tanglish,Hate Speech,11k dislike stupide ajith fan,,Offensive
C019965,Tanglish,Offensive,Indha Pongal Aamai underwear’ode odardhu paaapom! 🥰🥰,,Safe
C019966,Tanglish,Offensive,kaada iruntha eduthapanenga poova irruntha pudingupenanga padipu mattum tan nambha kita irruntha eduthuka va mudiyathu,,Safe
C019976,Roman Telugu,Hate Speech,sridevi drama company john say madam super bellary district sandur taaluku,,Safe
C019989,Tamil,Offensive,ஏண்டா இந்த பாட்டுக்கு இப்படி ஒரு வீடியோ கொடுத்து நாசகமாக்கிட்டிங்க... அதுவும் மைக்குக்கு முன்னாடி பாடுரதல்லாம் சகிக்கல,,Safe
C019990,Roman Telugu,Hate Speech,chetha ra babu NTV,,Safe
C019997,Kannada,Offensive,ನಿಮ್ಮ ಅವ್ವ ರಂಡಿ,,Offensive
C020000,Tanglish,Offensive,"Blacksheep : ayazzz ,,kutty moonji fans like. ..",,Safe
C020012,Tanglish,Offensive,suri eppadiyo kashta pattu oru mokka comedy pannitaaru,,Offensive
C020016,Roman Telugu,Hate Speech,full veediyo please bayya,,Safe
