comment_id	language	category	comment
C024477	Tanglish	Offensive	That sakthiman scene nanum kinathu kuilla velunthuruken sakthiman kapathuvarunu
C024480	Roman Telugu	Hate Speech	munna bhaiya mi abbimanini inkada ni kosam pranam istha
C024481	Kanglish	Offensive	Wowww matte barlebardu ah daridra app
C024493	Tamil	Hate Speech	Soundar leo இப்படியே பேசுனா உன் வாயில துங்கி வைப்போம் பாப்பா
C024505	Tamil	Offensive	KV Anand please அயன் மாதிரி ஒரு படம் பன்னுங்க அரசியல் வேண்டாம். அரசியலுக்கும் சூர்யாவுக்கும் செட் ஆகவில்லை
C024509	Tamil	Hate Speech	அடங்குனா அடங்க கூடாதுனு எங்கன்னா சொல்லருக்காப்ல ... சிருத்தை குட்டி 🤣🤣🤣
C024510	Tanglish	Offensive	who is this dubba editor paithiyakaran pa avan yen ipdi loosu mathiri edit panni irukan trailer ah
C024513	Kannada	Offensive	ಕೇಳಿ ಕಾದಿರುವ ಬಾಂಧವರೇnಭುವಿಯಲ್ಲಿ ಅವನ ಅರಿತವರೆnಯಾರಿಲ್ಲ ಬಿಡಿ
C024516	Tanglish	Hate Speech	Karuthu Soldrethuna Puthusa Ethachum Yedungeda..Sequel Edukurenu 1 kum Ithukum Samanthame Illame Panni Vechirukinge.Nadodigal Paakure Feel'eh Illeda Sutthama.0:42-0:51 Ithellam Enna Karumam'nu Sollunge
C024517	Tamil	Offensive	இவரு பாட்ட யாரும் பாடக்கூடாதாம்.... ஆனா இவரு மட்டும் பீத்தோவன் கம்போசிங்க யூஸ் பண்ணுவாராம்
C024520	Tanglish	Offensive	Nee Evana vena iru mothalla mudikkitu iru
C024528	Tamil	Hate Speech	பரியேறும் பெருமாள் படம் வரும்போது அது உங்களுக்கு சாதி வெறியா தெரியல ஆனா இப்போ இந்த படம் உங்களுக்கு சாதி வெறிய தெரியுமா???? என்னடா நியாயம் i support this film
C024530	Roman Telugu	Hate Speech	one of they great leader aaa big selute sir
C024532	Kanglish	Hate Speech	Climax Swalpa Change madbekittu...
C024540	Tamil	Hate Speech	நீங்கள் சிலை ஓன்று திறந்தீர்கள் அல்லவா அது போலவே மயிராட்டம் இருக்கு .. Ops Next தர்ம யுத்தம் @:- அம்மா வாங்கம்மா உங்கள வச்சி செய்யரானுங்க
C024542	Tanglish	Offensive	Naamaku thevayanatha namma than adichi yaduthukanum
C024545	Roman Telugu	Hate Speech	bjp anti hinduu kotha party power loki ravali congressbeaspieceps new startup is waiting
C024548	Tanglish	Offensive	Ivan padam tan puriyatunu patha trailer kuda apdi tan eruku
C024556	Tanglish	Offensive	0.23 la sai palavi kanathula rendu pakamum, mangu skin alergy mathiri asingama iruku
C024559	Tanglish	Hate Speech	Padathaya nadipayu rasikaa therithathula tha intha kollywood innu keezhaya irruku
C024561	Kanglish	Offensive	R lo adu kannad Alla kannada...
C024563	Tanglish	Hate Speech	2 years aagiduchu innum movie varala
C024572	Tamil	Offensive	ஜெயலலிதா வாழ்க்கையை பற்றி தமிழ் மக்களுக்கு தெரியாதா ஓ நீ இயக்குனர் என்றதால என்ன வெண்ண வேணா கதைப்ப நாங்க கேட்டுடு இருக்கனும் போட இயக்குனர் சுண்****ணாம்பு ஜெயலலிதா எதற்காக இறந்தா யார் அந்த வில்லு (அம்புதான் யார்னு தெரியுமே) எல்லா புண்****ணாக்கும் எங்களுக்கு தெரியும் நீ ஏன் ஜெயலலிதா கதைய வச்சு இணையத்தள நாடகம் மற்றும் திரைப்படம் எடுக்க என்றும் எங்களுக்கு தெரியும் உன் நாடகம் எங்களிடம் அரங்கேறாது.
C024573	Tanglish	Hate Speech	Rajni ya senjutan kadaisila... Nai 20 varusama varan varannu poo suthitruku
C024575	Roman Telugu	Hate Speech	bahusa father and soane antey ilagey undalemo great father and good soane
C024584	Tamil	Offensive	இந்த படத்துலயாவது நித்தியாமேனன் ன கொல்லாம இருங்கடாஆ
C024585	Roman Telugu	Hate Speech	ee madhyakaalamlo biota chaalaa ghoraalu jarugutunnaayi
C024609	Kanglish	Hate Speech	Bharatadalli vanchakarige gourava jasti.
C024618	Tamil	Hate Speech	ஆமாடா அந்த லேடி பத்தி மக்கள் மறக்குறதுக்கு முன்னாடியே படமா எடுத்து காசு பாத்துருங்கடா.... அப்புறம் அந்த A1 matter எல்லாம் காட்டுவீங்க தான?
C024620	Tanglish	Offensive	Enna pa 10 m views kai mukkuthu
C024623	Tanglish	Offensive	Ennda trailor slow irruku...appo Padam innum slow va irrkum pola
C024630	Kannada	Offensive	ವಿಜಯ್ ಪ್ರಕಾಶ್ ಅವರ ಧ್ವನಿ ಈ ಹಾಡಿಗೆ ಹೊಂದುತ್ತಿಲ್ಲ
C024635	Telugu	Hate Speech	సీనియర్ కాబట్టి కేశినేని గారు CBN కి ఇస్తే బాగుంటుంది అని జయదేవ్ అనుకున్నాడు ఎవరిస్తే యేముంది లే నువ్వే ఇవ్వు అని నాని వెనక్కి జయదేవ్ కే ఇచ్చాడుఇందులో ఏం కనిపించింది రా మీకు NEGATIVE mind set Burgers
C024644	Roman Telugu	Hate Speech	Kvp ki telusu jagan wtlanti vaado, anduke doiram jarigaadu, karma emitante ap prajalake teliyatam ledu
C024648	Tanglish	Offensive	Saran lusu mudincha reply pannu Saran 999
C024650	Roman Telugu	Hate Speech	ennisaarlu vinna vinaalanipistundi ee patta
C024653	Tamil	Hate Speech	கலப்பு திருமணம் செய்தால் தான் சாதியை ஒழிக்க முடியும் என இளைஞர்களின் மத்தியில் தவறான எண்ணத்தை விதைத்த சரியான செருப்படி.
C024655	Tanglish	Offensive	Dei vijai ,...vandhu ivanuga poolai oombudaa.appayaavadhu budhi varum. Yepdi nadikkanumnu
C024657	Tanglish	Offensive	adeiii ennada car ah vechu flight ah nippatraan
C024664	Tamil	Offensive	.வசூலில் சிவகார்த்திகேயன கூட முந்த முடியாத சூர்யா...danush fans
C024665	Tanglish	Offensive	Look like malayalam movie Chinthamani kola case🤔 But Tala act
C024666	Roman Telugu	Hate Speech	meeru claritiga vunnaru
C024667	Tamil	Hate Speech	டேய்.. எங்க அம்மாவ என்னடா பண்ணி வெச்சிங்க...
C024670	Roman Telugu	Hate Speech	pedavaallaku apada vaste ventene velli sahayam chese goppa leaders komatireddy brothers dammunna leader rajanna maa balam maa dhairyam maa pranam komatireddy brothers
C024671	Tanglish	Offensive	Varusaya 7th flopaaaa....keep it up dhanush
C024675	Telugu	Hate Speech	విమర్శలు నవ్వుతూ స్వీకరించే వ్యక్తి
C024677	Roman Telugu	Hate Speech	jagan policy amma vadi dabbulu veya nanna guda lo nalugdham
C024681	Roman Telugu	Hate Speech	sridevi drama company show walla entho mandi talent unnavaaru bayataku vastunnaaru
C024684	Roman Telugu	Hate Speech	anna nuv goppa yodhudivi entha mandinainaa eduristav great anna
C024685	Tanglish	Offensive	Enna Krish Padam Trailer Paatha Maathiriye Iruku🤔🤔
C024689	Tanglish	Offensive	Daii Trailer laa Enna dha daa solla varika....
C024699	Tanglish	Hate Speech	Heroine ha kadathitu poitanga atha kannu theriyatha hero kappathuraru athane
C024704	Telugu	Hate Speech	ఈ చిల్లర గుంపులో ఈ ఎంటెక్ బాబు ను అవమానిస్తే అందరికి పెన్షన్ వచ్చినట్టు M L A బిల్డప్ ఇచ్చి షేహాబాష్ అనుకొంటారని భ్రమ ఎంటెక్ చేసినోడు ఈ జాబ్ ఎందుకు ఇంకా కూలి చేసుకోమంటారు ఈ ఎమ్మెల్యే ఇంతేగా వీళ్ళు చేసేది ఖర్మ. హైదరాబాద్ లో జాబ్ చూసుకో గడ్డం బాబు
C024712	Kanglish	Offensive	Parthasarathi hogo sulemgne urkondu barbeda illi ninna akkna keya wait for Roberrt
C024719	Kanglish	Hate Speech	Idella nam indiadaroge buddi barbeku alwa idkela tale odisidre navu yavthu munfe hogtifvi illi enidu hinduthwa jathi jagala idela beka tale odistare adrindane etara agtide
C024720	Roman Telugu	Hate Speech	kaavya chaalaa amayakuralu
C024721	Roman Telugu	Hate Speech	moham medha dengutharuu
C024724	Tanglish	Offensive	Bad man padatha pathuruparu pola director
C024725	Tamil	Hate Speech	பாக்கிஸ்தான் சுன்னிய ஊம்பலைனா உங்களுக்கு தூக்கம் வராதா
C024727	Roman Telugu	Hate Speech	E lavadalo jokulu . Kampu chesaru kada ra youth ni .
C024728	Tanglish	Offensive	Paavum hip hop uh sirichu sirucheh karanji poitaan olliya🤣
C024731	Telugu	Hate Speech	అంతరించి పోతున్న ఆరోగ్యావంతమైన హాస్యాన్ని తట్టి లేపిన సాత్విక్
C024757	Telugu	Hate Speech	బెడ్రూమ్ లో ఇద్దరు ఏందోఉంది
C024766	Tanglish	Offensive	movie unlike adikunnadhu enthinanennariylla kandavarkkariyam movie ethra thrilling anennu
C024772	Roman Telugu	Hate Speech	stallion chaala manchi leader tn peepul aar very lucky
C024773	Roman Telugu	Hate Speech	Vedi nathinakodaka
C024776	Roman Telugu	Hate Speech	asal charanh anna looks evariki undav highly sprub looks
C024786	Tanglish	Offensive	1st day la 3 shows kku ticket eduthuttu padam release aagaama kola gaandla irukkaen.. ..
C024787	Tanglish	Hate Speech	Naan arasiyal varardhu vurudhi🤘 Hey idhu 1996..yaara yemathura🤣
C024793	Roman Telugu	Hate Speech	niyantrutva leaders time konni rojule
C024794	Tanglish	Hate Speech	:16 Arhu Enna da Mannum, Ponnum mukiyam... Thindamaiku ippadi oru vilakama?
C024795	Tanglish	Offensive	Apoooooo nalla padathula nadikka maatinga??? Mokka padama thedi poyi nadipinga annanum thambiyum... Ennamo panni tholainga
C024796	Roman Telugu	Hate Speech	Puku Badhalaipodhi Lanja dhana
C024801	Tanglish	Hate Speech	Adaeiii tamil telugu hindi nu podra athu inna Hindi uh first potruka hindi tamil Telugu nu potruka raschal
C024803	Tanglish	Offensive	Zero is better hit like if agree
C024804	Kanglish	Offensive	Thu nem yogyathe ge maha vishnu hesaru ettu entha movie tegitira nachige agbeku nemge
C024806	Tanglish	Offensive	Vijayku competition ah vittu jeicha paathiya. Anga nikkura
C024808	Tanglish	Offensive	padatoda trailer nalla eruku annal rajini ya asinga padutara matiri erukum anda oru seen mattum cut panungada ellana un padam ouunga odathu.
C024809	Tanglish	Hate Speech	Yethu Ku da ivlo kaevalam ah makeup potu ru kinga normal ah vanthu nadichalae pothum ah da! romba kaevalam aana makeup!! itha paatha jayalalitha va vaichu seirathu kaaga edutha maari iruku
C024810	Roman Telugu	Hate Speech	Peekinav teei
C024813	Tanglish	Offensive	KAITHI WILL BE BEAT BIGIL SURE
C024815	Roman Telugu	Hate Speech	ammo papa chaalaa speed meeda undhi kurraallaku poyekaalam vachindi
C024818	Roman Telugu	Hate Speech	annaiah paeru vinte goose bums vastay
C024819	Roman Telugu	Hate Speech	ons apon aaa time arcy acting nee enthala troll chesevaroippudu valle rock acting nee prize chestunte aa kick aaa vaerae level
C024821	Kannada	Offensive	Nan jeevana yak hingaytu anta camera munde ಅಳುತ್ತಾ kuthiro janagala madya
C024830	Tanglish	Hate Speech	Evlo enemies irukanga paravilla nalladuta.oru sc love pana matum atu nadaga kadhl nega love pana adu punidama.yen nenga love pani pirinathu illa ya losu pasangala.ungalaku society pathi onum theriyatha jathi veri pidichavangala.
C024840	Roman Telugu	Hate Speech	nikhil annaki yea support lekunda maas hit kottadu movie maatram super
C024842	Roman Telugu	Hate Speech	sir m ll aaa garu prajala vaadaku maeru vacchi chalabaga matladinaru sir baat all m ll as nidarsanam very good sir m ll aaa garu
C024847	Tanglish	Offensive	Kumar in vintage role.. payangaram ..
C024851	Roman Telugu	Hate Speech	cinema kuu title kuu sandham ledhu average
C024855	Roman Telugu	Hate Speech	Janasena vallaki subject ledu ye debate aina okate note
C024858	Roman Telugu	Hate Speech	Dheeni chusinappude artham ayindhi idhi tractor la meedha dance vesedanila undhi
C024862	Tanglish	Offensive	Enna pa fornt style alla SARKAR fornt style la eruku
C024863	Tanglish	Offensive	Bigil movie vera varudhu onga padam
C024867	Roman Telugu	Hate Speech	ktr kuudaa press meat padtey baguntadi
C024876	Tanglish	Offensive	Thala yen innum trending laa varalaa....
C024879	Roman Telugu	Hate Speech	okati yeppudu yevarini takkuva chesi matladakudadhu prethi okkaru prjalake Pani cheyyali kabatti vallu yentha varuku Pani chestunnaru Ani alochinchiste manchidhi
C024880	Tanglish	Offensive	Suryavukku avlo periya mass kidayathu ithu Hari padam enbathal than teaser ku ivlo views kedachiruku
C024892	Tanglish	Offensive	Sir ku one more bulp parcellllllllll
C024893	Tanglish	Offensive	ethanayoo peru intha padam unaku hit tharum nu solluvanga..ana nan ipo soldren..intha padam thuku kolanthainga matum than varum
C024895	Telugu	Hate Speech	సూపర్ గా పాడారుమీతో ఈ పాట ఐటమ్ సాంగ్ చేస్తే అదిరిపోను
C024903	Roman Telugu	Hate Speech	Pasaleni.... personality dhanraj thana comedy kuda em bagundadu
C024908	Tanglish	Offensive	Ithu trailer ahh illa photo vachu video va edit pannitikala
C024911	Kannada	Offensive	Parthasarathi ಎಷ್ಟು ಲೀಟರ್ ಹಾಲು ಕೊಡ್ತೀಯಾ ನಂದಿನಿ
C024918	Kannada	Offensive	MONSTER_KANNADA ಓಹ್ ನೀನು ನಿಮ್ಮ ಮನೇಲಿ ಇವೆಲ್ಲ ಹೇಳ್ತೀಯಾ? ನಿನ್ನ ಅಮ್ಮನನ್ನ ಅಮ್ಮ ಅಂತ ಕರೆಯೊಲ್ಲ ಅನ್ಸುತ್ತೆ.... ಅಮ್ಮನ್ ಅಂತೀಯ ಅನ್ಸುತ್ತೆ.... ಓಹ್ ನಿನ್ ಮನೇಲೂ ನೀನು ತುಣ್ಣೆ ತುಲ್ಲು ಅಂತ ಮಾತಾಡೋದಾ??? ಗ್ರೇಟ್ ಫಾಮಿಲಿ ಕಣೋ ನಿಂದು....
C024922	Roman Telugu	Hate Speech	meeru chalabagachepparu brother
C024923	Telugu	Hate Speech	భజన భజన బ్యాచ్ ఎక్కువ అయిపోయారు పవర్ స్టార్ కి పాపం
C024926	Tamil	Hate Speech	Dislike போட்டவன் பூராவும் ரஜினி ரசிகனா தான் இருப்பான்...
C024930	Telugu	Hate Speech	సూపర్ బ్రో రివ్యూ ఇలానే చెప్పాలి ఉన్నదీ ఉన్నట్లు
C024950	Tamil	Hate Speech	சிறுத்தைகள் கதறி கொண்டு இருக்கின்றார்கள். வளவனின் தம்பிகளுக்கு இந்த படம் சமர்ப்பணம். படம் வெற்றி அடைய வாழ்த்துக்கள்.
C024951	Kanglish	Hate Speech	E video na unlike madoru nijavaglu kannads davaru ala
C024952	Tamil	Hate Speech	நான் ஒரு சூத்திரன் ( பார்பானின் வப்பாட்டி மகன்.) ஆனா தேவிடியா பாசங்கனு சொல்ற ஜாதி யா பெருமையா வெற சொல்லி comment பண்றீங்க,, கேவலம் டா ஆனா நீங்க லாம்
C024964	Roman Telugu	Hate Speech	Manu garu meru involve avvakandi chala chiraku ga vuntundhi
C024972	Telugu	Hate Speech	మీ మనో ధైర్యానికి మీ సమర్ధతకు నా జోహార్లు
C024975	Tanglish	Hate Speech	Old vijayakanth movie parthathu pola irruku..pidikala....
C024976	Tanglish	Hate Speech	Nadaga kadhal kozthi kadral start aiduchi
C024991	Telugu	Hate Speech	ఉన్న తమైన జీవితానికి భగవాన్ శ్రీ కృష్ణుడు చూపిన మార్గమును చాలా చక్కగా వివరించినారు మీకు ధన్యవాదములు
C024996	Tanglish	Hate Speech	Adhu Enna da idhu. Avan avan saadhiya sli wish panureenga. Oanumea puriyala yen ipoa ellam avanga saadhiya sldreenga????
C024997	Tamil	Hate Speech	எதாே கருத்து இருக்கு.. ஆனா அத புரிஞ்சிக்க நம்ம மக்கள் அறிவு புண்டை இல்ல.. ஓட்டு எதாே ஒரு தாயாேலிக்கே பாேடுங்க
C024998	Roman Telugu	Hate Speech	Bongemi kaadu muyyara salu puka
C025005	Tanglish	Offensive	adeiii...idhoda stop pannikonga...padatha rls pannadhinga da..mudiyala
C025006	Tamil	Hate Speech	சொல்ல வார்தைகள் இல்லை... படம் ரிலீஸ் ஆகாம எவனாச்சும் ஏதாவது பன்னட்டும்... த்தா தமிழ்நாடே கலவரம் ஆகிடும்
C025013	Roman Telugu	Hate Speech	nambi narayana gaariki jarigina anyayam chustunte chaalaa badha vestundi nambi narayana gaari tyaagaaniki maa hridayapurvaka padabhi vandanaalu
C025016	Telugu	Hate Speech	అన్నా చాలా ఇంప్రూవ్ అయ్యావ్ సూపర్
C025018	Tanglish	Hate Speech	Enada honour killings ah glorify panra maari iruku
C025023	Roman Telugu	Hate Speech	edhe meeru ruling party valani target chesunte ani media channels vache valu
C025028	Kannada	Offensive	Parthasarathi ಬಂದ್ರೆ ತಿಕಾ ದೆಂಗ್ತಿನಿ ಎಷ್ಟೇ ನಿನ್ ರೇಟು ಹಡ್ಬಿ ಸೂಳೆ.... ಆ ಲುಚ್ಛನ್ ಫ್ಯಾನ್ ಅಂತೇ... ಅವುಂದು ತುಣ್ಣಿ ಉಣ್ಣು ಹೋಗಿ ಲೋಫರ್ ಸೂಳೆ
C025030	Roman Telugu	Hate Speech	pawan kalyan maatalu chaalaa adbhutamgaa matladu aa matalaki mohan babu kii chematalu pattadam chusanu
C025033	Telugu	Hate Speech	తట్టా బుట్టా సర్దుకొని రెడీ గుండు జగన్ రెడ్డి టైం అయిపోయింది
C025040	Roman Telugu	Hate Speech	Sanyasi ante yevaro anukunna e korja gada
C025046	Tanglish	Hate Speech	Asuran pariyerum perumal padangala seruppala adikka varada throwpathi
C025047	Tanglish	Offensive	Adhh epdithaano 3 hoursla 2 million views aah irunchu ipo paarunga inum 3.5 million dha aayiruchu...i cant understand that...Nama anna ku fans avlodhaana ila youTube kaaran velayaa
C025054	Tanglish	Offensive	kullan kunju naala kathuvan vera ethuvum avanuku theriyathu
C025057	Tanglish	Offensive	56k dislike . neegalam irukkavaraikkum thala eppovum pro
C025060	Tanglish	Offensive	Black sheep kutty moonji vivek fans hite like
C025065	Roman Telugu	Hate Speech	AnnaNee lanti vaale kavali TDPki
C025067	Tamil	Offensive	எல்லா டப்பிங் படங்களுக்கும் ஹீரோவுக்கு ஒரே நபர் தான் டப்பிங் பேசுவார் போல ஆட்களை மாற்றிவித்தியாசமாக பண்ணலாம்
C025068	Roman Telugu	Hate Speech	Bhaanu ki antha scene leadhu ooh navesthundhii
C025071	Roman Telugu	Hate Speech	annaiah chebutunte noru ooripotunnaadi
C025074	Tanglish	Offensive	Dis Like Pannevee Amma Thevoodiyaa so Ethanaa Thevodiyaa Erukkunu Parugaa
C025088	Roman Telugu	Hate Speech	Chinna vishayanni rajyantham chesthaventi Manchi news collect cheyyi nuvvu
C025089	Kannada	Hate Speech	ಅತ್ಯುತ್ತಮ ಸಹೋದರ ಹೀಗೆ ಇಂತಹ ದಂಡ ಪಿಂಡಗಳಿಗೆ ಇದೆ ರೀತಿ ಬುದ್ಧಿ ಕಳಿಸು ಯೋಧರ ಜೀವಕ್ಕೆ ಇಂತಹವರಿಂದ ಬೆಲೆ ಇಲ್ಲ ಟಿಕ್ ಟಾಕ್ ಬೇಕಂತ
C025096	Kannada	Offensive	ಇಂಡಿಯಾದಲ್ಲಿ ಚೈನಾಗೆ ಹುಟ್ಟಿರೋ ಚಕ್ಕಗಳ ತಿಕದಲ್ಲಿ ಇನ್ನು ಸ್ವಲ್ಪ ಕಾರಪುಡಿ ಆಕ್ಬೇಕಿತ್ತು ಅನ್ಸುತ್ತೆ ಬ್ರಾ
C025100	Kannada	Offensive	Parthasarathi ನಿನ್ ಅಕ್ಕುನ್
C025103	Tanglish	Offensive	SUPER STAR In TV: Naan arasiyalukku varuvadhu urudhi... Jayam Ravi: Idhu 96u.. Yaara emaatha paakaringa???
C025109	Kanglish	Hate Speech	26k dislikes nThese are rashmika fans
C025111	Roman Telugu	Hate Speech	super saar meeru chaalaa baagaa matladaru saar
C025116	Roman Telugu	Hate Speech	ippudu eeyana andarikee traffic signals gurinchi chaalaa chakkaga paatam cheppagaladu endukante goppa gunapaatam nee kallara veekshinchaaru kabatti
C025121	Telugu	Hate Speech	నేను చూసిన వేలాది ఫన్నీ వీడియోలల్లనే టాప్ 1 లేడీ ఆక్షన్ వీడియో ఇది అమ్మాయి ఆక్షన్ సూపర్
C025128	Roman Telugu	Hate Speech	oka bjp karyakarta 100 mandi itara party kaaryakartalato samanam jai jai komatireddy brothers jai mody
C025132	Roman Telugu	Hate Speech	Pelli meeda naku chala dreams respect vundedhi itlanti interviews chusinappudalla pelli chesukokunda vundadame manchidi anipistundhi
C025137	Tanglish	Offensive	1.56 yaru Instagram lae paathathu leak aanathu
C025144	Kanglish	Offensive	RIP rashmika mandhana
C025145	Tanglish	Offensive	I like no dahunsh bolt majju
C025149	Tanglish	Offensive	Thalaivar peraiye thapa pottu irrukangapa Yenna koduma sir idhu
C025150	Tanglish	Offensive	Ennagada 44k views 56k likes aaaaa!!!!
C025157	Tanglish	Offensive	Vfx pathi ippo pesungada Hollywood sambranigala
C025161	Roman Telugu	Hate Speech	srinu gaari getup dylogue super andi auto raam prasad auto punches
C025165	Roman Telugu	Hate Speech	andaru MLA lu elagay undali thanq MLA garu
C025167	Tanglish	Hate Speech	Dei enna da godfather mathiriye iruku
C025168	Tanglish	Offensive	En da movie name sangatamilan titlecardlaya vijaya movies hindila varuthu da what raaaa
C025169	Roman Telugu	Hate Speech	Veellandhari kante RSP sir Eetala sir best leaders …
C025170	Tamil	Hate Speech	பல கோமாளிகள் சேர்ந்தாலும் அசுரனை ஆட்ட முடியாது டே..ன் டடட்டட டே..ன் டட டன் டடன்
C025172	Tanglish	Offensive	petta vs viswasam old vs new I prefer old... rare diamond
C025173	Telugu	Hate Speech	నిజమే పవన్ కళ్యాణ్ అంటే ఒక వెసనం చచ్చినా వదల్లేము
C025177	Tanglish	Offensive	1:23 Pipe kulla surya va parthavudanae yarkellam kathi vijay niyabagam vanthuchu
C025179	Tanglish	Offensive	Rajni oru varthai kooda tamil pesala... arumai...
C025184	Tanglish	Offensive	2016 Nan Arasilakku varuvathu Uruthi.... Its 1996 :) :) :)
C025204	Telugu	Hate Speech	ఎక్కసాక్క పాపకి మాత్రం రెండు ఒకేసారి పెట్టాలి puku lo మంచి కసి మీద వుంది
C025212	Tamil	Hate Speech	அதிகாரத்துக்காக மோடி கால நக்கி பிழைக்கிறவன் எல்லாம் என்னடா ஆண்ட சாதி? நிராயுதபாணியாக அலையும் காதல் ஜோடிகளை சாதி வெறி பிடித்து வெட்டி வீசுவதில் எங்கடா இருக்கு வீரம்?
C025223	Telugu	Hate Speech	ఎప్పుడు పక్కోళా మీద పడి ఏడవటం తప్ప ఎం ఉపయోగం లేదా మీ వల్ల, తాత మీరు ఈ సినిమా చేసే వారా,అది మీ క్యారెక్టర్ నా ఇంకా నయం డీజే టిల్లు కూడా నేను చేసే వాడ్ని అని చెప్పాలేదు
C025230	Kannada	Offensive	ನಿನ್ ಅಡ್ತಿರೋ pubge ನು ಚೈನ ದೆ ಅದನ್ನು uninstall madu
C025231	Kanglish	Offensive	K K le Randi magne Neenu ba nimmamman karakondu ba ibbarana hattu ibbarigu ondondu dozen Papu dagar nan maklan hutsi kalastini amele barabekadre dj sounds system idre togond ba naan madbekadre nimmamma Mia khalifa Tara kirchodu nin kannalli nodokagutto ilvonMatte Neenu sunny Leone Tara archod nan kailli tadkollokagallappa🤣🤣🤣
C025232	Tanglish	Hate Speech	Dalith vs vanniyar... Devar... Gaundan ellarukum asuran Serupadi.... Throwbadhi oduna unga sunn ---- ya oomburen...
C025241	Tanglish	Offensive	ethu HR nte KRISHH alle ...
C025248	Tanglish	Hate Speech	ENPT movie la voice over maari idhula BGM over ah irukumo 🤔🤔
C025251	Tanglish	Hate Speech	Iyoooo I cartoon trailer bhaaaa ithuuu
C025256	Tamil	Hate Speech	மொக்க படம்! கதிர்க்காக FDFS total waste.
C025263	Tanglish	Offensive	Pota naya jayam ravi . Nee pesurtha nayai mathiri irrukum. Nee thalaivar comment pannara. Seruppu naya
C025267	Roman Telugu	Hate Speech	rechipothunnaru adhikaram lo unnaru ani ahamkara dhorani
C025269	Roman Telugu	Hate Speech	revant reddy dwarane prabhutvam erpadutundi
C025271	Kanglish	Offensive	sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs irbahudh... but avn mundhe neen yavathidru baccha.. nnNenp idko ondh kanmada actorna nodi beliyodh kali. Adhna bittu avn hero ivn baccha anbeda. Nan Dharshan fan sudheep fan yash fan rakshith shetty kannada actor ellar fan..avr yaro obbaninda kannada film belyall kanale..
C025273	Tanglish	Offensive	4.8k dislike pota mutta pasangala 🤣🤣
C025286	Kanglish	Offensive	Awesome estu sari kellidru innod sari kellonna anstide. Addictive music nStory looks like Rango.
C025293	Tamil	Offensive	கைய மட்டும் இல்ல வேற ஏதோ உன்னால வெட்டுவோம்
C025296	Tanglish	Offensive	Dea endha jadhe erundhahum personality etukkuda
C025308	Kanglish	Offensive	Yaav movie flop andri?
C025309	Roman Telugu	Hate Speech	Enduku raa eapudu godavalu padtharu meru tha show chesina...naa loudaaaa
C025311	Tanglish	Offensive	music engayo keta maari yae oru peelingu
C025314	Tanglish	Offensive	Viswasam ta Vida views Romba kammi
C025319	Tanglish	Offensive	Intha trailer dislike pannavanga poi chutti tv paarungada
C025321	Roman Telugu	Hate Speech	Madyalo Aa sound effects matram next level
C025325	Tanglish	Hate Speech	Otha sadhi veri puduchu alayadhinga da
C025329	Kanglish	Hate Speech	Nimma mahithi 100% sathya yavaga etharahada rajakaranigalinda deshakke mukthi sigatho aa devarigu kuda gothilla adare next generation avaru sadane madabahudu
C025336	Kanglish	Hate Speech	Ittheechige nodida movie DIA and love mocktail... 2 movie janake olle movie correctaagi thalupisbeku illandre heege nelakacchutthe..... promotion maadoke social media use maadkondu janaranna thalupabeku... innaadru industry avru yecchetthbeku
C025338	Tanglish	Hate Speech	Echa thevidiya pasangala ithana jaadhi sernthu oru jaadhiya ethukiringa.... Unga jaadhi pathi perumaiya pesira neenga unga jaadhi karanukku pasikku help pannuvingala
C025339	Tamil	Hate Speech	அடங்க மறு அத்து மீறு கும்பலுக்கு வயித்துல புளிய கரைச்ச மாதிரி இருக்குமே.. எல்லாரும் படம் எடுக்கலாம்டா.. நீங்க மட்டும் தான் எடுப்பீங்களா..
C025342	Kanglish	Offensive	Hlo bro... Even I uninstalled at stupid app...
C025351	Tanglish	Hate Speech	Dislikes podravan anils and omakuchi fans
C025362	Roman Telugu	Hate Speech	Sollu cheppalante Veedi tarvathe raa. Dabba babu
C025363	Roman Telugu	Hate Speech	iddaru super gaa chesaru
C025365	Tanglish	Hate Speech	idhu 96, yaara yamathringa? marana bangam
C025366	Kanglish	Offensive	Nanu film nodilla
C025368	Tamil	Hate Speech	சரக்கு மிடுக்கு & குஞ்சித் குரூப்ஸ் எல்லாரையும் கதற விடணும்........
C025369	Roman Telugu	Hate Speech	janalaku asha chupi calls marananiki karànam
C025372	Tanglish	Offensive	yenpa Hari kathu kuinunu kekuthuthula
C025375	Tanglish	Hate Speech	Ponungala adikaradu oru scene nu innum trailer la kaatraanga
C025383	Roman Telugu	Hate Speech	Mundhu ne cinema lu chusukora
C025384	Tamil	Offensive	திருமா நாய் உன் ஜாதி கு‌‌ தான் இந்த வன்னியர் மூவி
C025393	Roman Telugu	Hate Speech	Cinima vallu mottam e episode chusi aena buddi techukondi tickets rates vishayam lo
C025394	Tanglish	Offensive	Ivanlam oru aala nu soldravanga like pannunga
C025395	Kanglish	Offensive	miss ella madkololla bidi i can downlode in teligram or swalpa dena odre tv nalle bharuthe
C025396	Roman Telugu	Hate Speech	raajakeeyam loo neenu miku full aposite kani meeru mea brothers gurinchi cheptunte naa kallu chemarchayi nagababu garu real love you
