comment_id,verdict,corrected_category,reason
C042863,Wrong,Safe,neutral fan comment
C042876,Wrong,Safe,fan request
C042881,Wrong,Offensive,"personal insult toward individuals, not group hate"
C042884,Wrong,Safe,"generic critique, no vulgar language"
C042888,Wrong,Safe,fan complaint
C042896,Wrong,Safe,fan rivalry comment
C042915,Wrong,Safe,neutral comment
C042917,Wrong,Offensive,"political insult using nickname, not group hate"
C042918,Wrong,Safe,praise comment
C042919,Wrong,Safe,mocking critique of casting
C042920,Wrong,Safe,praise comment
C042929,Wrong,Offensive,"political insult implying corruption, not group hate"
C042930,Wrong,Safe,neutral question
C042931,Wrong,Offensive,"vulgar political insult, not group hate"
C042932,Correct,,mocking critique of composer
C042933,Wrong,Safe,praise comment
C042934,Unsure,,unclear meaning
C042937,Wrong,Safe,"mild mocking comment about typecast, no hate"
C042946,Wrong,Safe,"mocking critique about buildup, no hate"
C042956,Correct,,vulgar insult toward political figure
C042957,Wrong,Safe,neutral fan comment
C042973,Correct,,mocking insult about someone's self-image
C042978,Wrong,Safe,"mild rebuke, no hate"
C042982,Unsure,,ambiguous hostile political statement
C042983,Wrong,Offensive,"vulgar political insult, not group hate"
C042987,Wrong,Offensive,"mocking comment about appearance, not group hate"
C042994,Wrong,Safe,praise for resilience
C042999,Wrong,Safe,neutral music comparison
C043001,Wrong,Offensive,"hyperbolic insult toward commenters, not real group hate"
C043005,Unsure,,unclear corruption-related comment
C043008,Correct,,vulgar insult
C043009,Unsure,,unclear meaning
C043010,Wrong,Safe,neutral question
C043013,Wrong,Safe,praise comment
C043014,Wrong,Safe,neutral comment
C043016,Wrong,Safe,"advice/mild criticism, no hate"
C043022,Correct,,vulgar insult
C043023,Wrong,Threat,explicit threat of violence
C043026,Wrong,Safe,neutral tech observation
C043027,Correct,,caste-based dehumanizing generalization about sexual predation
C043034,Wrong,Safe,meta-commentary/question about caste representation
C043037,Wrong,Safe,"expresses frustration defending an actor, no insult"
C043038,Wrong,Safe,praise comment
C043040,Wrong,Safe,critique about pacing
C043044,Wrong,Sexual Harassment,explicit sexualized remark about actress's body
C043046,Wrong,Safe,"mild sarcasm, no vulgar insult"
C043050,Wrong,Safe,political/fan double-standard commentary
C043059,Wrong,Safe,artistic/philosophical comment
C043064,Wrong,Safe,"mocking comment about trend-chasing, no hate"
C043070,Wrong,Safe,praise comment
C043071,Wrong,Safe,praise comment
C043075,Wrong,Safe,comment about missing review videos
C043076,Wrong,Safe,praise for interview
C043078,Wrong,Safe,eulogy comment
C043079,Wrong,Safe,critique comparing to other flops
C043087,Wrong,Safe,praise comment
C043091,Wrong,Offensive,"insult toward commenters showing caste hatred, not itself broad hate"
C043093,Wrong,Safe,"political opinion, no hate"
C043105,Unsure,,unclear political comment
C043131,Wrong,Safe,critique contrasting teaser and trailer
C043135,Wrong,Safe,fan hype comment
C043136,Unsure,,unclear political mocking comment
C043137,Correct,,mocking insult about actor's physique
C043138,Wrong,Safe,fan rivalry comment
C043146,Wrong,Safe,neutral reference comment
C043148,Wrong,Safe,neutral comparison comment
C043149,Wrong,Safe,"mild mocking suggestion, not real insult"
C043150,Wrong,Offensive,"mocking sarcasm about politician, not group hate"
C043151,Correct,,vulgar insult toward dislikers
C043154,Wrong,Safe,concerned social commentary about a crime case
C043156,Wrong,Safe,praise comment
C043162,Wrong,Threat,explicit death curse directed at individual
C043163,Wrong,Offensive,"harsh personal insult toward actors, not group hate"
C043167,Correct,,vulgar insult
C043168,Wrong,Offensive,"insult toward regional population, not caste/religion/gender hate"
C043169,Unsure,,unclear vulgar fragment
C043173,Wrong,Safe,neutral comment
C043178,Correct,,mild insult/curse toward dislikers
C043181,Wrong,Safe,neutral comparison comment
C043182,Wrong,Offensive,"vulgar exclamation, unclear specific target"
C043184,Wrong,Safe,"political analysis, no hate"
C043185,Wrong,Safe,cricket commentary praise
C043186,Wrong,Offensive,"vulgar insult, not group hate"
C043190,Wrong,Safe,vague political criticism
C043191,Wrong,Safe,respectful request about sports content
C043192,Wrong,Safe,unclear comment about costume
C043203,Wrong,Safe,neutral prediction comment
C043207,Wrong,Safe,philosophical/movie reference comment
C043211,Wrong,Safe,praise comment
C043216,Wrong,Safe,praise comment
C043218,Wrong,Safe,skeptical political question
C043219,Wrong,Safe,neutral comment
C043223,Wrong,Safe,neutral question
C043232,Wrong,Safe,neutral movie reference comment
C043233,Wrong,Offensive,"generic vulgar critique, not group hate"
C043235,Wrong,Safe,"sarcastic comment, no vulgar insult"
C043239,Wrong,Safe,praise for songwriter
C043241,Unsure,,unclear meaning
C043244,Wrong,Safe,"political criticism, no hate"
C043251,Wrong,Safe,fan hype humor
C043252,Wrong,Safe,mixed neutral review
C043255,Unsure,,"vague exclamation, unclear context"
C043257,Wrong,Offensive,"vulgar personal insult, not group hate"
C043265,Wrong,Safe,"general opinion comment, no personal insult"
C043266,Wrong,Safe,neutral comment
C043272,Wrong,Safe,praise/thanks comment
C043273,Wrong,Safe,"critical prediction comment, no hate"
C043278,Wrong,Safe,neutral observation
C043282,Wrong,Safe,unclear political commentary
C043287,Wrong,Safe,neutral comment
C043289,Wrong,Safe,"critique of age-gap casting, no vulgar insult"
C043290,Wrong,Safe,mild taunt about teaser vs trailer
C043293,Unsure,,unclear fan hype fragment
C043303,Wrong,Safe,praise comment
C043304,Correct,,vulgar personal remark about fan rivalry
C043306,Wrong,Safe,praise for talk show
C043314,Wrong,Safe,"mocking critique, no hate"
C043316,Wrong,Offensive,"challenging comment about historic grievance, not caste-class hate"
C043323,Wrong,Safe,praise comment
C043324,Wrong,Offensive,"vulgar insult, not group hate"
C043329,Unsure,,unclear personal comment
C043330,Wrong,Offensive,"vulgar hostile insult, not group hate"
C043332,Wrong,Safe,supportive comment about deterring harassment
C043333,Wrong,Safe,mild complaint about repetitive comparison
C043335,Wrong,Safe,hyperbolic praise about sound quality
C043338,Wrong,Safe,factual observation about music
C043339,Wrong,Safe,factual sports commentary
C043342,Unsure,,unclear meaning
C043347,Wrong,Safe,neutral comment
C043352,Correct,,mocking insult toward dislikers
C043353,Wrong,Safe,political campaign message
C043354,Correct,,vulgar personal insult
C043357,Wrong,Safe,praise/thanks comment
C043360,Wrong,Safe,fan hype phrase
C043376,Unsure,,unclear meaning
C043383,Wrong,Safe,comparison praise
C043388,Wrong,Safe,"critique of music, no hate"
C043390,Wrong,Safe,praise comment
C043401,Wrong,Safe,positive comment about couples
C043404,Wrong,Safe,"critical prediction about movie, no hate"
C043405,Wrong,Safe,"mocking political comment, no hate"
C043406,Wrong,Safe,personal anecdote about resisting exploitation
C043407,Wrong,Safe,"political commentary, no hate"
C043413,Correct,,hostile hyperbolic insult
C043420,Wrong,Offensive,"vulgar political insult, not group hate"
C043421,Wrong,Safe,mocking comment about movie trend
C043423,Wrong,Offensive,"political vulgar insult, not group hate"
C043425,Wrong,Safe,unclear praise comment
C043427,Wrong,Safe,fan hype phrase
C043429,Unsure,,unclear fragment
C043441,Unsure,,unclear mocking comment
C043442,Wrong,Safe,praise comment
C043446,Wrong,Safe,neutral comment
C043448,Wrong,Safe,"political comment requesting inquiry, no hate"
C043450,Wrong,Safe,praise comment about aging well
C043451,Correct,,"vulgar insult toward casteist individuals, not itself broad hate"
C043455,Unsure,,unclear name/phrase
C043458,Wrong,Offensive,"mocking critique of song/actress, not group hate"
C043461,Wrong,Safe,"mild critique, no hate"
C043464,Wrong,Safe,"political/economic commentary, no hate"
C043469,Unsure,,unclear meaning
C043470,Unsure,,unclear metaphorical statement
C043471,Correct,,mild insult toward commenters
C043479,Wrong,Safe,praise for actor's acting
C043480,Correct,,mocking insult about acting
C043482,Wrong,Safe,"political/social commentary, no hate"
C043484,Correct,,mocking insult about actor's title
C043486,Wrong,Safe,"defending a show, no hate"
C043488,Unsure,,unclear religious/mythological discussion
C043494,Correct,,vulgar insult toward unspecified group
C043495,Correct,,vulgar rhetorical insult
C043498,Wrong,Safe,factual political statement
C043504,Wrong,Offensive,"vulgar insult, generic target"
C043506,Correct,,vulgar insult toward fan group
C043507,Wrong,Safe,"critical accusation, no hate"
C043509,Correct,,mocking insult about appearance
C043529,Wrong,Safe,praise for dance performance
C043531,Wrong,Safe,praise comment
C043540,Wrong,Safe,political slogan
C043541,Correct,,vulgar insult
C043543,Wrong,Safe,mild critique idiom
C043544,Wrong,Safe,fan praise
C043545,Wrong,Safe,praise for channel content
C043546,Wrong,Safe,"mild rebuke, no hate"
C043550,Wrong,Safe,neutral question about release date
C043558,Wrong,Safe,meta-commentary criticizing caste-naming in comments
C043567,Wrong,Safe,neutral/appreciative comment about movie and piracy
C043578,Wrong,Safe,critique of movie for problematic gender portrayal
C043580,Wrong,Offensive,"personal insult defending deceased figure's dignity, not group hate"
C043583,Wrong,Safe,factual/critical accusation about plagiarism
C043586,Wrong,Offensive,"personal insult toward individual, not group hate"
C043587,Unsure,,unclear reference to possible scandal
C043591,Correct,,"vulgar insult toward a casteist individual, not broad hate"
C043595,Unsure,,unclear philosophical/movie reference comment
C043599,Wrong,Offensive,"mocking hyperbole toward dislikers, not group hate"
C043601,Wrong,Safe,affectionate comment
C043603,Wrong,Safe,neutral opinion about business
C043608,Wrong,Safe,"sarcastic social commentary, not hate itself"
C043615,Wrong,Safe,fan praise comment
C043616,Correct,,mild mocking comment toward actress
C043617,Wrong,Safe,unclear fan comment
C043618,Wrong,Safe,praise for advice channel
C043622,Wrong,Safe,fan hype phrase
C043636,Correct,,vulgar insult toward unspecified group
C043640,Correct,,mocking insult toward named individual
C043643,Wrong,Safe,"mild critique, no hate"
C043647,Wrong,Offensive,"personal insult, not group hate"
C043649,Wrong,Safe,neutral factual statement about character
C043652,Unsure,,unclear critique
C043655,Wrong,Safe,tribute/condolence comment
C043663,Wrong,Safe,mild critique about role fit
C043666,Correct,,mocking insult toward actor
C043667,Wrong,Safe,praise comment
C043680,Correct,,hostile metaphorical personal insult
C043692,Wrong,Safe,neutral music comparison question
