comment_id,language,category,comment,english_translation
C002672,Roman Telugu,Hate Speech,mallareddy antadabbu revant reddiki icchaaru ante mallareddy enni vela kotla dabbu avineetigaa sampaadinchi untadusakramamga sampadiste evvariki ivvanavasaram undadugarevant okkadike kaaduprajalandarikii nee avineeti dabbu panchaaliappudu evvadu block mell cheyadu,
C002673,Telugu,Hate Speech,Cup పాకిస్థాన్ దే అదృష్టం కలిసి వచ్చింది All the best పాకిస్థాన్,
C002674,Tamil,Offensive,தலைவர் அரசியலுக்கு வருவது உறுதி என்று கூறிய நாள் 31/12/2017. அதற்கு முன்பு அவர் சொல்லவே இல்லடா.,
C002678,Roman Telugu,Hate Speech,First Ganesh anna chesina appulu and bounce iyna check lu clear cheyi,
C002679,Roman Telugu,Hate Speech,Veedu am pikaledu ani telusu,
C002684,Roman Telugu,Hate Speech,entainaa mega family great family vaallani evarainaa gowravinchaalsinde,
C002685,Tanglish,Offensive,26k Dislikes Till Now....Engada irundhu Varinga ...Neenga ellam...,
C002686,Tanglish,Offensive,Tending no 1 soorarai potru No 2 pattasu No 3 psycho,
C002692,Roman Telugu,Hate Speech,areyy choy ammina modhi bharat desamnni adhaniki ambaaneeki elaa ammutunnado alaane edigaadu,
C002698,Tanglish,Hate Speech,Ajith fans if dont like our vijay dont watch teaser da deyh kore kandupidicka vanthutanunge gundu pusnika fans u are actually supporting us more kakakakak kode payalugala,
C002701,Tanglish,Offensive,73 dislike raatham vaathi eduthu savaaaaa.,
C002704,Tanglish,Offensive,Enna appa rangasthalam remake ha irukum pola,
C002706,Tanglish,Hate Speech,Pudichavan mattum like-ah podu..... pudikadhavan apdiye poidu!!! tha...aamai badungala!!,
C002708,Kannada,Offensive,Anjali Devi ಊಟ,
C002709,Telugu,Hate Speech,ఏ హీరో అయినా పాటలో dance చెయ్యొచ్చు kani NTR నటిస్తాడు కాదు..... జీవిస్తాడు అని రుజువు అయింది,
C002710,Telugu,Hate Speech,Nag garu chaitanya so beautiful చాలా బాగున్నారు మా అభిమాన హీరోలు,
C002726,Roman Telugu,Hate Speech,Movie matram modda gudisi potadhiii pakkaa,
C002731,Tanglish,Hate Speech,dei ithu amma nu sonna... appa(Karuns) kooda namba maatar... Biopic nu solli pei padam eduthurathenga da... erkanave edapady dead body ah than irukan... neenga en first namma sasi ku oru biopic eduthutu amma ku eduka koodathu..,
C002733,Tamil,Offensive,Enna da padam சாதி பு..ட படம்,
C002734,Kanglish,Offensive,Yenthadu Sir... Northnalli promotion yavaga maadthiri ??? Namge eh film gellalebeku ...damayya marre,
C002737,Tanglish,Hate Speech,Joaquin Phoenix:: dei!! Ennada panni vachiirukinga!!,
C002739,Tanglish,Offensive,petta is just 652 k likes but viswasam is 1.2 m likes,
C002740,Roman Telugu,Hate Speech,RIP Sunaayesena Maranam chaala Goppa vyakthi and even Abdul Kalam Died in the same way,
C002744,Roman Telugu,Hate Speech,Manoj okkade odd man out in manchi family,
C002747,Tamil,Hate Speech,படம் ஓடாது னு Trailer பாக்கும்போதே தெரியுது.... இருந்தாலும் வாழ்த்துக்கள்,
C002750,Tanglish,Offensive,Thalaaa !!!!!!.....yuvan poramboku ena da bgm potu vechirka,
C002751,Tanglish,Hate Speech,thalapathy trailer pakka masss...... Asith fans maruntha kudichutu saavunga da.. THERI,
C002753,Tanglish,Hate Speech,Telugu pada trailer paatha maariye iruku🤦...,
C002754,Tanglish,Offensive,#0.32 that moment Kottaisami thalaikeela dhan kuthipen,
C002755,Telugu,Hate Speech,Babhu నువ్వు movie rilease కాకుండా చెప్పే అబద్ధం కన్నా అతను చేసే సాయం గొప్పది. Nuv పెద్ద prad,
C002756,Roman Telugu,Hate Speech,dye hard phone frum kerala neenu chusina pedha actor uh tollywood loo pawan garu,
C002758,Tanglish,Hate Speech,"Suriya, ajith, karthi fans like here....",
C002762,Tanglish,Hate Speech,it is like a bull sit,
C002766,Tanglish,Offensive,10m viewsla 1m kooda thodala thooooo,
C002767,Roman Telugu,Hate Speech,desanni janabha bharinumdi raximchamdi mahaprebhoyidimodigarike sadhyapadutumdi,
C002768,Tanglish,Offensive,Summa summa sola mada dislike podika avalautha,
C002775,Tanglish,Offensive,Ennada trailer fullah mass ah irukku ithula naa yethada 30 sec status ku edit pannuven,
C002783,Tanglish,Offensive,Kelatu thevidiya paiya pulla tha poratanu punda mavane,
C002786,Kanglish,Offensive,BoLi Maklu ee tara videos nu dislike maadtare,
C002792,Tanglish,Hate Speech,Inga jathi per comment panni padam vetri pera valthukalnu comment pannavan ellam Oru appanuku porranthavan thana Neega laam innum Innum thirruntha evvlo nallda ahum pundaihala.,
C002794,Roman Telugu,Hate Speech,ii patta loo jr nter nataniki deshame daasoham ayyindi,
C002799,Kannada,Offensive,Parthasarathi ಉಮ್ಮ್ ನಿನ್ ತುಲ್ಲುಗೆ ನನ್ ರಸ,
C002804,Tanglish,Offensive,ennathu paakurathuku chinnapayana dai ungaluke konjam overa theriyalayada🤔🤔,
C002807,Roman Telugu,Hate Speech,bangladesh prajala kuu vunna ghnaanam palakulaku ledhu bangladesh pakistan lanu nammi mosaporadu chesina telivitakkuva paniki phalitam anubhavistunnaaru,
C002809,Tamil,Hate Speech,பொள்ளாச்சில 100 மேல பொன்னுங்கள வச்சு செஞ்ச போது இந்த சாதி பாசம் எங்க போச்சு. கண்டிப்பா எல்லா சாதி பொண்ணுகளையும் வச்சு செஞ்சிருப்பானுக.போங்கடா டம்மி சாதிவெறி நாயிங்களா.செஞ்சவன் எவனும் திருமா குரூப் இல்லை .,
C002811,Tanglish,Hate Speech,0:13 Pakistan mattum illaina ivanugaluku yeppadi thaan polappu oodumo.... china va vachuthaan politics pannipaarungale da,
C002814,Telugu,Hate Speech,బండ్ల గణేష్ గారు మీ మాటల్లో మీ వాగ్ధాటిలో పరిణితి కనిపిస్తోంది బాగా చాలా చక్కగాస్పష్టముగా ఉన్నది ఉన్నట్టు మాట్లాడారు సూపర్ సార్ మీరు,
C002816,Tanglish,Hate Speech,Periyaa veetu ponnu gethu.. APPO NEEYAE OTHUKIRA NEE KEELTHANAMANA NAAYEE NU..,
C002817,Roman Telugu,Hate Speech,Ee sari Nennu ne boss ni chayputho kodataru plz hold til 2024,
C002822,Roman Telugu,Hate Speech,rhea dabbu kosam mosali mahesh bhatt modda chickindhi,
C002836,Kanglish,Offensive,E jana thav sathru kuda Tiktok na mathra uninstall madola ansuthe 🤦 kelsa ildhe showoff goskara tiktok madi china davrna belstisdre jothege tham mana maryade na halmadkotidare thu en jananappa ige roast madi bro tiktok madorgella.,
C002838,Tanglish,Hate Speech,"Yenga Da All the best from Vj , Ajith, Sika,vjs fans nu like Pichai yedukura kootatha kaanom🤣🤣",
C002839,Tamil,Offensive,ஏன்டா மூதேவி நீ உருப்படியா எதையுமே செய்யமாட்டியா?இதுல வெளங்காத நாயி G v prakash music வேற நீ கடைசியா டைரெக்ஷன் பண்ற கடைசி படம் இதுவாகத்தான் இருக்கும் ....இப்போதான் புரியுது அமலாபால் உன்னைவிட்டுட்டு ஏன் போணான்னு,
C002846,Roman Telugu,Hate Speech,naa friend walla papa kii operation ite aravind gaari foundation help chesindi hay is real doing aaa commendable job,
C002848,Tanglish,Offensive,Veyasu annna kalathula edhuku entha vela,
C002853,Roman Telugu,Hate Speech,Edo bajaru lanja edi di ni action,
C002856,Tamil,Hate Speech,அசுரன் படத்தை பார்த்துட்டு ரூம் போட்டு அழுததெல்லாம் மறந்துபோச்சாடா பேண்ட சாதி பசங்களா,
C002857,Tanglish,Offensive,first time trailer skip panni pakka vachutingalgada,
C002864,Tamil,Hate Speech,நீ வந்து சென்றனை எனை கொன்று சென்றனை arr,
C002871,Tamil,Offensive,உதயநிதி ஸ்டாலின் எல்லாரும் மறந்துடிங்க.. கமெண்டல உதயநிதி ஸ்டாலின் பத்தியும் கொஞ்சம் சொல்லுங்கப்பா,
C002873,Roman Telugu,Hate Speech,rgv gadu canipovali vadi chettabandi ayina chestha,
C002879,Tanglish,Offensive,Ennada dislike stuck aguthu.. Kette kalvi nalarukkaaa!,
C002889,Tamil,Offensive,"பொதுவாக மிஷ்கின sir, நல்ல நடிகர்களுக்கு மட்டுமே வாய்ப்பு கொடுப்பார்... udhanidhi,, அதை நிறைவேற்றுவாரா ?????",
C002891,Tanglish,Offensive,Thevitiya pasankalaa ethaa kasukututhuu pathuu nankaa sandapotanum,
C002894,Tanglish,Hate Speech,Teaser vanthathukea vaithearichala peasuranunga.. Trailer vantha onnuku poiduvanga.. Kelatu rasigargal...,
C002895,Roman Telugu,Hate Speech,Kcr katham inka,
C002900,Tanglish,Offensive,athenna likes koranjikite varuthu like panunavangalam thirumba vanthu dislike pandringala,
C002904,Tanglish,Offensive,Kosu adikara machine... padam pathavangaluku mattun than puriyum,
C002912,Telugu,Hate Speech,Rk గాడు బాధ పడుతున్నాడు. లోపల ఎందుకంటే దాసరి కమ్మ కాదు గా,
C002916,Tanglish,Offensive,Same like kashmora going to be flop,
C002917,Tanglish,Offensive,Mavane! Kola Kandula iruken! Petta parak,
C002918,Tamil,Hate Speech,"பரியேறும் பெருமாள், அசுரன் போன்ற திரைப்படங்கள் வந்தபோது யாரும் ஜாதி படமாக பார்க்கவில்லை (இன்று பார்க்க வைத்து விட்டார்கள் என்பது வேறு விஷயம்) அதில் படைப்பாளிகள் திறமையை மட்டுமே பார்த்தோம்...அதேபோல் பா.ரஞ்சித்தின் திரைப்படங்களிலும் பெரிதாக குறை ஒன்றும் இல்லை ஆனால் அவர் மேடைகளிலும், பேட்டிகளிலும் பேசுவது அநாகரீகத்தின் உச்சம்...இப்போது திரெளபதி திரைப்படத்தின் 2 நிமிட டிரைலர் மட்டுமே வெளியாகி உள்ளது...அதற்கு ஏன் இவ்வளவு எதிர்ப்பு? உங்களுக்கு உங்கள் ஜாதியின் பிரச்சினைகளை பேச இருக்கும் உரிமை மோகன் அவர்களுக்கு அவர் ஜாதியின் பிரச்சினைகளை பேச உரிமை இல்லையா?",
C002926,Tanglish,Hate Speech,Bairavaa padam enna flop ahh Therla apdithaan pesikuraNga,
C002933,Roman Telugu,Hate Speech,ggajuwaka pilla memu gajulollam kadasuper performance all they best,
C002934,Tanglish,Offensive,intha movie la uthaiya ku kannu theriyathu nu nenaikren,
C002940,Tanglish,Hate Speech,Who say in thumbnail Surya looks like Petta Rajini,
C002943,Roman Telugu,Hate Speech,Amma pai joke enty raaa..... Avulagallraa,
C002944,Tanglish,Offensive,Record pannirle appadi pannirlane sonna mattu pattathe adhe senje kattuvom for our Thalaivar Suriya pls guys ippadiye poona namakke pinnadi vanthave yella 1M likes eh asult ah adhichitte poirevanungge,
C002954,Tanglish,Offensive,Bayama irukku I except more but I feel sad :(,
C002958,Telugu,Hate Speech,ఇష్టం లేని జాబ్ చేస్తునట్టు ఉంది ప్రభాస్ ఫేస్,
C002962,Roman Telugu,Hate Speech,moorthi garu meeku unnabaadha andarikee ardhamayyethe baagundunu,
C002965,Roman Telugu,Hate Speech,Akka jagarthaa aaa pawala gadi tho room Loki lakkoni veltaduuu,
C002967,Tanglish,Hate Speech,"Adhu eppdi surya,vikram lam getup change panna wig vecha paravalayan... Vijay vecha bald head ah..... Grow up guys.....",
C002970,Tanglish,Offensive,Idhuku munnadi vandha teaser evalvo paravala idhu romba mokkaya irukku,
C002971,Roman Telugu,Hate Speech,venaka vesindi kaadu gaani entha kharch chestunnado cheppu amma,
C002972,Tanglish,Offensive,"Konjam #Krrish, Konjam #Gentleman appuram Mazhai saarala #DarkKnightRises Appuram kothamalli karuveppilai (Comedy & Songs)",
C002976,Tamil,Hate Speech,ஒத்தா குருமா தம்பிங்க வாயில வச்சுக்கங்க ஆம்பளையா பொறந்திருந்தா ஒரு பறையன் ஒரு சக்கிலி பொண்ணு கல்யாணம் பண்ணுடா பார்க்கலாம் அப்ப மட்டும் ஏன் உங்க சமத்துவம் இருக்குதா என்ன,
C002977,Kanglish,Offensive,La video ako su.....।,
C002978,Roman Telugu,Hate Speech,idhi maatram correct brow aayana gelavadam maki avasaram simple gaa cheppalantenismga aayana dabbulu sampadinchalante yearly 100 crores cinemallone eejeega earn cheyagaladuyevadiki dabbulu longaalsina avasaram ledhu,
C002981,Roman Telugu,Hate Speech,em lanjakodukulu rs meeru,
C002983,Tanglish,Offensive,Bigil kuda motha thayar pola alu,
C002987,Tamil,Hate Speech,உடனே பாடத்தை நிர்த்து அந்த முகம் இல்லைஇந்த 🤦 முகம்,
C002999,Roman Telugu,Hate Speech,Ree babu Nani GA neku eaduku Ra avasaram vajaya Sai chappali ha visayam nevu eaduku neku avasaram eamiti,
C003002,Tanglish,Offensive,"theater ku poraven ellathukum readya pongada, kandipa first AID box kondu ponga kathu kilinji retham vandalum varum",
C003003,Kanglish,Offensive,S SHETTY yak uribeku.,
C003014,Kannada,Offensive,ಸೂಪರ್ tune,
C003016,Roman Telugu,Hate Speech,mahesh anna comedy timing super jai mahesh annaiah,
C003018,Telugu,Hate Speech,పేద బిడ్డల కోసం చేస్తున్న మీరు చేస్తున్న కృషి అభనందనీయం,
C003020,Tamil,Hate Speech,Al Vijay in சரியான பழி வாங்கல்,
C003023,Tanglish,Offensive,"Idhumadhiri Padam yedunga Da, engal veetu pillia ungal veetu Pillai nu aaraicha, aaraicha Maavey araikadhinga",
C003030,Tanglish,Offensive,Disliked road to 100 k dislike🤙🤣,
C003031,Telugu,Hate Speech,ఆహా సూపర్ mr khan హిందూ దేవతలను అన్న వారితో కూడా క్షమాపణ చెప్పించండి అప్పుడే మీ నిజాయితీ ని నమ్ముతా,
C003033,Kanglish,Offensive,Yes agreed first time keldaga 🤦‍🤦‍🤦‍ ansituu but 4-5 keldaga agoitu,
C003036,Roman Telugu,Hate Speech,"Roja garu ituvanti baddu, biraagilanu interview , mee dignity thagguthadi, ituvanti vaaru samaajaniki cheeda purugulu",
C003038,Roman Telugu,Hate Speech,veli metro station lo padeyandi,
C003042,Roman Telugu,Hate Speech,anna nuvva chaalaa baagaa chesavu,
C003044,Tanglish,Offensive,Can't wait to see Feeling #Thalapathy64....Lokesh uuu Nee vaaya vaaya.....Ithey fire oda vaa....,
C003050,Roman Telugu,Hate Speech,gorantla madav issues said chyadaniki genasena nee kelikaaru eppatu lane,
C003052,Tanglish,Offensive,Hahahahaha... Thalaivaaaaaa... Ipo enna panna porom... Theatera kilichi thonga vida porom,
C003057,Telugu,Hate Speech,అడగాలే కానీ ఏదైనా ఇచ్చే అన్నయ్య అవుతా లైన్ ఎంతమందికి ఇష్టం,
C003079,Tanglish,Offensive,Edhukum nadodigal 1 ku ennada sambandam,
C003088,Roman Telugu,Hate Speech,Ali double meaning gadu..cheppu debba padali,
C003091,Tanglish,Hate Speech,sadhi sadhi nu enda ippadi padam yedukkuringa,
C003094,Tanglish,Offensive,1:22 inga oru kuthu 2:29 anga oru kuthu Adei aadhi,
C003098,Tanglish,Offensive,bro unga padam bigila vita nalla hittakanum. ....sangatamilan,
C003100,Tanglish,Hate Speech,ANIL KUJAY FANSS KE SERUPADI HAHAHA,
C003109,Roman Telugu,Hate Speech,mea vaadu maa vaadu mana andarivaadaina power pawan kalyan garki janmadina subhaakaankshalu,
C003112,Tamil,Hate Speech,இங்க வீரம் பேசிட்டு திமுக கூட்டனிக்கு ஓட்டு போடுங்க . அந்த செல்வாக்கில் சுடலை சரக்கு மிடுக்கு கும்பளை mp ஆக்கி டெல்லி வரை வளர்த்து விடுவார்கள் . நாடக காதலை வளர்ப்பது திராவிட கும்பல் தான் . அவர்களுக்கு குடுக்கும் அதரவு மறைமுகமாக நாடக காதலுக்கு அதரவு .. அசுரனுக்கு அதரவு சொன்ன சுடலை இந்த படத்தை பற்றி சொல்லும் கருத்தை பொருத்து பாருங்கள் .,
C003117,Roman Telugu,Hate Speech,Bidda evaroo erripuka la unnadu,
C003119,Roman Telugu,Hate Speech,"Thumbnail marchuko bro ayana CI,SI kaadhu me veiws kosam edhanna pedtharu",
C003121,Tanglish,Offensive,"High voltage naadi, narambu, rathathile ooripona oru veriyanukkuthan thalaivare ippadi azhagupakkamudiyum..",
C003122,Roman Telugu,Hate Speech,Manchi cinema ni prathi okkaru aadaristaruall the best nikhil have a bright future,
C003124,Tanglish,Offensive,1:20 Ena Da Panni Vachirukinga Dai,
C003125,Telugu,Hate Speech,ఇలా వాగే ఛీ అని పరిశ్రమ పెద్దలు దూరంగా పెట్ట రు మహేష్ మళ్ళీ దరిద్రని మళ్ళీ స్టేజీ మీదకు తెచ్చాడు 20సం చిరు చాలా నష్టపోయారు,
C003135,Kanglish,Offensive,Koriya du kanappa pubg 🤣🤣 thilko first,
C003137,Roman Telugu,Hate Speech,evvarem anukunna nijaanni nirbhayam gaa cheppadam loo meeru taggedele guruvu garu,
C003139,Tanglish,Offensive,"Shankar , thappu pannitinga Akshay Kumar Ku bathila Sivakumar a villain a choose pannirntha innum Nalla irundhurukkum",
C003143,Tanglish,Offensive,Intha teasera pathu mokkanu sonnavellam mokkapasangada,
C003145,Tanglish,Hate Speech,Idhu maari Eththana Padam vandhalum naadu apdiye dha irukkum one and only reason is Kevalamaana Sattam mattum dha,
C003155,Telugu,Hate Speech,గురువు గారి అవేదనలో అర్థం ఉందిమీకు నేను మనస్పూర్తిగా పాదాభివందనం చేస్తున్న,
C003161,Tanglish,Offensive,Ilayaraja anmai enga pochu nu theriyala,
C003169,Tanglish,Offensive,"Yenna Valava, pudhu item ah adichirukaanuva pola :-p",
C003170,Tamil,Offensive,"அப்படியே நீங்க பேண்ட மலத்தை நீங்களே அள்ளுங்கடா,",
C003171,Roman Telugu,Hate Speech,nakenti bhaiyya nazria matladutunte manchu akka matladtunattundi,
C003176,Roman Telugu,Hate Speech,Anna nv janasena lo join antha AP lo Next level untad,
C003180,Roman Telugu,Hate Speech,devi Anni adugu bed room lo evaru first,
C003182,Tanglish,Offensive,Pottai Ajith Fans Vanthamaa Dislikes Pothama Pothikithu Ponama Irunga Ilana NExt Unga Toppa Padam Teaser Varum Pothu Dislikes Therikkum Pathukugada... Dislikes Poda Vaaku Illa Neegalam Ethuku Da Uyiroda Irukinga Konjam Urine Yeh Vangi Kudingada Vijay Fans Kitta.,
C003191,Roman Telugu,Hate Speech,boothu ki care of address ayina anasuya garu boothu gurinchi maatlaaduthundhi... wah wah!,
C003192,Roman Telugu,Hate Speech,pavithratho pavitrabhandam praarambhinchina pavitra naresh,
C003193,Telugu,Hate Speech,నీటి యువతను పాడు చేసేవి ఇలాంటివే,
C003198,Tanglish,Hate Speech,Ellaam nalla irukku... intha punch dialoges ninachaa thaan pakkunu irukku.....,
C003203,Kanglish,Offensive,Adarsh Sagar suppre,
C003205,Tanglish,Hate Speech,Padam oothapoguthu... Niraya padam intha maari vanthu poiduchu,
C003210,Kanglish,Offensive,Yakandre sariyagi promotion madilla,
C003214,Tanglish,Offensive,Shankar oru scientist nasa la work panna vendiya varu cinimala work pandraru.,
C003217,Tanglish,Offensive,JEYAM RAVI ya hero va potrundha nalla irukum nu nenaikiravanga....like pannunga...,
C003219,Kanglish,Offensive,Rashmika urkoo rashmika haters like herenRakshith sheety,
C003223,Tanglish,Offensive,Mokkakola pasi paavam ethachu kudunga sethura poran,
C003227,Tanglish,Hate Speech,Eppadiyum Padam Oothikka Thaan Poguthu,
C003234,Kanglish,Hate Speech,Unlikers Ella chinos appang huttid sulemaklu irbek,
C003236,Tanglish,Offensive,Vijay fans manasatchiye illama dislike panringaleyy da,
C003239,Roman Telugu,Hate Speech,Telugu tamil industry la ki break dance nerpindhe prabhudevameru evergreen dancer sir,
C003246,Telugu,Hate Speech,NTR గారి జీవిత చరిత్ర రాస్తా అని చెప్పి ఆయన జీవితాన్నే మార్చేసావ్ కదే తల్లి Bad చాప్టర్ ఇన్ NTR లైఫ్.,
C003250,Roman Telugu,Hate Speech,block saarii loo baagundi,
C003256,Tanglish,Offensive,"Thala fans laam , Podraa like aaa.....",
C003263,Tanglish,Offensive,thalaivar voice mattum konjam avaroda age kaatikodukuthungravanga like podunga,
C003275,Tanglish,Hate Speech,Dislikes Poda Epdi Da Ungalukku Kai Varuthu Dislike Poatta Yellaroda Amma Silukku Da Silukku Da Silukku Da............,
C003278,Tanglish,Offensive,Sotta thala rajini kili kili kili,
C003279,Tanglish,Hate Speech,Adhella right dha aana eandha thappum pannama True ah caste mari love pannu na apdiye sethuvachiruvingala Appo vum jadhi veripidichu aduthavan sunniyadhana da oombuvinga ...,
C003283,Kanglish,Hate Speech,bere language comment madbedro huligala,
C003285,Tanglish,Offensive,Akshay kumar get uP looks like sakthimaan villan..,
C003287,Tanglish,Offensive,Disappointing.... Kangana doesn't suit for our Amma,
C003290,Tanglish,Offensive,ethu satha petta ella marna petta,
C003292,Tanglish,Offensive,Are u virgin ngrathu mass dialogue ahm...ennada unga akkaporukku alave illa...,
C003294,Kanglish,Offensive,Nanage nambalu sadyavaguttilla ...adakkagi ondu balavada karana athava kuruhu beku next vedio dalli haki I am waiting,
C003295,Tanglish,Hate Speech,Enada padam eduthu vachuruka ennum ethana nalaiku tha epdi mutta payalukala sutha porinkanu terla,
C003296,Telugu,Hate Speech,గురువు గారు ఆ చీఫ్ నిక్కర్ లో కూడా కల్తీ కాల్పుతున్నరు... ప్రతి కోటర్ లో కూడా..... ది నమ్మ జీవితం,
C003300,Kanglish,Offensive,K K nin Amman thika nayi keyya dagaar darshan elladru neenu huttakintha munche nin appan munche koting kottidda ansutte soole magne nin amman dengaa,
C003309,Roman Telugu,Hate Speech,dantha prasanth kishore plan tress valle mulla reddy meeda attack chesinru simpathy kosam kavalane revant reddy nee blame chestunnaru intaku mundu srinivas gaud meeda daadi chesaaru ani drama chesaaru ippudu mulla reddy vanthu,
C003317,Tanglish,Hate Speech,Plants vs zombies music maathiri irukku,
C003320,Tamil,Hate Speech,"1hoursசார்கார்159k ,liks 1hoursவிசுவாசம்175k,,likes 1 hourskaappaan Teaser155k likes here's",
C003325,Roman Telugu,Hate Speech,Bokka laga vundhi movie 2 nd half lekapothe movie oka sari kuda chudalem,
C003334,Roman Telugu,Hate Speech,Avasaram a vadiki,
C003343,Tanglish,Offensive,poda punda ajith oru sap sap ke tA riukata rimeu pa ajith oru kuda,
C003347,Tanglish,Offensive,Sir next film also seme mokke,
C003350,Tanglish,Offensive,No doubt utterflop like another Puli,
C003351,Telugu,Hate Speech,మీరు సూపర్ సార్.... బూతులు మాట్లాడటం కొరకు mla / minister పదవి చేస్తున్నారు..... బూతుల రాయుడు,
C003360,Telugu,Hate Speech,మీ సాహసానికిమీ సంస్కారానికి కోటి దండాలు,
C003362,Kanglish,Offensive,R hu bro name halmodakke,
C003374,Roman Telugu,Hate Speech,"Sudheer garu na presna pedha pedha star la ke ,e, bild up undadhu nuv chala chestunav Nee kanna get up srinu baga chestaru Srinu annake big screen ki face ki correct bagutundhi",
C003385,Tamil,Offensive,இந்த மாதிரி ஒரு படம் வேண்டும் அப்பதான் நாடககாதல் திருமாவளவன் செருப்பால் அடித்து படம்,
C003386,Tanglish,Hate Speech,Pokkiri raja jeeva movie concept anga kottavi Inga siripu,
C003387,Telugu,Hate Speech,అన్ని ఇచ్చేయాల్సింది బ్రదర్ ఒంటి మీద ఏమి లేకుండా sigu lenu edava laga,
C003388,Tanglish,Offensive,Trailer lam nalla irukku...!! Aana padatha release panna maatringale pa.....,
C003390,Tanglish,Hate Speech,"Pongada, poi pulla kutiya paadikavayingda. Love love love love:- tensions of India vaa poochae",
C003396,Tanglish,Offensive,Indha music ka yengayo Keta mathiri iruke aahh idhu Alice music,
C003403,Telugu,Hate Speech,అయ్య ఎంపీ గారు నీ మీద వీడియో ఎవరో కుట్రలుచేసి వైరల్ చేస్తే నువ్వు కేసు పెట్టాలికానీ ఎవడో అభిమాని కేసు పెట్టుడేంది ఖవరింగ్ లొద్దు,
C003405,Tanglish,Offensive,Ungalukku comfortable uh illlana trailera paakama irunga ......ayayo idhu nalla irke ....kola gaandu la irken,
C003407,Roman Telugu,Hate Speech,Thanu hug theesukone style lo kuda friendlyness undi thappa lust ledhu,
C003409,Kannada,Offensive,ಹೌದು ಹುಲಿಯಾ 🤣🤣,
C003410,Telugu,Hate Speech,మా అడ్డపిల్లలు కి నీ చూసే అదృష్టం ఉండదు కాబట్టి ఇలా చూసినందుకు ధన్యవాదాలు తెలుపుకుంటున్నాను,
C003411,Roman Telugu,Hate Speech,noti tegulu ani rasav kadara mea chhaanal kannah noti tegulu evarikee untaadi,
C003417,Roman Telugu,Hate Speech,rahul gandhi and lokesh pappu vallu,
C003425,Roman Telugu,Hate Speech,rajinikanth gaaritho open heart programme chuudaalani undhi,
C003431,Roman Telugu,Hate Speech,tc rate penchadam kadu...udyamalu cheyakunda... employees kastapadithe development avutundi...,
C003438,Roman Telugu,Hate Speech,Sodi akkuvuga undi matter ledu doubt hey,
C003448,Tanglish,Offensive,yanavena dislike pannugada but unga thakuthi 80 k only,
C003452,Roman Telugu,Hate Speech,Shooting leka mind dobbindi .court should consider this issue .if students take him as inspiration then what will happen. Is it correct .pls consider it,
C003455,Roman Telugu,Hate Speech,kani ekkuva chesthe alasata weakness body peragaka povadam teenage loo tarvaata kuudaa face paina gaddalu pimples ravadam nizambettar keep it twotri times aaa weakget bussy and focus aan your studies and career guys,
C003456,Roman Telugu,Hate Speech,anta chiragga vunte stage meeda kii endukellar saar,
C003457,Roman Telugu,Hate Speech,yea mobile loo teesav brow clarity baagundi,
C003458,Kanglish,Offensive,Rashmika andre yaru guru nThukali sule edalala avle erboda,
C003461,Tanglish,Offensive,Intha Diwali BIGIL Diwali dan Theriya vendiyathu eilla Ketkalaaaa Sathamaaaaaa Podra vettu intha Diwali BIGIL Diwali,
C003462,Tanglish,Offensive,Sirappo sirappu mass's daaaaaaaaa thalaivarayum avar attaththaiyum pakkaththan poringa,
C003465,Roman Telugu,Hate Speech,nter garu rock abba acting loo king,
C003468,Roman Telugu,Hate Speech,Nvvu first e channel dheni kosam pettinav kcr kosama peoples ki emaina prayojanam vundhara entha sepu kcr sanka nakuthunna,
C003469,Roman Telugu,Hate Speech,NTR & RC Fans kuda troll cheyali because Vijay devarakonda indirectly targeted NTR & RC on the day of liger trailer release. Konda meeku ma Nanna thata teliyadu ani anadu Naku vijay devarakonda disaster movies telusu,
C003471,Telugu,Hate Speech,గుద్దు గుద్దు మామిడి,
C003474,Tanglish,Offensive,Padam oodumma ? Illa mugamodi Mari aagirumma?,
C003483,Roman Telugu,Hate Speech,elections kii mundu enni hamlin ichindi tress avvani emayinayi nuvvu chesthe chamatkar verevaallu chesthe balatkarannattu undhi,
C003485,Kanglish,Offensive,Sir kfi ha kochkondu ogtayda.,
C003493,Tanglish,Offensive,Dai yenna daa padam edhuthu vachu erukinkaaa otha vetrimaran ahaa adichuka ale Ella pooo,
C003495,Roman Telugu,Hate Speech,annaaaa navvi navvi stomach pain vachindi,
C003497,Roman Telugu,Hate Speech,india loo puttinanduku chaalaa santoshamgaa garwanga undhi atleast manaki ikkada freedom undhi aadavaallaki,
C003500,Tanglish,Offensive,Ajith kelava thaatha Andhra ku odiru,
C003505,Tamil,Hate Speech,பெண்களை தவறாக பயன்வுபடுத்தும் நாய்கள் எந்த சாதியாக இருந்தாலும் கண்டிக்கத்தக்கதே. இதை ஒரு சாதியினர் மட்டும்தான் செய்கிறார்கள் என்று சொல்லமுடியாது (உ: பொள்ளாச்சி சம்பவம்). சாதியை இழிவு படுத்தாது நல்ல விழிப்புணர்வு ஏற்படுத்த இது போன்ற படங்கள் வெற்றியடைய வாழ்த்துக்கள்.,
C003515,Telugu,Hate Speech,మంగ్లీ పాడిన పాటలు అన్నీ ఒకేలాగనే అనిపిస్తున్నాయి పెద్ద డిఫరెంట్ ఏమీ లేదు,
