comment_id,platform,platform_original,comment,language,script,english_translation,translation_status,category,category_original,label,severity,toxicity_score,sentiment
C011985,YouTube,YouTube,"ఊరికే చెప్తున్నా, నీలాంటి వాళ్ళకి అటెన్షన్ ఇవ్వకూడదు అసలు సీరియస్‌గా. 😢",Telugu,Telugu,"just saying, people like you shouldn't be given any attention at all seriously.",translated,Offensive,Offensive,1,Medium,0.63,Neutral
C011986,Other,ShareChat,"Okka maata, Ilanti awareness karyakramalu college-lalo kuda jaragali Arthamaindha? ??",Roman Telugu,Roman,"one thing, awareness programs like this should happen in colleges too got it?",translated,Safe,Neutral,0,Low,0.11,Positive
C011987,Other,Koo,"One thing, feminists are ruining society remember this. #WomenSafety",English,Roman,"one thing, feminists are ruining society remember this.",not_required_english,Hate Speech,Hate,2,High,0.55,Negative
C011988,X,Twitter/X,"ఏయ్, ఇంత మంచి లుక్ ఉన్న అమ్మాయిని ఇగ్నోర్ చేయలేను ఇది ఫైనల్. 🔥",Telugu,Telugu,"hey, I can't ignore a girl who looks this good this is final.",translated,Sexual Harassment,Misogyny,3,High,0.64,Neutral
C011989,Other,Telegram,"ఇలా చూడు, నువ్వు మాట్లాడేది ఎప్పుడూ అర్థం లేకుండా ఉంటుంది ఇది నిజం. #WomenSafety",Telugu,Telugu,"see here, what you say never makes any sense this is true.",translated,Offensive,Offensive,1,Medium,0.59,Negative
C011990,YouTube,YouTube,"Urike cheptunna, Naa whatsapp-ki add chesuko, private-ga maatladadam Ok na? #WomenSafety",Roman Telugu,Roman,"just saying, add me on WhatsApp, let's talk privately ok?",translated,Sexual Harassment,Misogyny,3,High,0.89,Neutral
C011991,YouTube,YouTube,"Hey, seeing people like this doesn't even evoke pity got it?",English,Roman,"hey, seeing people like this doesn't even evoke pity got it?",not_required_english,Offensive,Offensive,1,Medium,0.63,Negative
C011992,YouTube,YouTube,"Vinu, Ee chorava valla chalamandiki dhairyam vastundi Nammu nannu. 🔥",Roman Telugu,Roman,"listen, this initiative gives a lot of people courage trust me.",translated,Safe,Neutral,0,Low,0.03,Neutral
C011993,X,Twitter/X,"Nijam cheppalante, Nee number naaku ippatike telusu, palakariste tappa Nammu nannu. !!!",Roman Telugu,Roman,"honestly, I already know your number, is it wrong to say hi trust me.",translated,Sexual Harassment,Misogyny,3,High,0.65,Negative
C011994,YouTube,YouTube,"Nijam cheppalante, Ee comment chusi reply ivvakapothe nee DM-ki vasta",Roman Telugu,Roman,"honestly, if you don't reply to this comment I'll come to your DM",translated,Sexual Harassment,Misogyny,3,High,0.85,Negative
C011995,YouTube,YouTube,"Hey, information like this on cyber safety is needed by many people remember this. 😔",English,Roman,"hey, information like this on cyber safety is needed by many people remember this.",not_required_english,Safe,Neutral,0,Low,0.12,Neutral
C011996,Other,Koo,"చూడు, ఆడవాళ్ళకి నెట్ యాక్సెస్ ఇవ్వడమే పెద్ద తప్పు అర్థమైందా? ??",Telugu,Telugu,"look, giving women internet access itself was a big mistake got it?",translated,Hate Speech,Hate,2,High,0.7,Negative
C011997,Other,Instagram,"Listen, seeing people like this doesn't even evoke pity this is final. 😢",English,Roman,"listen, seeing people like this doesn't even evoke pity this is final.",not_required_english,Offensive,Offensive,1,Medium,0.41,Neutral
C011998,YouTube,YouTube,"మావా, ప్రతి మహిళ సురక్షితంగా ఉండాలి గుర్తు పెట్టుకో. ...",Telugu,Telugu,"bro, every woman deserves to feel safe remember this.",translated,Safe,Neutral,0,Low,0.14,Positive
C011999,YouTube,YouTube,"Just saying, feminists are ruining society really. 😡",English,Roman,"just saying, feminists are ruining society really.",not_required_english,Hate Speech,Hate,2,High,0.71,Negative
C012000,YouTube,YouTube,ఇంకో సెల్ఫీ పెట్టు కాస్త క్లోజప్‌గా ఇది ఫైనల్. ...,Telugu,Telugu,"post another selfie, closer this is final.",translated,Sexual Harassment,Misogyny,3,High,0.79,Neutral
C012001,YouTube,YouTube,"ఒక్క మాట, నువ్వు లేకపోతే ఈ పేజీ అంత ఇంట్రెస్టింగ్‌గా ఉండదు నిజంగా. 😔",Telugu,Telugu,"one thing, without you this page wouldn't be this interesting really.",translated,Sexual Harassment,Misogyny,3,High,0.63,Neutral
C012002,Other,Koo,"Nijam cheppalante, Vellandaru okkate, attention kosame idantha chestaru Arthamaindha?",Roman Telugu,Roman,"honestly, they're all the same, doing all this just for attention got it?",translated,Hate Speech,Hate,2,High,0.66,Negative
C012003,YouTube,YouTube,"Just saying, have you lost your mind, talking like this that's it. 😢",English,Roman,"just saying, have you lost your mind, talking like this that's it.",not_required_english,Offensive,Offensive,1,Medium,0.54,Negative
C012004,YouTube,YouTube,"Vinu, Adavallu social media-lo undakudadu Anthe. ...",Roman Telugu,Roman,"listen, women shouldn't even be on social media that's it.",translated,Hate Speech,Hate,2,High,0.6,Negative
C012005,Other,Telegram,"By the way, Ilanti vallani seriously-ga theesukovalsina avasarame ledu 😤",Roman Telugu,Roman,"by the way, there's no need to take people like this seriously at all",translated,Hate Speech,Hate,2,High,0.71,Negative
C012006,YouTube,YouTube,"By the way, think a little before you speak really. 😤",English,Roman,"by the way, think a little before you speak really.",not_required_english,Offensive,Offensive,1,Medium,0.38,Neutral
C012007,X,Twitter/X,"Urike cheptunna, Nuvvu maatladedi eppudu artham lekunda untundi Arthamaindha? 😔",Roman Telugu,Roman,"just saying, what you say never makes any sense got it?",translated,Offensive,Offensive,1,Medium,0.65,Negative
C012008,Other,Facebook,"నిజం చెప్పాలంటే, చట్టపరమైన హక్కుల గురించి ఇలాంటి సమాచారం చాలా విలువైనది",Telugu,Telugu,"honestly, information like this on legal rights is very valuable",translated,Safe,Neutral,0,Low,0.02,Neutral
C012009,Other,Facebook,"Chudu, Feminists valle samajam padaipotundi Seriously-ga.",Roman Telugu,Roman,"look, feminists are ruining society seriously.",translated,Hate Speech,Hate,2,High,0.61,Negative
C012010,YouTube,YouTube,"చూడు, ఈ చొరవ వల్ల చాలామందికి ధైర్యం వస్తుంది నిజంగా. 🔥",Telugu,Telugu,"look, this initiative gives a lot of people courage really.",translated,Safe,Neutral,0,Low,0.1,Neutral
C012011,YouTube,YouTube,"By the way, Ee post delete cheyakapothe nee family-ki kuda telustundi Seriously-ga. 😤",Roman Telugu,Roman,"by the way, if you don't delete this post, your family will also find out seriously.",translated,Threat,Threat,4,High,0.96,Negative
C012012,YouTube,YouTube,"Honestly, it's because of women like these that men suffer smh",English,Roman,"honestly, it's because of women like these that men suffer",not_required_english,Hate Speech,Hate,2,High,0.83,Negative
C012013,X,Twitter/X,"One thing, every girl should know safety tips like these got it? 🙄",English,Roman,"one thing, every girl should know safety tips like these got it?",not_required_english,Safe,Neutral,0,Low,0.08,Neutral
C012014,YouTube,YouTube,"Okka maata, Nuvvu lekapothe ee page antha interesting-ga undadu 😤",Roman Telugu,Roman,"one thing, without you this page wouldn't be this interesting",translated,Sexual Harassment,Misogyny,3,High,0.73,Negative
C012015,YouTube,YouTube,"విను, వేస్ట్ ఫెలో, ఎందుకు ఇలాంటి పోస్ట్ పెడతావు సీరియస్‌గా.",Telugu,Telugu,"listen, waste fellow, why do you post nonsense like this seriously.",translated,Offensive,Offensive,1,Medium,0.55,Negative
C012016,Other,Facebook,"Nijam cheppalante, Mahila bhadratha appslanu download chesukovadam manchidi Idi nijam. !!!",Roman Telugu,Roman,"honestly, downloading women's safety apps is a good idea this is true.",translated,Safe,Neutral,0,Low,0.14,Positive
C012017,X,Twitter/X,"Vinu, Vellandaru chesedi kevalam drama-ne Nammu nannu. ...",Roman Telugu,Roman,"listen, all they do is drama trust me.",translated,Hate Speech,Hate,2,High,0.77,Negative
C012018,Other,Koo,I even know where your school/office is that's it. 🙄,English,Roman,I even know where your school/office is that's it.,not_required_english,Threat,Threat,4,High,0.83,Negative
C012019,Other,ShareChat,"ఏయ్, ఇలాంటి పాజిటివ్ కంటెంట్ ఇంకా రావాలి ఓకే నా?",Telugu,Telugu,"hey, we need more positive content like this ok?",translated,Safe,Neutral,0,Low,0.08,Neutral
C012020,YouTube,YouTube,"Urike cheptunna, Neelanti vallu valle social media padaipoyindi Nijanga. 🔥",Roman Telugu,Roman,"just saying, people like you have ruined social media really.",translated,Offensive,Offensive,1,Medium,0.63,Negative
C012021,Other,Telegram,"Listen, talking about women's safety is very important really. 😤",English,Roman,"listen, talking about women's safety is very important really.",not_required_english,Safe,Neutral,0,Low,0.07,Neutral
C012022,YouTube,YouTube,"వీళ్ళందరూ ఒక్కటే, అటెన్షన్ కోసమే ఇదంతా చేస్తారు",Telugu,Telugu,"they're all the same, doing all this just for attention",translated,Hate Speech,Hate,2,High,0.62,Negative
C012023,Other,Facebook,"Ila chudu, Inta manchi look unna ammayini ignore cheyalenu Gurthu pettuko. ...",Roman Telugu,Roman,"see here, I can't ignore a girl who looks this good remember this.",translated,Sexual Harassment,Misogyny,3,High,0.76,Negative
C012024,X,Twitter/X,"Okka maata, Nee lanti ammayilu naa messages-ki reply ivvali kada Gurthu pettuko.",Roman Telugu,Roman,"one thing, girls like you should reply to my messages right remember this.",translated,Sexual Harassment,Misogyny,3,High,0.67,Neutral
C012025,YouTube,YouTube,"By the way, don't know whether to laugh or cry seeing this remember this. ??",English,Roman,"by the way, don't know whether to laugh or cry seeing this remember this.",not_required_english,Offensive,Offensive,1,Medium,0.4,Negative
C012026,Other,ShareChat,"Just saying, it's because of women like these that men suffer trust me. ...",English,Roman,"just saying, it's because of women like these that men suffer trust me.",not_required_english,Hate Speech,Hate,2,High,0.67,Negative
C012027,YouTube,YouTube,"నిజం చెప్పాలంటే, నీ నెంబర్ బ్లాక్ చేసినా నిన్ను వెతికే మార్గం నాకు తెలుసు అర్థమైందా? ??",Telugu,Telugu,"honestly, even if you block my number, I know how to find you got it?",translated,Threat,Threat,4,High,0.93,Negative
C012028,YouTube,YouTube,"బై ద వే, ప్రతి అమ్మాయికి ఇలాంటి సేఫ్టీ టిప్స్ తెలియాలి నిజంగా. ...",Telugu,Telugu,"by the way, every girl should know safety tips like these really.",translated,Safe,Neutral,0,Low,0.04,Neutral
C012029,YouTube,YouTube,"ఊరికే చెప్తున్నా, నిన్ను చూసినప్పుడల్లా ఇలాంటివి అనిపిస్తున్నాయి, డిఎం చెయ్యి అర్థమైందా? 😤",Telugu,Telugu,"just saying, every time I see you I feel like this, DM me got it?",translated,Sexual Harassment,Misogyny,3,High,0.87,Negative
C012030,X,Twitter/X,"Just saying, every girl should know safety tips like these really. 😢",English,Roman,"just saying, every girl should know safety tips like these really.",not_required_english,Safe,Neutral,0,Low,0.09,Neutral
C012031,YouTube,YouTube,"Mava, Mahilala bhadratha gurinchi ilanti awareness chala avasaram Gurthu pettuko. ??",Roman Telugu,Roman,"bro, awareness like this about women's safety is very much needed remember this.",translated,Safe,Neutral,0,Low,0.03,Positive
C012032,YouTube,YouTube,"Vinu, Em buddhi lekunda maatladatav nuvvu Nijanga. ??",Roman Telugu,Roman,"listen, you talk with absolutely no sense really.",translated,Offensive,Offensive,1,Medium,0.57,Negative
C012033,YouTube,YouTube,"ఇలా చూడు, నా మాట వినకపోతే నీ లైఫ్ కష్టం చేస్తా నిజంగా. 😔",Telugu,Telugu,"see here, if you don't listen to me, I'll make your life difficult really.",translated,Threat,Threat,4,High,0.94,Negative
C012034,YouTube,YouTube,"Okka maata, Mahila bhadratha appslanu download chesukovadam manchidi Nammu nannu. 😤",Roman Telugu,Roman,"one thing, downloading women's safety apps is a good idea trust me.",translated,Safe,Neutral,0,Low,0.05,Positive
C012035,Other,Telegram,"Hey, Neetho ontariga time spend cheyalani undi Seriously-ga. smh",Roman Telugu,Roman,"hey, I want to spend time alone with you seriously.",translated,Sexual Harassment,Misogyny,3,High,0.78,Neutral
C012036,YouTube,YouTube,"Look, where did you learn such trashy thinking got it? 🙄",English,Roman,"look, where did you learn such trashy thinking got it?",not_required_english,Offensive,Offensive,1,Medium,0.59,Negative
C012037,YouTube,YouTube,"బై ద వే, ఒక్కసారి మీట్ అవ్వొచ్చా, ఏమీ చేయను ప్రామిస్ ఓకే నా? 🙄",Telugu,Telugu,"by the way, can we meet once, I won't do anything, promise ok?",translated,Sexual Harassment,Misogyny,3,High,0.77,Negative
C012038,Other,Koo,"By the way, Ilanti content pettevallu andaru oke rakam Ok na? 🔥",Roman Telugu,Roman,"by the way, everyone who posts content like this is the same kind ok?",translated,Hate Speech,Hate,2,High,0.85,Negative
C012039,Other,Facebook,"మావా, ఆడవాళ్ళకి నెట్ యాక్సెస్ ఇవ్వడమే పెద్ద తప్పు 😡",Telugu,Telugu,"bro, giving women internet access itself was a big mistake",translated,Hate Speech,Hate,2,High,0.65,Negative
C012040,YouTube,YouTube,"ఊరికే చెప్తున్నా, నువ్వు ఎక్కడ ఉంటావో నాకు తెలుసు, జాగ్రత్త 😡",Telugu,Telugu,"just saying, I know where you live, be careful",translated,Threat,Threat,4,High,0.92,Negative
C012041,YouTube,YouTube,"See here, schools should conduct classes on cyber safety this is true. 😔",English,Roman,"see here, schools should conduct classes on cyber safety this is true.",not_required_english,Safe,Neutral,0,Low,0.04,Positive
C012042,YouTube,YouTube,"విను, ఇలాంటి అవగాహన కార్యక్రమాలు కాలేజీల్లో కూడా జరగాలి ఇది నిజం. 😡",Telugu,Telugu,"listen, awareness programs like this should happen in colleges too this is true.",translated,Safe,Neutral,0,Low,0.07,Positive
C012043,YouTube,YouTube,"Nijam cheppalante, Ilanti helpline numbarlu andariki teliyajeyali",Roman Telugu,Roman,"honestly, helpline numbers like this should be made known to everyone",translated,Safe,Neutral,0,Low,0.03,Positive
C012044,Other,ShareChat,"ఇలా చూడు, మహిళా భద్రతా యాప్‌లను డౌన్‌లోడ్ చేసుకోవడం మంచిది ఇది నిజం. 😤",Telugu,Telugu,"see here, downloading women's safety apps is a good idea this is true.",translated,Safe,Neutral,0,Low,0.12,Neutral
C012045,Other,ShareChat,"By the way, School-lalo cyber safety gurinchi classulu pettali Anthe. 😢",Roman Telugu,Roman,"by the way, schools should conduct classes on cyber safety that's it.",translated,Safe,Neutral,0,Low,0.13,Positive
C012046,YouTube,YouTube,"Listen, apps like these are very useful for women that's it.",English,Roman,"listen, apps like these are very useful for women that's it.",not_required_english,Safe,Neutral,0,Low,0.12,Neutral
C012047,X,Twitter/X,"Ila chudu, Cyber bhadratha gurinchi ilanti samacharam chala mandiki avasaram Anthe. 😢",Roman Telugu,Roman,"see here, information like this on cyber safety is needed by many people that's it.",translated,Safe,Neutral,0,Low,0.04,Neutral
C012048,YouTube,YouTube,"Hey, Diniki emaina artham unda, waste of time ...",Roman Telugu,Roman,"hey, does this even make sense, total waste of time",translated,Offensive,Offensive,1,Medium,0.62,Negative
C012049,YouTube,YouTube,"Hey, Nee status photo chusina inundi manasulo nuvve unnav 😤",Roman Telugu,Roman,"hey, ever since I saw your status photo, you're on my mind",translated,Sexual Harassment,Misogyny,3,High,0.84,Negative
C012050,YouTube,YouTube,"ఊరికే చెప్తున్నా, నీ లాంటి అమ్మాయిలు నా మెసేజ్‌లకి రిప్లై ఇవ్వాలి కదా ఇది ఫైనల్.",Telugu,Telugu,"just saying, girls like you should reply to my messages right this is final.",translated,Sexual Harassment,Misogyny,3,High,0.76,Negative
C012051,Other,Koo,"Okka maata, Nee voice chala sexy-ga undi, call cheddam raatri Arthamaindha? !!!",Roman Telugu,Roman,"one thing, your voice is so sexy, let's call at night got it?",translated,Sexual Harassment,Misogyny,3,High,0.64,Neutral
C012052,YouTube,YouTube,"బై ద వే, ఎవడు అడిగాడు నీ ఒపీనియన్ నమ్ము నన్ను. 😔",Telugu,Telugu,"by the way, who asked for your opinion trust me.",translated,Offensive,Offensive,1,Medium,0.56,Negative
C012053,Other,Facebook,"ఇలా చూడు, దీనికేమైనా అర్థం ఉందా, వేస్ట్ ఆఫ్ టైమ్ ఓకే నా?",Telugu,Telugu,"see here, does this even make sense, total waste of time ok?",translated,Offensive,Offensive,1,Medium,0.46,Negative
C012054,YouTube,YouTube,"Honestly, don't know whether to laugh or cry seeing this trust me.",English,Roman,"honestly, don't know whether to laugh or cry seeing this trust me.",not_required_english,Offensive,Offensive,1,Medium,0.5,Negative
C012055,YouTube,YouTube,"Ee dress-lo inka baga kanipistavu, inko pose pettu Ok na? #WomenSafety",Roman Telugu,Roman,"you'd look even better in this dress, post another pose ok?",translated,Sexual Harassment,Misogyny,3,High,0.61,Negative
C012056,YouTube,YouTube,"Listen, I already know your number, is it wrong to say hi remember this. !!!",English,Roman,"listen, I already know your number, is it wrong to say hi remember this.",not_required_english,Sexual Harassment,Misogyny,3,High,0.62,Negative
C012057,YouTube,YouTube,"Mava, Vallaki eppudu edo oka complaint untundi anthe Arthamaindha? 😢",Roman Telugu,Roman,"bro, they always have some complaint or the other, that's it got it?",translated,Hate Speech,Hate,2,High,0.71,Negative
C012058,X,Twitter/X,"విను, నువ్వు ఎక్కడ ఉంటావో నాకు తెలుసు, జాగ్రత్త ఓకే నా? 🔥",Telugu,Telugu,"listen, I know where you live, be careful ok?",translated,Threat,Threat,4,High,0.86,Negative
C012059,YouTube,YouTube,"Just saying, who asked for your opinion really. smh",English,Roman,"just saying, who asked for your opinion really.",not_required_english,Offensive,Offensive,1,Medium,0.64,Negative
C012060,YouTube,YouTube,"ఇలా చూడు, మహిళల భద్రత గురించి మాట్లాడటం చాలా ముఖ్యం 😡",Telugu,Telugu,"see here, talking about women's safety is very important",translated,Safe,Neutral,0,Low,0.09,Positive
C012061,X,Twitter/X,"One thing, why are you always so negative trust me. #WomenSafety",English,Roman,"one thing, why are you always so negative trust me.",not_required_english,Offensive,Offensive,1,Medium,0.49,Negative
C012062,YouTube,YouTube,Ee account delete cheyakapothe paryavasanalu teevramga untayi Idi nijam. 🙄,Roman Telugu,Roman,"if you don't delete this account, consequences will be severe this is true.",translated,Threat,Threat,4,High,0.97,Negative
C012063,YouTube,YouTube,"One thing, it's a good sign that police are responding quickly in such cases got it? 😤",English,Roman,"one thing, it's a good sign that police are responding quickly in such cases got it?",not_required_english,Safe,Neutral,0,Low,0.05,Neutral
C012064,YouTube,YouTube,"Bro, waste fellow, why do you post nonsense like this that's it. 😢",English,Roman,"bro, waste fellow, why do you post nonsense like this that's it.",not_required_english,Offensive,Offensive,1,Medium,0.47,Negative
C012065,Other,Telegram,"Mava, Feminists valle samajam padaipotundi Arthamaindha? !!!",Roman Telugu,Roman,"bro, feminists are ruining society got it?",translated,Hate Speech,Hate,2,High,0.6,Negative
C012066,Other,Instagram,"Look, this initiative is great, we need more like this seriously. ??",English,Roman,"look, this initiative is great, we need more like this seriously.",not_required_english,Safe,Neutral,0,Low,0.11,Positive
C012067,YouTube,YouTube,"Okka maata, Ee chorava chala bagundi, inka ilantivi ravali Idi final.",Roman Telugu,Roman,"one thing, this initiative is great, we need more like this this is final.",translated,Safe,Neutral,0,Low,0.02,Positive
C012068,Other,Instagram,"Urike cheptunna, Ee post chalamandiki sahayapadutundi !!!",Roman Telugu,Roman,"just saying, this post will help a lot of people",translated,Safe,Neutral,0,Low,0.11,Positive
C012069,Other,Telegram,"ఊరికే చెప్తున్నా, ఎందుకు అంత నెగెటివ్‌గా ఉంటావ్ ఎప్పుడూ గుర్తు పెట్టుకో. 😢",Telugu,Telugu,"just saying, why are you always so negative remember this.",translated,Offensive,Offensive,1,Medium,0.38,Negative
C012070,YouTube,YouTube,"Ila chudu, Nuvvu maatladedi eppudu artham lekunda untundi Idi nijam. ...",Roman Telugu,Roman,"see here, what you say never makes any sense this is true.",translated,Offensive,Offensive,1,Medium,0.36,Negative
C012071,Other,Instagram,"Just saying, where did you learn such trashy thinking",English,Roman,"just saying, where did you learn such trashy thinking",not_required_english,Offensive,Offensive,1,Medium,0.37,Negative
C012072,Other,Instagram,"Just saying, downloading women's safety apps is a good idea this is true.",English,Roman,"just saying, downloading women's safety apps is a good idea this is true.",not_required_english,Safe,Neutral,0,Low,0.06,Positive
C012073,YouTube,YouTube,"ఏయ్, ఆడవాళ్ళు ఇంట్లో ఉండాలి, ఆన్‌లైన్‌కి రావద్దు అంతే.",Telugu,Telugu,"hey, women should stay home, not come online that's it.",translated,Hate Speech,Hate,2,High,0.66,Neutral
C012074,Other,Koo,"Ila chudu, Nuvvu chala andamga unnavu, naa number istha maatladadam private-ga Nijanga.",Roman Telugu,Roman,"see here, you look so beautiful, let me give you my number, let's talk privately really.",translated,Sexual Harassment,Misogyny,3,High,0.73,Negative
C012075,YouTube,YouTube,"Vinu, Inta manchi look unna ammayini ignore cheyalenu Idi nijam. 😢",Roman Telugu,Roman,"listen, I can't ignore a girl who looks this good this is true.",translated,Sexual Harassment,Misogyny,3,High,0.68,Negative
C012076,Other,Koo,"By the way, Ee community chala supportive-ga undi Arthamaindha? 🙄",Roman Telugu,Roman,"by the way, this community is very supportive got it?",translated,Safe,Neutral,0,Low,0.06,Neutral
C012077,YouTube,YouTube,"ఊరికే చెప్తున్నా, ఈ చొరవ వల్ల చాలామందికి ధైర్యం వస్తుంది ఇది ఫైనల్. #WomenSafety",Telugu,Telugu,"just saying, this initiative gives a lot of people courage this is final.",translated,Safe,Neutral,0,Low,0.14,Neutral
C012078,Other,Facebook,"Okka maata, School-lalo cyber safety gurinchi classulu pettali Idi final. 😔",Roman Telugu,Roman,"one thing, schools should conduct classes on cyber safety this is final.",translated,Safe,Neutral,0,Low,0.13,Positive
C012079,Other,Instagram,"ఏయ్, ప్రతి అమ్మాయికి ఇలాంటి సేఫ్టీ టిప్స్ తెలియాలి ఇది నిజం. 😔",Telugu,Telugu,"hey, every girl should know safety tips like these this is true.",translated,Safe,Neutral,0,Low,0.06,Positive
C012080,Other,Facebook,"Just saying, add me on WhatsApp, let's talk privately this is true. 😤",English,Roman,"just saying, add me on WhatsApp, let's talk privately this is true.",not_required_english,Sexual Harassment,Misogyny,3,High,0.67,Negative
C012081,Other,Telegram,"By the way, Ee post chalamandiki sahayapadutundi ??",Roman Telugu,Roman,"by the way, this post will help a lot of people",translated,Safe,Neutral,0,Low,0.13,Positive
C012082,YouTube,YouTube,Neelanti vallu valle social media padaipoyindi Idi final. 🙄,Roman Telugu,Roman,people like you have ruined social media this is final.,translated,Offensive,Offensive,1,Medium,0.5,Negative
C012083,Other,Koo,"By the way, Feminists valle samajam padaipotundi Idi nijam. 😢",Roman Telugu,Roman,"by the way, feminists are ruining society this is true.",translated,Hate Speech,Hate,2,High,0.79,Neutral
C012084,YouTube,YouTube,ఆడవాళ్ళకి బుద్ధి ఉండదు అందుకే ఇలా పోస్ట్ చేస్తారు నిజంగా. 😡,Telugu,Telugu,"women have no sense, that's why they post like this really.",translated,Hate Speech,Hate,2,High,0.84,Negative
C012085,YouTube,YouTube,"Okka maata, Prathi ammayiki ilanti safety tips teliyali Nammu nannu.",Roman Telugu,Roman,"one thing, every girl should know safety tips like these trust me.",translated,Safe,Neutral,0,Low,0.08,Positive
C012086,YouTube,YouTube,"Hey, downloading women's safety apps is a good idea ok? ??",English,Roman,"hey, downloading women's safety apps is a good idea ok?",not_required_english,Safe,Neutral,0,Low,0.06,Neutral
C012087,YouTube,YouTube,"Bro, women always overreact this is true.",English,Roman,"bro, women always overreact this is true.",not_required_english,Hate Speech,Hate,2,High,0.58,Negative
C012088,YouTube,YouTube,"Okka maata, Waste fellow, enduku ilanti post pedatavu Idi nijam.",Roman Telugu,Roman,"one thing, waste fellow, why do you post nonsense like this this is true.",translated,Offensive,Offensive,1,Medium,0.35,Negative
C012089,YouTube,YouTube,"చూడు, ఇలాంటి ఆడవాళ్ళ వల్లే మగవాళ్ళు బాధపడేది సీరియస్‌గా. 😤",Telugu,Telugu,"look, it's because of women like these that men suffer seriously.",translated,Hate Speech,Hate,2,High,0.61,Negative
C012090,Other,Instagram,"Honestly, girls like you should reply to my messages right ok? 🔥",English,Roman,"honestly, girls like you should reply to my messages right ok?",not_required_english,Sexual Harassment,Misogyny,3,High,0.66,Neutral
C012091,YouTube,YouTube,ఇలాంటి పాజిటివ్ కంటెంట్ ఇంకా రావాలి ఓకే నా? smh,Telugu,Telugu,we need more positive content like this ok?,translated,Safe,Neutral,0,Low,0.04,Positive
C012092,YouTube,YouTube,"Hey, Ee chorava chala bagundi, inka ilantivi ravali #WomenSafety",Roman Telugu,Roman,"hey, this initiative is great, we need more like this",translated,Safe,Neutral,0,Low,0.14,Neutral
C012093,YouTube,YouTube,"Honestly, this video is really useful got it? ??",English,Roman,"honestly, this video is really useful got it?",not_required_english,Safe,Neutral,0,Low,0.1,Positive
C012094,Other,Koo,"విను, నీ లైవ్ చూస్తున్నప్పుడు వేరే ఆలోచనలే వస్తున్నాయి గుర్తు పెట్టుకో.",Telugu,Telugu,"listen, while watching your live, different thoughts keep coming remember this.",translated,Sexual Harassment,Misogyny,3,High,0.67,Negative
C012095,YouTube,YouTube,"Just saying, you should never trust what women say got it?",English,Roman,"just saying, you should never trust what women say got it?",not_required_english,Hate Speech,Hate,2,High,0.83,Negative
C012096,X,Twitter/X,"See here, information like this on legal rights is very valuable seriously. 😤",English,Roman,"see here, information like this on legal rights is very valuable seriously.",not_required_english,Safe,Neutral,0,Low,0.13,Positive
C012097,Other,Telegram,ఇలాంటి పోస్టులు పెట్టేముందు కామన్‌సెన్స్ వాడు నమ్ము నన్ను. 😤,Telugu,Telugu,use some common sense before posting things like this trust me.,translated,Offensive,Offensive,1,Medium,0.43,Negative
C012098,YouTube,YouTube,"ఊరికే చెప్తున్నా, నీకు బుర్ర లేదా ఇలా మాట్లాడతావు ఓకే నా? 🔥",Telugu,Telugu,"just saying, have you lost your mind, talking like this ok?",translated,Offensive,Offensive,1,Medium,0.5,Negative
C012099,Other,Koo,"Look, they're all part of the same group, can't be trusted that's it.",English,Roman,"look, they're all part of the same group, can't be trusted that's it.",not_required_english,Hate Speech,Hate,2,High,0.62,Negative
C012100,Other,Koo,"Urike cheptunna, Feminists valle samajam padaipotundi Seriously-ga. ...",Roman Telugu,Roman,"just saying, feminists are ruining society seriously.",translated,Hate Speech,Hate,2,High,0.59,Negative
C012101,Other,Telegram,"One thing, information like this on legal rights is very valuable remember this. 😢",English,Roman,"one thing, information like this on legal rights is very valuable remember this.",not_required_english,Safe,Neutral,0,Low,0.14,Positive
C012102,Other,Telegram,"చూడు, ఈ వీడియో చాలా ఉపయోగకరంగా ఉంది నమ్ము నన్ను.",Telugu,Telugu,"look, this video is really useful trust me.",translated,Safe,Neutral,0,Low,0.12,Positive
C012103,YouTube,YouTube,"విను, మహిళా భద్రతా యాప్‌లను డౌన్‌లోడ్ చేసుకోవడం మంచిది నిజంగా.",Telugu,Telugu,"listen, downloading women's safety apps is a good idea really.",translated,Safe,Neutral,0,Low,0.08,Neutral
C012104,YouTube,YouTube,"Nijam cheppalante, Ninnu chusi control chesukovadam kashtamga undi Idi nijam. 😡",Roman Telugu,Roman,"honestly, it's hard to control myself seeing you this is true.",translated,Sexual Harassment,Misogyny,3,High,0.67,Negative
C012105,X,Twitter/X,"ఇలా చూడు, నీలాంటి వాళ్ళకి అటెన్షన్ ఇవ్వకూడదు అసలు అర్థమైందా? 🔥",Telugu,Telugu,"see here, people like you shouldn't be given any attention at all got it?",translated,Offensive,Offensive,1,Medium,0.65,Negative
C012106,Other,Facebook,"ఒక్క మాట, వీళ్ళకి ఎప్పుడూ ఏదో ఒక కంప్లైంట్ ఉంటుంది అంతే నిజంగా.",Telugu,Telugu,"one thing, they always have some complaint or the other, that's it really.",translated,Hate Speech,Hate,2,High,0.58,Negative
C012107,YouTube,YouTube,"చూడు, నువ్వు మాట్లాడేముందు కాస్త ఆలోచించు ఇది ఫైనల్.",Telugu,Telugu,"look, think a little before you speak this is final.",translated,Offensive,Offensive,1,Medium,0.39,Negative
