comment_id,language,category,comment,english_translation
C037544,Tanglish,Offensive,Ithu la oru trailer aah daa.. karumooo kaliyugam.. oru content ye ila.. epadi irukum 10 padam oreee direcgor ah vachu pana apaditana ... pudhusa yosingadaa.. Avan moonji mari iruku trailer,
C037546,Tanglish,Offensive,Romba mokka padamah irukuh. 2.0 flop.,
C037549,Tamil,Hate Speech,ஜாதி இல்லை என்று சொல்லி கெண்டு இட ஒதுக்கீடுட்டி மற்றும் ஜாதியை பார் சாரியா அரசு சாரியில்லை,
C037550,Roman Telugu,Hate Speech,Votes vesi gelipinchukoni...Visham Taaguthunnaru ap people,
C037555,Tanglish,Offensive,0.75x patha dhan kekudhu da editor naaye ivalo fasta iruku..,
C037566,Kanglish,Offensive,Parthasarathi jai gojjekesari gayashini Sule magne cheeti kalla badige tulla,
C037570,Tanglish,Offensive,Unmayavey neenga komalidhan thalaivar rajini sir arasiyalukku varradhu urudhinu sonnadhu 2017.la.. Update aagunga komalies,
C037573,Tanglish,Offensive,Neenga poranthathea cross ithula nadaka kathalam pongada deiiii,
C037576,Tanglish,Offensive,Intha movie la yaru hero ???,
C037582,Kanglish,Hate Speech,Tiktok sede galu,
C037583,Telugu,Hate Speech,నువ్వు వెస్ట్ దానివి దొమ్మరి దాన ఇది ఏంటిదే,
C037587,Roman Telugu,Hate Speech,ee gurramu ekkadiki potundi,
C037595,Tanglish,Offensive,Chinna kolandha paakra padam naa 3d la vitruklam Neraya collection aavathu varum,
C037600,Tanglish,Offensive,Hahaha poi bigil trailera paarungada🤭 vetti payalugala.,
C037601,Roman Telugu,Hate Speech,Pawala Pichi Kukka...Biscuits kosam vachindoiiii,
C037602,Telugu,Hate Speech,చిరంజీవి గారు ఇష్టం లేనప్పుడు ఆయనతో ఎందుకు వాయ్స్ ఓవర్ ఎందుకు చేయుంచుకున్నారు మీ సినిమాలో.,
C037604,Tanglish,Offensive,IdhuKu evlo ticket price irukka pogudho,
C037608,Roman Telugu,Hate Speech,yea pani laenodu oka chhaanal open cheyandi okka party ledhaa oka person nee enchukondi start cheyandi 1or 2 years loo manchi popular avutaaru,
C037609,Kanglish,Hate Speech,Dislikers r fans of rasmika,
C037614,Tanglish,Offensive,Padathula vfx irruka?? - padamey Vfx ah irrukuda,
C037616,Tanglish,Offensive,Beethoven music pottutu periya isaiygnani am pei punda ondu,
C037617,Roman Telugu,Hate Speech,aar oo nuvvu sollu aapu tammi,
C037624,Roman Telugu,Hate Speech,telugu loo matladada adhi jaganese kadhaa compa teesi ramana gaariki jaganese vachemo,
C037626,Tanglish,Hate Speech,Haha vijay fans ithuku mela ipadi kalaika moodiyathu,
C037630,Tanglish,Offensive,Ithu thala kedayathu thala edukaravan Ajith sir,
C037636,Telugu,Hate Speech,ఇలాంటి సినిమాలను ఆదరించిన ప్రేక్షకులకు ధన్యవాదాలు చెప్పాలి మంచి మూవీ ని ఇచ్చిన కళ్యాన్ రామ్ వశిష్ట చిత్రం బృందానికి ధన్యవాదాలు ఇండస్ట్రీ కి మంచి హిట్ మూవీ,
C037637,Roman Telugu,Hate Speech,Saami Kadha kannaa venakaala nuvv cheppina vivarana baagundi,
C037645,Roman Telugu,Hate Speech,oh tammudu masthu cheppinav,
C037649,Tanglish,Hate Speech,🤣🤣🤣🤣🤣 Batman begins!!!! Dawn of Krish!!!! Mugamudi!!! Ithukku porantha kalavai!!!!,
C037654,Roman Telugu,Hate Speech,Suma gurinchi evvaru cheppanakkarledu Tanante maaku Chala istam,
C037656,Tamil,Offensive,ஏன் டா மூதேவி. அஜித் சார் songs னு title போட்டுட்டு உள்ள கண்ட songs லாம் இருக்கு,
C037658,Roman Telugu,Hate Speech,central lae bjp yea undhi gara kcr nee yem peekaleru ani ardamaindi,
C037662,Tanglish,Offensive,En da.. trailer layae ivlo slow motion nah.. padathula paathi duration slow motion layae mudichirpeenga polayae,
C037667,Telugu,Hate Speech,మేూడి డ్రేస్ ఖరీదు 15 లక్షలు ఓక్కోక్క డ్రెస్ కరిదు మరి ఇంత డబ్బు ఎక్కడినుంచి వచ్చాయమ్మ,
C037668,Roman Telugu,Hate Speech,Dhini chusathey chalu nadhi solla legisipothundhi,
C037672,Telugu,Hate Speech,rip mahesh garu కనీస పరిజ్ఞానం ఉన్నవాళ్లకు కూడా అర్థమయ్యేలా చెప్పారు అర్ధం కానివారికి భగవంతుడు జ్ఞానం ఇవ్వాలి అనికోరుకుంటున్నాను వాస్తవాలను అంగీకరించినప్పుడే తప్పులను సరిచేసుకోగలం,
C037673,Tanglish,Offensive,Ithukkum dislike podravangala nenacha than,
C037675,Tanglish,Offensive,Thala ungalukku intha padam worth illa,
C037685,Tanglish,Offensive,Ithu thevai ilatha velai rajiniku vayasagituna adakama poidanaum. Ethuku,
C037697,Tanglish,Offensive,Enda potti pottu dislike panreenga haters,
C037698,Roman Telugu,Hate Speech,Ede ap lo aite pachha media pachha party diniki kuda jagan ne karanam ane vallu,
C037700,Tanglish,Offensive,Jayam Ravi.. sir please respect to all sir.. thalaivar ra epdi kindal Panna ungala la mudiyathu..,
C037713,Tanglish,Offensive,Ommaaalaaaa... Ena Trailer da yebbaaaa... Vera Vera Vera Level.. Kola Asurathanam... Blockbuster for Sure... #Asuran #AsuranTrailer,
C037714,Tanglish,Hate Speech,Ajith fans poi sivakarthikeyan record beet panna parunga inga vanthu karuthu solitu irukathinga unga vedhalam vida remo vasul adhigamama .poi thongungugada,
C037716,Tanglish,Hate Speech,Bgm thavara trailer la onnum illa....,
C037717,Telugu,Hate Speech,ఆలోచన బాగుంది అమలు చేయండి త్వరలో మిమ్మల్ని న్యూస్ లో చూడటం కోసం ఎదురు చూస్తాను థాంక్యూ,
C037728,Tanglish,Offensive,dai . .enna . .da ellam intha video pathu views athikam pathiringala . . .siripu . . . .siraapu . . .,
C037731,Tanglish,Offensive,Ithu 96 yara yemathuringa :-) :-),
C037737,Kanglish,Hate Speech,Kumar Sasthana madbeku intha kachada galana...,
C037738,Roman Telugu,Hate Speech,pandlu tinte tappemundiavi twaragaa jeernam avtayi kadhaa,
C037741,Tanglish,Offensive,Title la Kamal Hassan nu potruku,
C037753,Tanglish,Offensive,Kangna ranaut kevalama irku. Nithya menon please,
C037755,Roman Telugu,Hate Speech,vijay intha logical ancers istaadani assalu expect chayalegrate,
C037761,Tanglish,Offensive,Thalapathy fan ah slren Kandippa Bigil padathuku Competition ah irukkum,
C037763,Tanglish,Hate Speech,Vijay ku oru kuthu ajithu ku oru kuthu,
C037773,Telugu,Hate Speech,శ్రీదేవి గారి మీద గౌరవం మరింత పెరిగింది,
C037775,Tanglish,Offensive,Interest ha trailer ha paathukunu irrukum bodhu eacha kala Madhri naduvula ADD ha yean da poduringa ......,
C037785,Roman Telugu,Hate Speech,Deenemmaa dabbulu unte darinapoye danaya tho cinema tiyyachu ani telisindi,
C037789,Tanglish,Hate Speech,This is doesn't look like selvas cut,
C037794,Tanglish,Offensive,kotha un padam wast da mokka da,
C037796,Tanglish,Hate Speech,2019 soaldra mathri nerya padam varala... Intha movie dispoint panathu ninaikuran,
C037797,Roman Telugu,Hate Speech,best leader and best polispraveen kumar sear,
C037799,Kanglish,Offensive,Sir haa suule Bindu gowda GE,
C037803,Kannada,Offensive,ಲೋ boss fan agi ಯಾಕೋ ನೆಗೆಟಿವ್ cmt hakiya loude,
C037805,Tanglish,Offensive,Mersal padathuku badhila ajithoda vivegathula loosu madhiri panradha podan,
C037806,Tanglish,Offensive,Kavunda kannada nee hip hop tamizhan illai nee hip hop kannadan..,
C037808,Roman Telugu,Hate Speech,mimmalni ekkado chuusi nattunde,
C037813,Tanglish,Hate Speech,Nengalam pesurathu kuda paravala intha vanniya payalungaley picha tha edukuranunga antha nara pundai ellam engala pesurathu tha ericha punda aguthu,
C037819,Roman Telugu,Hate Speech,raamu garu correct gaa chepparu sir,
C037823,Tanglish,Offensive,Ilaiyaraja : En music eh use panravanga aanmai illadavalae Also Ilairaja : * uses Beethoven's fur Elise *,
C037824,Tanglish,Offensive,Kola gaandu la irukken Mavane kollama vida maten........ Semmmmmma gethu dialogue,
C037825,Telugu,Hate Speech,హరి హర వీర మల్లు దసరా మంచి విజయాలు సాధిస్తాయి,
C037827,Tanglish,Offensive,payam da unakku thipavali ku vara......,
C037829,Tanglish,Offensive,Kolla thanama verila irukkura thalaivar veriyargalam inga like ah therikka vidunga papom,
C037831,Tamil,Offensive,"அகிலம் ஆண்ட அம்பலகாரர் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்.. பரியேறும் பெருமாள் , அசுரன் எல்லா கொண்டாடுவிங்க இதையும் கொண்டாடுங்க யாரு ஜாதி வெறி பிடித்தவர்கள் என்று தெரியும்...",
C037841,Tanglish,Offensive,Ada paavingala ivlo dislikes ah 🤔,
C037845,Tanglish,Offensive,Vikram sir efforts are best but stunts scenes nenacha dhan bayama iruku,
C037847,Tanglish,Offensive,Aathi actor Thevidiya koothi pundakkoothi magana kaduppu mayiru,
C037851,Roman Telugu,Hate Speech,great raa babu movies loki vellipoyava raa babu,
C037853,Roman Telugu,Hate Speech,Rajasekhar Reddy garu Kadapa Lo 500 Acres thesukoni assembly Lo gola zarigina tharuvatha assined Lands return echharugada appudu dhonga thanam chesi return evvata correct gadugada dheniki mereemantaru,
C037856,Telugu,Hate Speech,అన్యాయమా ఆముదామా అవన్నీ చేతకాని వాళ్లు మాట్లాడే మాటలు ఇక్కడ బుర్ర ఉన్నోడు జుర్రుకుంటాడు,
C037858,Roman Telugu,Hate Speech,Gudha loo kotaka malli interview okatii,
C037860,Roman Telugu,Hate Speech,Vetakaram super. Govt ki siggu seram radu. Endukante siggu seram manushulaku mathrme vuntundani na abiprayam.,
C037863,Tamil,Hate Speech,நல்லாத்தான் போய்டு இருந்துச்சு இந்த சூரியாவ காலி பண்றது ஒரு வேளை இலுமினாட்டீசா சும்மா கொளித்திப் போட்டுப்பாப்போம்,
C037867,Tamil,Hate Speech,தமிழ்நாட்டை விட்டு திமுக போன்ற தீய சக்தியை விரட்டிநாலெ அவனுவ அடங்கிருவானுங்க,
C037871,Kanglish,Offensive,Kodona bro adukkenu,
C037875,Tanglish,Offensive,Dai ni la oru aaalu Ajith vijay troll panra adhum masss scene ah,
C037888,Tanglish,Offensive,Dislike potadhu bigilu fans than pola.....nalla irundha appreciate pannungada...yen ipdi saavureenga🤣🤣,
C037889,Tanglish,Offensive,Trailer semma...Next Thalapathy movie ipdithan mirattal ah irukapoguthu...,
C037890,Telugu,Hate Speech,Miss u sirr నిజాన్ని సినిమా లో చక్కగా చూపించారు గ్రేట్ లెజెండ్,
C037893,Tanglish,Offensive,Dislike pottavanga mela sema gandula iruken mavane kollama vida maten..,
C037899,Tamil,Offensive,தரமான சம்பவம்..... கொம்மலலல வேற லெவல்,
C037900,Tanglish,Hate Speech,Ennada trailor la yey oru trailor ra add ah poduringa,
C037907,Roman Telugu,Hate Speech,eii yevudra veedu andanga vunnav antunnadu akka antunnadu,
C037913,Roman Telugu,Hate Speech,Asal mamulga ledu thop awesome,
C037914,Tanglish,Offensive,Nalla Gaandu Agungo Andha 10K dislikers..,
C037917,Tamil,Hate Speech,எங்களுக்கு மண்ணு பொண்ணு ரெண்டும் முக்கியம் .. அதுல யார் கைய வெச்சாலும் கைய வெட்டுவோம்.. வீர வன்னிய சிங்கம்.. இயக்குநர் மோகன் அவர்களுக்கு எனது வாழ்த்துகள்,
C037925,Tanglish,Hate Speech,Dislike pannavanga yaarudaya fan ah iruppanunga,
C037933,Tamil,Hate Speech,"அடுத்த தலைவலி படம்..டிரைலருக்கு நன்றி...நல்ல வேளை தியேட்டரில் போயி மாட்டிக்கவில்லை..நச நசவென ஒரே மாதிரியான அரைச்ச மாவு சீன்ஸ்..பாட்டை ஆடியோ வெர்ஷன்ல கேட்பது நலம்...தாரே சமீன் பர் போன்ற( அஞ்சலி ஸ்டைல்)படங்களைத்தான் மக்கள் மணியிடம் இருந்து எதிர்பார்க்கிறார்கள்...இது போன்ற குப்பைகளை எடுக்க பல இயக்குனர்கள் இங்கு உள்ளனர்...இசையையும், கேமராவையும் தவிர மணி படத்தில் ஒரு விஷயமும் இருக்காது என்பது இந்த படமும் உதாரணம்.",
C037941,Tanglish,Hate Speech,Dislike pottavanga ellam thalaivar fan than pola,
C037948,Kanglish,Hate Speech,Ennu. Madu. Guru eee sule magllu du. Troll. Na,
C037949,Kanglish,Hate Speech,RIP kannada film chamber.No proper plannings.,
C037950,Roman Telugu,Hate Speech,love de ke bal anukuntaru,
C037952,Telugu,Hate Speech,వీడు ప్రసారానికి వెళ్ళ డాంటే ఆడవాళ్ళు కూడా చెప్పులు తీసి కొడతారు,
C037960,Kannada,Hate Speech,Why only tik tok ಅನ್ನೋ ತುಕಾಲಿ ನ ಚೈನಾ ಗೆ ಕಳಿಸಿ ಅವ್ಳು ಕೂಡ ಚೈನೀಸ್ ಬ್ರೀಡ್ ಇರ್ಬೇಕು,
C037961,Tanglish,Hate Speech,Anandhi's dialogue modulation reminds pithamagan surya selling legiyam :-P,
C037970,Kanglish,Offensive,Pu nin baayige .,
C037971,Tamil,Offensive,Rajini ku etha veda பெரிய kevalam 1um irukaathu,
C037974,Roman Telugu,Hate Speech,rakkamma upestondi sang adurs,
C037975,Tanglish,Hate Speech,Ithu oru loosu koothi padam . Kubathudan kandu magizha vaazthukkal. Ella loosu koothikalum aagharavu tharavendum,
C037980,Kanglish,Offensive,Awalegia gandane yake hadabeku bere yaradru hadabhdal,
C037986,Tanglish,Hate Speech,Hair style serious ah sagika mudila ... andha VIKKU irukkey ...,
C037987,Tanglish,Offensive,Indha padam eppa dhan varumo. Yemathurangala?,
C037989,Telugu,Hate Speech,రమేష్ మాస్టర్ డ్యాన్స్ ప్రాక్టీస్ సూపర్ ఇదీ పద్దతి,
C037998,Tanglish,Offensive,Ennada ithu viwesa Vida likes athigama irukuu,
C038003,Tanglish,Offensive,Peeta parakkk thalivarr marana massss trailer Kolle ghandle irrke RAJINI ... DAAAA.....,
C038004,Tanglish,Offensive,Poster pic looks like rajini sir not Surya,
C038016,Tanglish,Offensive,Neenga matum dha super star.. Vera endha nayum illa thalaiva...,
C038017,Tanglish,Offensive,Intha Porampokku Ajith Real ah Oru AK47 parthiruppana Ivanuku ithellam Romba over ah illaya Poddapayaluku,
C038023,Roman Telugu,Hate Speech,Evari Cheppulu moyataniki prajalu ninnu gelipinchaledu.... Bandi..,
C038025,Kannada,Offensive,ನನ್ನ ಈ ಕಾಮೆಂಟ್ ಕನ್ನಡ ಚಲನಚಿತ್ರ ನಟ ನಟಿಯರು,
C038028,Tamil,Offensive,தலைவா படத்துல பண்ணதுக்கு விஜய் தலைவி படத்துல பழிவாங்குறான்,
C038029,Tanglish,Offensive,"Dislike options thooki podungaaaaa daw, rendu like option venum Rajinified",
C038035,Tanglish,Offensive,Endha angle la paathalum amma mariye ilaye,
C038037,Roman Telugu,Hate Speech,Appara babu ni kulagaji,
C038040,Tamil,Hate Speech,என்ன டா இது மணிரத்னம் சார் படம் மாதிரி தெரியலையே,
C038049,Roman Telugu,Hate Speech,meelanti vaallani devudu challaga chuudaalani saar harsha saayi anna,
C038050,Roman Telugu,Hate Speech,England match gelichindi viratsky and hardik hrudayalu gelicharu anthe,
C038053,Roman Telugu,Hate Speech,akhil shiva good players chaalaa baagaa aadutunnarui like akhil and shiva,
C038054,Tanglish,Offensive,3.0 vantha suntv ya produce panna sollunga nala irukum lyca ku promotion pannava therila,
C038056,Tamil,Offensive,1996 அரசியல் திமுக புதிதாக உருவான தமிழ் மாநில காங்கிரஸ் கட்சிக்கு ரஜினி தேவைப்பட்டார் ஜெயலலிதா ஆட்சியினை அப்புறப்படுத்த எதிர்கட்சிகளுக்கு ரஜினி தேவைப்பட்டார் ரஜினி பெயரை சொல்லி வாக்கு கேட்டு வென்றனர்🤘 கோமாளி பட இயக்குனருக்கு வரலாறு தெரியுமா,
C038058,Kanglish,Offensive,Over buildup yella yaake bidu guru...story chanagi kottidre saaku...aa rashmika thika uribeku....,
C038059,Kanglish,Offensive,Mettu tagand hodibeku soolemaklige soolerge avren chinadalliro mindrige hunttidira nimmoun t....u,
C038061,Tanglish,Offensive,it's look like power rangers SPD,
C038066,Tanglish,Offensive,semma mokka onnume phriyala thalabathi trailor varuthu Peru bhigilu therikka poguthu thalabathi fan da,
C038069,Kannada,Offensive,videos nAyyo Mang badde thadhe.. n ಅಚ್ಚಗನ್ನಡ ಹಚ್ಚಗನ್ನಡ.nಅಚ್ಚಗನ್ನಡ ಸಾಮಾನ್ಯವಾಗಿ ಬಳಸುವುದು ವಾಡಿಕೆ.nಹಚ್ಚಹಸಿರು ಪದದಲ್ಲಿ ಹಸಿರನ್ನು ಉನ್ನತೀಕರಣಗೊಳಿಸಿ,
C038077,Telugu,Hate Speech,సోదరులు ఎంత గొడవ ఉన్న ఎవడన్నా తమ్ముడిని ఏమన్నా అంటే రక్తం ఊరుకోదు అలాగే భారతీయులు కూడా ఉండాలని గొప్పగా చూపించిన రాజమౌళి గారికి ధన్యవాదాలు,
C038078,Tanglish,Offensive,Bigil koodaye modhurapdi adhu ..... Idhuthanda verithanam,
C038080,Telugu,Hate Speech,"డికి ఈ background ఎందుకు ర, స్వామి",
C038084,Roman Telugu,Hate Speech,nuvvu emm tappa cheyyakapothe vaadu ivvamante nuvvu enduku ichinav,
C038089,Tanglish,Offensive,Mutta koothi mohan Mairu iruku inda trailer,
C038093,Telugu,Hate Speech,వీడికి నిజంగా బేసిక్ సెన్స్ లేదు చూస్తే తెలియడంలా,
C038095,Tamil,Offensive,"ஆக இந்த படத்தில் என் மகன் Psycho வாக நடிக்கவில்லை, ஏனெனில் அவன் உன்மையிலேயே psycho தான்.. ஆக.. ஆக..",
C038098,Roman Telugu,Hate Speech,ok andhi marry vaallu sampadinchukovadanike gaa vaallu hero avadaanike gaa maaku 3 or 4 avutundi office nundi comp nundi raavadaaniki adhi maa family kosam andaru ante jawan lanty walla too manakenti poolika,
C038102,Roman Telugu,Hate Speech,Sir ee discussion lu vaddu sir power Star image poddi and mana dabba manam kottukunnattu untundi,
C038112,Tanglish,Hate Speech,VFX romba worsta erukku Nivetha pethuraj ku padathula velaya ella pola,
C038115,Roman Telugu,Hate Speech,ee veediyo taruvaata neenu nuku pedda abhimani ayyanu brow supur,
C038118,Roman Telugu,Hate Speech,Jagan dobbindi kanapadada neeku atineetimantuda,
C038121,Roman Telugu,Hate Speech,Veedu eppatiki maradu.,
C038124,Roman Telugu,Hate Speech,annaiah vadina eppudu happy gaa vundaali,
C038131,Tanglish,Offensive,"11m cross panniruchu Sahoo, NKP ku o .. oooo",
C038133,Tanglish,Hate Speech,Teaser nalla tha ireke...semma.... Aana enna punniyam.. padam nalla irentalum tirette copy veliyaki avungele picce edeke vecirevingge... Appuram review endre perle kathaiye solre p****yum oorle sutteraanunge...Eto en manasele pattate solliten... Fan from Malaysia,
C038134,Tanglish,Offensive,Cell phone towernala seththu pora sittu kuruvi manitharkalai Pali vankum Kathai,
C038135,Tamil,Hate Speech,எங்க பேர்கூட ஜாதிய சேர்த்து பேர் பதிவு பண்ண நாங்க எப்பவும் கூச்சப்பட்டது இல்ல.. உனக்கு வெக்கமா இருந்தா அது உன் உள்மனசு உறுத்தல்... அதுக்கு ஏன்டா எங்கள சீண்டுற?? காராள வம்சம்டா..!!! கத்தியும் வாளும் புடிச்சே பழகின கைய்ய.. ஏர் புடிச்சு பழக்கி விட்டது எங்க முப்பாட்டடன்.!!! மீன்குஞ்சுகளுக்கு நீந்த பழக்க வேண்டாம்....!!! சிறுத்தைக்குட்டிகளுக்கு ஒரு வெளிப்படையான எச்சரிக்கை... இந்த திரௌபதி',
C038137,Kanglish,Offensive,Ninge en tagodu hodibeku,
C038139,Tanglish,Offensive,"Why this movie given 12k dislike...?, Brooo",
C038140,Roman Telugu,Hate Speech,emundi padavikosam guddha kuudaa naakestaaru ee raajakeeya raabandulu,
C038158,Roman Telugu,Hate Speech,pedha biddala kosam chestunna meeru chestunna krishi abhanandaneeyam,
C038159,Tamil,Offensive,"ஈனப்பிறவி ஈவே ராமசாமியையும், அருவருக்கத்தக்க அம்பேத்கரின் கொள்கைகளையும் தலித்துக்கள் தலைமுழுகும் வரை அவர்களுக்கு சமூக அந்தஸ்து கிடைக்காது.",
C038161,Roman Telugu,Hate Speech,Yadavalu andaru mla la,
C038166,Roman Telugu,Hate Speech,Vaanchi Padidhengu broo,
C038168,Tanglish,Offensive,Ennada ipadi yeduthu vechurkingha ......paaaaaaaaaph,
C038169,Kanglish,Offensive,Parthasarathi hogo gaandu.. Hengsr hesr itkondidiyallo chakka.,
C038170,Tanglish,Hate Speech,Dei Rajini pavam da ne varaven poraven ellam karithuppatha koraiya pesittu erukkan 1:58,
C038175,Tanglish,Offensive,90% Cmnts are hit like cmnts.... Romba mosam da dei🤦‍,
C038181,Tamil,Offensive,என்னடா ஜெயம் ரவி மாதிரி வருவனு பாத்த நிழல்கள் ரவி மாதிரி வர வாரம் வாரம் யோகி வரான்யா,
C038183,Tanglish,Hate Speech,Queen web series pathavaga kandipa intha film pakamataga..pathalum pidikathu,
C038185,Roman Telugu,Hate Speech,Over action chayakandi ra pal laga migilipotaru,
C038186,Tamil,Hate Speech,"அப்பட்டமானா ஜாதி ஆணவக்கொலைகளை ஆதரிக்கும் படம். இவனுங்களுக்கு ஜாதி வெறி மண்டைக்கு ஏறிடிச்சு , இப்படியே போனால் தமிழ் நாடு சுடுகாடு தான். இந்த படத்தை தடை செய்ய தமிழக அரசு முன்வர வேண்டும்.",
C038187,Tanglish,Offensive,Song keka nala iruthuchi bt video mokka,
C038194,Roman Telugu,Hate Speech,evala takkuva theatres say repu chuudu double avtay mamuluga ledhu moveenext level gopichand sahasam movie reference undhi,
C038198,Tamil,Offensive,கதை 2016ல நடக்குது ரஜினி அரசியலுக்கு வரேனு சொன்ன தேதி 31/12/2017 சரியாக வருடம் குறிங்க ராசா,
C038200,Kanglish,Hate Speech,corrcet aghi baydidira doddhu hero thara adthare thu....,
C038201,Tanglish,Offensive,I am an AA fan but sk pwoliyaaa,
C038203,Telugu,Hate Speech,రోజక్క నీకు ఉందిలే ముందు కాలం బ్యాండ్ బాజా,
C038215,Tamil,Hate Speech,மண்ணு பொண்ணு ரென்டுமே முக்கியம்... 2ல எதுல கைய வச்சாலும் வெட்டுவோம்,
C038216,Tamil,Offensive,இதுல என்ன குறை இருக்குனு டிஷ்லைக் பனானுறானுங்க விக் நாயிங்க,
C038217,Kanglish,Offensive,E video nodi Namma desha e stiti nodi bejar aytu nBangarada akki agidda bharatakke e paristi barabaradittu,
C038219,Roman Telugu,Hate Speech,eeyana sodhi lekunda cinema heatto cheppesaadu bhaiyya ilaane inca manchi rivvuu cheppaalani manasu puurtigaa korukuntunna,
C038221,Tanglish,Offensive,44k views.... 60k likes in 1 hr..... 🤔,
C038224,Tanglish,Hate Speech,Pasi edukumodhu jaathi theriyala. Kaasu vanthathum saniyan pudicha jaathiyum senthu otikuthu thu enna vaazhkada ithu,
C038228,Tanglish,Offensive,Trailer semaiya iruku but mariyan movieoda one line eduthu panna maathiri iruku,
C038229,Tanglish,Offensive,2030 la endha padam vandhu errdhalum... Rajini dialogue eppadi thaan errudhu erruku.🤣🤣🤣🤣,
C038231,Tamil,Offensive,யார் யார் கே சரியாக புரிந்து கொள்ளப்படவில்லை 4-5 டிரெய்லரைப் பார்ப்பது சில அர்த்தங்களைத் தருகிறது.,
C038232,Tamil,Hate Speech,ஹீரோவ மட்டும் மாத்தி கதைய மாத்தாம எப்படிப்பா படத்த எடுக்கிறங்க.மிஷ்கின்.கௌதம் மேனன். உங்க இரண்டு பேரிடமும் ஒரே கதைதான் உள்ளதா,
C038236,Telugu,Hate Speech,విశ్వక్ మంచి పని చేశారు Tv 9పిచ్చికి మంచి గుణపాఠం చెప్పారు,
C038238,Tanglish,Offensive,Rajini hero na arasiyaluku varen Rajini uncle na arasiyaluku varen rajini thatha na arsiyaluku varen Komali rasigan thaan vera level,
C038239,Tanglish,Hate Speech,dai side gap la Thala Thalapathy rendu perayum kalaaichutingale da🤣🤣,
C038247,Roman Telugu,Hate Speech,Minor major ani kadhu mind set important Major ithe emina chayacha First e role thisayali,
C038250,Kannada,Offensive,ಬಿಂದು ಗೌಡ ಟಿಕ್ ಟಾಕ್ ಬ್ಯಾನ್ ಆಯಿತು ಮನೇಲಿ ಪಾತ್ರೆ ತೊಳಿ,
C038256,Telugu,Hate Speech,అనంతపురం లో పుట్టినందుకు గర్వంగా వుంది నాది తాడిపత్రి నియోజకవర్గం శ్రీరామ్ అన్నకు ఓటు వేసే అవకాశం లేనందుకు బాధగా వుంది జై పరిటాల,
C038263,Roman Telugu,Hate Speech,super super super bharani garu cinema industry carector artiste la vedana meeku baagaa telusu chaalaa santoshamgaa undhi krutagnatalu,
C038268,Tanglish,Hate Speech,3K left for 450K likes still struggling to get 500K likes,
C038271,Tamil,Offensive,இந்த படத்துல நித்தியா என்ன ஆக போகுதுன்னு தெறியல,
C038276,Roman Telugu,Hate Speech,janaabhaperegutunaruvupadareghya,
C038280,Roman Telugu,Hate Speech,manchu kutumbam telugu prajaki devudu icchina goppa varam,
C038284,Roman Telugu,Hate Speech,idedo jalim lotion,
C038286,Roman Telugu,Hate Speech,Mari aa sangathi thelisi antha madham yendhukura niku.... Vaaru garu antunnaav....gnanodhayamyndhi koddhiga....,
C038288,Tanglish,Offensive,Entha piano music ka yerkanave ketruken....enga veetula eruka musicbox la entha music than varum,
C038289,Tanglish,Offensive,Yar yar laam entha trailer ah pathona Hans Zimmer music keta mari eruku nu nanchega,
C038292,Roman Telugu,Hate Speech,ilanti avamanalu chiru nee megastar gaa nilabettayi hay is our inspiration love you chiru,
C038294,Telugu,Hate Speech,మీ అయ్య కూడా అదే గతి పడుతుంది,
C038312,Tanglish,Hate Speech,kaappan illa ithu oppaaaaaaaaaaan..mokkaya graphics panni rukkanunga low budget la eduthrupaanungalo,
C038316,Roman Telugu,Hate Speech,Dhinni evadu ra judge chesindi..asalu..manchi matale Ravu dhiniki,
C038322,Telugu,Hate Speech,చంద్రబాబు శివుడు లాంటి వాడు విషాన్ని కూడా తనలోకి తీసుకుంటాడుఇక ఇలాంటివి ఒక లెక్కే కాదు,
C038325,Telugu,Hate Speech,అంటే జగన్ కు భయపడుతూనే ఉంటారు,
C038327,Tamil,Hate Speech,0:33 ங்கோத்தா சில பரதேசி பசங்களுக்கு பாத்ததும் வாயில செருப்ப கவ்வ கொடுத்து அடிச்ச மாதிரி இருக்கும்..,
C038336,Tanglish,Offensive,Semma bigilugu kojam prblm vatrum poola,
C038338,Tanglish,Offensive,kotha baadu dlike pottavanunga nai poola narukkunu oompunga daaaaa,
C038339,Tanglish,Offensive,Phone use panra ovvoruthanum kola kaarunungathan...,
C038344,Roman Telugu,Hate Speech,manchu kutumbam telugu prajaki devudu icchina goppa varantappadu bharinchalsinde0,
C038346,Tanglish,Offensive,Endhira logathu sundariye video song kettu vanthu trailer partha vanga like podunga,
C038355,Tamil,Offensive,வன்னியர் வீட்டு பொன்ன எவன் கூட்டிட்டு poanaanu தெரியலையே,
C038356,Tanglish,Offensive,Vaitherichalaa! Dislike pottu manasa thethikonga! Thalaivar kaal negatha kooda neenga thoda mudiyaathu! Poi moodikittu paduthurunga!,
C038385,Tamil,Offensive,ஒரே ஒரு Trailorதா ... கெழவனோட Total அரசியல் image Close..!!,
C038388,Tanglish,Offensive,ennaikku neriya peru kitta illatha oru ketta palazhum en kitta erukku ajith fanzz okkurathu thalapathy fanz than masss,
C038395,Telugu,Hate Speech,Ap ప్రజలు పెంట తింటున్నారు కాబట్టి ఇలాంటి నాయకులని భరిస్తున్నారు,
